pair_id	evidence_tier	reported_nanostring_support	probe_ids	annotated_transcript_combinations	excluded_combinations	complete_crossing_orf_hypotheses	unique_peptide_hypotheses	conditional_annotated_start_peptides	conditional_consensus	strict_primary_eligible	audit_status	full_chain_status	published_junction_records	published_pair_read_ids	read_junction_link_status	assay_qc_status	translation_evidence_status
Tbxas1:Bpgm	NanoString_only	True	Tbxas1:Bpgm	5	2	14	6	1	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	f3dfdc7e-4849-4fc2-a48f-350488d42c59	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tcirg1:Sart1	NanoString_only	True	Tcirg1:Sart1	14	9	43	11	1	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	1dbae76c-e46a-4003-9d0e-05dabbb28dc8;66a2d4e0-1b5e-4529-91a5-e4d6c5d604cf	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tec:Clec4a1	NanoString_only	True	Tec:Clec4a1	7	1	6	1	1	True	False	excluded_transcript_combinations;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	df8025fe-2f5a-4cf4-aa5d-20a8d09d3020	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tiam1:Hcls1	NanoString_only	True	Tiam1:Hcls1	14	2	12	2	0	False	False	excluded_transcript_combinations;no_complete_crossing_ORF_at_annotated_donor_start;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	65a63273-0f52-4d96-b3ef-c1a13d195810	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tmem134:Gpnmb	NanoString_only	True	Tmem134:Gpnmb	20	4	42	13	5	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	f063da35-ce2f-4e6e-ac20-2541625301af	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tmem134:H2-Q4	NanoString_only	True	Tmem134:H2-Q4	20	12	21	9	3	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	1aca4cfe-bc13-4aef-9ca8-10dd5ac26523	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tmem38b:Uty	NanoString_only	True	Tmem38b:Uty	15	0	15	1	1	False	False	reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	094cd674-a8a2-4ee5-b6e8-e486465a7866	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tmem63a:Aim2	NanoString_only	True	Tmem63a:Aim2	8	0	8	1	1	True	False	observed_full_exon_chain_unavailable	not_established_from_available_sources	1	1328bb14-49fc-4465-b15b-73da9bebd2b9	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tnfrsf1b:Dhrs3	both	True	Tnfrsf1b:Dhrs3	12	0	10	3	3	False	False	reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	33994878-9da6-41e9-a0ba-dfb827e3f4a2;8b32bc2a-b78c-4e47-bb96-d52b031948b5;8cb29498-d4b1-457a-979b-06a2bd4079dc	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tnfrsf1b:Prxl2b	NanoString_only	True	Tnfrsf1b:Prxl2b	4	0	4	2	2	False	False	reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	c444df32-1c2b-4a36-910e-69df8d0bdade	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tns3:Rab33b	NanoString_only	True	Tns3:Rab33b	6	0	4	2	2	False	False	reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	431a23bf-da26-4b4b-855a-832d9067fbfa	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tomm70a:Ltn1	NanoString_only	True	Tomm70a:Ltn1	1	0	4	4	1	True	False	observed_full_exon_chain_unavailable	not_established_from_available_sources	1	62bef9b8-a544-438f-a2ab-30df0eafe981	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tpd52l2:Cmtm7	NanoString_only	True	Tpd52l2:Cmtm7	20	4	28	2	2	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	bba7de39-238b-4547-a28d-f6311cfac5c1	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tpm3:Ubr5	NanoString_only	True	Tpm3:Ubr5	66	54	50	8	4	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	10c2ca9e-239f-4b75-9067-0165abbbac93	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Tyrobp:B2m	NanoString_only	True	Tyrobp:B2m	2	1	2	2	0	False	False	excluded_transcript_combinations;no_complete_crossing_ORF_at_annotated_donor_start;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	896805a4-7635-48d2-99fe-993cb2f2634a;f9f37ced-c923-487e-9f97-fb11db0d1f42	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Ube2g1:Skap2	NanoString_only	True	Ube2g1:Skap2	12	4	6	2	2	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	b0958da6-e48a-45f3-83a0-9fffce975d4a	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Ube4b:Oas1a	NanoString_only	True	Ube4b:Oas1a	6	1	79	52	4	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	5fc641fa-6bd8-442e-ad76-63742d0c64ac	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Uhrf1bp1l:1810058I24Rik	NanoString_only	True	Uhrf1bp1l:1810058I24Rik	6	2	4	1	1	True	False	excluded_transcript_combinations;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	8113630f-7fd2-474b-9760-ef2274d8868f	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Utrn:Pex7	NanoString_only	True	Utrn:Pex7	6	2	216	54	1	True	False	excluded_transcript_combinations;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	2e852c4e-3df9-4da0-8b8b-e58ccb390289	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Uvrag:Gm47754	NanoString_only	True	Uvrag:Gm47754	5	2	8	4	1	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	d0e61d9f-1fce-4793-9b25-1e6806c4a945	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Vrk2:Gm20717	NanoString_only	True	Vrk2:Gm20717	10	4	18	3	1	True	False	excluded_transcript_combinations;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	aa1f93b6-87bd-4dea-8a5d-f0d39845679c	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Vsir:Dctn6	NanoString_only	True	Vsir:Dctn6	32	8	83	19	9	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	6cf8ad7f-e548-416b-a609-8623353f2039	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Vti1a:Trir	NanoString_only	True	Vti1a:Trir	6	1	30	6	1	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	4b799d17-334e-4b68-8c23-5a1d51daa4ba	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Washc4:Riok2	NanoString_only	True	Washc4:Riok2	2	0	12	10	2	False	False	reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	3dc7c6d3-221b-461a-8955-7849b86392f8	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Wdyhv1:Prdx1	NanoString_only	True	Wdyhv1:Prdx1	12	2	15	2	1	True	False	excluded_transcript_combinations;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	93244794-4200-457c-8500-c49ac00a5978	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Zc3h7a:Ppp4r1	NanoString_only	True	Zc3h7a:Ppp4r1	40	5	35	1	1	True	False	excluded_transcript_combinations;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	9262f27f-23bf-462b-8b60-cc234cc5cbd3	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Zdhhc13:Mapk1ip1	NanoString_only	True	Zdhhc13:Mapk1ip1	4	0	46	12	2	False	False	reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	9dbe3e64-32ad-443f-b128-8d83adc8e45d	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
Zeb2:Gtdc1	NanoString_only	True	Zeb2:Gtdc1	100	12	192	5	4	False	False	excluded_transcript_combinations;reference_isoform_or_start_ambiguity;observed_full_exon_chain_unavailable	not_established_from_available_sources	1	8be09d48-2d71-4db8-ac5e-dc404e881e28	pair_only_source_coordinate_convention_unresolved	unknown	requires_separate_candidate_specific_audit
