species	assembly	run	read_id	caller	gene5	gene3	chrom5	chrom3	strand5	strand3	boundary5_0based	boundary3_0based	query_gap_nt	status	start5	end5	qstart5	qend5	start3	end3	qstart3	qend3	original_read_id	mapq5	aligned_nt5	mapq3	aligned_nt3	alignment_qc_pass	symbol5	symbol3	genion_flag	statistical_flag	caller_statistical_pass
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1582024	LongGF	ENSBTAG00000046010	ENSBTAG00000031679	25	6	-	-	37794304	102193457	-1	unvalidated_caller_evidence	37794304	37794523	0	234	102192494	102193457	233	1170	a9124060-1ba3-47ee-8b2a-403b20b77975	60	214	60	915	True	BHLHA15	HSD17B13			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.162647	LongGF	ENSBTAG00000072142	ENSBTAG00000033221	10	20	-	+	88236166	31771258	-1	unvalidated_caller_evidence	88236166	88237597	0	1378	31771258	31771440	1377	1554	3f5220cd-8fe3-4905-a2db-6f878092e56a	60	1347	60	176	True	IRF2BPL	CCDC152			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1435148	LongGF	ENSBTAG00000078454	ENSBTAG00000034609	4	4	+	+	106011302	106102661	12	unvalidated_caller_evidence	106010852	106011302	0	327	106102661	106107652	339	1115	dc53f529-e437-4941-b4c1-623271fb0784	60	325	60	764	True					
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1578869	LongGF	ENSBTAG00000038461	ENSBTAG00000047040	5	21	+	-	100776552	59359294	10	unvalidated_caller_evidence	100775840	100776552	0	154	59355560	59359294	164	772	ac99f3f0-f7ee-4df9-a564-34a1bcd89ab3	60	152	60	596	True		SERPINA3-3			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.352390	LongGF	ENSBTAG00000065780	ENSBTAG00000038461	7	5	-	+	95124976	100810001	12	unvalidated_caller_evidence	95124976	95132727	4	298	100810001	100811729	310	615	6062eb69-bcd4-4cb3-a5d2-c2c4a901aae9	60	286	60	301	True	GLRX				
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.632682	LongGF	ENSBTAG00000072338	ENSBTAG00000044001	1	1	-	-	79193915	79124276	-4	unvalidated_caller_evidence	79193915	79194054	1	139	79090859	79124276	135	788	d92ef215-67cc-4538-abbc-5e19284fcd69	60	137	60	633	True		LPP			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.991490	LongGF	ENSBTAG00000045703	ENSBTAG00000058465	26	7	-	-	20663639	108567072	-2	unvalidated_caller_evidence	20663639	20663857	0	214	108566656	108567072	212	617	125ec3fc-c410-4953-bf9e-bac743a27633	60	208	60	392	True	COX15				
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.908317	LongGF	ENSBTAG00000011505	ENSBTAG00000013343	19	18	-	+	26152391	55539787	2	unvalidated_caller_evidence	26152391	26177098	0	1423	55539787	55540365	1425	1811	1b196889-5c6f-46d0-a871-a805e3364a0f	60	1390	0	378	False	RABEP1	FTL			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1194816	LongGF	ENSBTAG00000074516	ENSBTAG00000011683	10	10	-	-	84856722	84796469	-4	unvalidated_caller_evidence	84856722	84901505	0	173	84739199	84796469	169	6950	ad1860cd-d99c-471c-9a8f-51dacc8c5c88	60	168	60	6635	True		NUMB			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.398022	LongGF	ENSBTAG00000072314	ENSBTAG00000011689	1	18	-	-	43440919	62888646	0	unvalidated_caller_evidence	43440919	43441049	52	181	62888413	62888646	181	412	33e0b5fd-e5e7-4684-8d73-ddf49ff89ab0	60	129	60	224	True		LENG8			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1108386	LongGF	ENSBTAG00000012519	ENSBTAG00000011963	11	18	-	-	14206209	51362207	-3	unvalidated_caller_evidence	14206209	14224517	0	621	51355188	51362207	618	1088	4361bcaf-36af-47b2-90f3-5c88b6bac422	60	617	1	457	False	XDH	RPS19			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1249910	LongGF	ENSBTAG00000012407	ENSBTAG00000012012	13	24	-	+	41542635	4174886	-3	unvalidated_caller_evidence	41542635	41543945	0	1259	4174886	4175481	1256	1797	4946f948-e2ec-4701-ae50-abf4364be656	60	1236	60	535	True	FOXA2	CYB5A			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1089839	LongGF	ENSBTAG00000017196	ENSBTAG00000024984	21	14	+	+	55388461	69940600	3	unvalidated_caller_evidence	55388184	55388461	2	124	69940600	69976416	127	1763	78aa1ddd-2a06-406a-9978-534e2842a1a7	60	122	60	1597	True	PDIA3	FSBP			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.268535	LongGF	ENSBTAG00000012403	ENSBTAG00000019147	9	14	+	-	69530660	23278445	-1	unvalidated_caller_evidence	69521621	69530660	5	422	23278326	23278445	421	541	ee9432d1-4a63-4357-840f-8c18bf0f2f9b	60	405	3	118	False	ARG1	RPS20			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.68843	LongGF	ENSBTAG00000012403	ENSBTAG00000078029	9	4	+	+	69537763	65608099	-1	unvalidated_caller_evidence	69537102	69537763	0	405	65608099	65608274	404	573	3fe199ff-71ca-490b-aafb-afb1742dcfde	60	393	60	164	True	ARG1	INMT			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1147129	LongGF	ENSBTAG00000012540	ENSBTAG00000018667	15	8	-	-	82145206	39678462	-1	unvalidated_caller_evidence	82145206	82145676	6	477	39678285	39678462	476	653	ac71f380-893d-4ff3-a72d-ac0c4b8e26e9	22	458	60	175	True		RCL1			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.686909	LongGF	ENSBTAG00000012557	ENSBTAG00000016282	2	21	+	+	6594289	67994520	-2	unvalidated_caller_evidence	6592698	6594289	1	239	67994520	67994796	237	511	7148eb88-3115-40c5-8a87-fb28078992fa	60	231	60	268	True	OSGEPL1	EIF5			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.307939	LongGF	ENSBTAG00000019291	ENSBTAG00000012797	2	1	+	+	31683473	84059130	1	unvalidated_caller_evidence	31681795	31683473	0	409	84059130	84076954	410	3393	94784925-8228-4026-98df-0c542ba64152	60	400	60	2905	True	GRB14	DCUN1D1			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.894475	LongGF	ENSBTAG00000020980	ENSBTAG00000012854	15	19	+	-	65003955	40244458	4	unvalidated_caller_evidence	64997633	65003955	0	249	40243167	40244458	253	727	e21ef420-b505-4e59-b9c1-226a023f7fcd	60	247	60	464	True	CAT	GSDMB			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.301776	LongGF	ENSBTAG00000009578	ENSBTAG00000015598	14	23	+	-	2951338	8494289	-2	unvalidated_caller_evidence	2918127	2951338	0	301	8488462	8494289	299	835	ee071862-e211-4f7f-a85b-f146b220aade	60	296	60	532	True	PTK2	RPS10			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1249350	LongGF	ENSBTAG00000009871	ENSBTAG00000047833	13	6	-	+	37004882	88563900	3	unvalidated_caller_evidence	37004882	37026766	2	282	88563900	88564158	285	541	5522211f-eb89-481a-8d51-b4414559a8d1	3	274	60	249	False	RAB18	AFM			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1275375	LongGF	ENSBTAG00000000085	ENSBTAG00000011382	21	19	-	-	33923220	56654064	0	unvalidated_caller_evidence	33923220	33923528	0	285	56653907	56654064	285	430	5adab47c-bbe5-40af-94b9-422021412164	60	281	5	141	False	CYP1A2	NHERF1			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1032630	LongGF	ENSBTAG00000009979	ENSBTAG00000017851	19	11	+	+	37947894	105114465	2	unvalidated_caller_evidence	37947660	37947894	197	427	105114465	105114869	429	810	1fbb0b6b-0294-409f-b4b4-eb1999553187	60	225	60	368	True	HOXB2	RXRA			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.401094	LongGF	ENSBTAG00000068078	ENSBTAG00000010106	23	23	-	-	15793911	15704300	-4	unvalidated_caller_evidence	15793911	15794073	2	162	15698689	15704300	158	1744	874b0abd-681d-477f-97f5-5aacbf3c2279	60	151	60	1536	True		CCND3			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.623844	LongGF	ENSBTAG00000011105	ENSBTAG00000040413	5	18	+	+	33863132	34668251	-2	unvalidated_caller_evidence	33862941	33863132	3	185	34668251	34668471	183	389	6d036df3-15f4-4130-a96f-1244494b31b3	42	179	60	204	True	SLC38A2	CES3			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1066001	LongGF	ENSBTAG00000069157	ENSBTAG00000010155	19	19	+	+	14468508	14426923	0	unvalidated_caller_evidence	14468371	14468508	1	129	14426923	14427650	129	610	572b740a-7768-48fb-a0d9-4b72ed7e6184	60	127	60	477	True					
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1849859	LongGF	ENSBTAG00000010379	ENSBTAG00000077802	7	7	-	+	4515832	51434771	-2	unvalidated_caller_evidence	4515832	4515975	12	150	51434771	51435226	148	596	313f1f1e-9013-49e6-9652-8b70cd11485f	50	134	60	417	True	CRTC1	CYSTM1			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1473391	LongGF	ENSBTAG00000019253	ENSBTAG00000010910	X	3	-	-	50819037	119662211	-2	unvalidated_caller_evidence	50819037	50822403	0	373	119662082	119662211	371	498	a33404b4-69de-4671-85f3-cbea1be8a387	1	371	60	126	False	RPL36A	COPS9			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.836958	LongGF	ENSBTAG00000046846	ENSBTAG00000010910	7	3	-	-	6831776	119662330	5	unvalidated_caller_evidence	6831776	6836858	20	341	119662081	119662330	346	593	5ac6b123-4cee-435b-b3b2-4f76f20bd868	60	319	60	244	True	FAM32A	COPS9			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.929750	LongGF	ENSBTAG00000034645	ENSBTAG00000011050	4	8	-	-	12615198	39860429	-1	unvalidated_caller_evidence	12615198	12630062	1	206	39860232	39860429	205	395	868010a6-108e-4bfa-bc9b-5fa428793f9b	60	205	2	185	False	PON3	PLPP6			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1004674	LongGF	ENSBTAG00000016062	ENSBTAG00000023106	21	1	+	-	54677814	139423616	0	unvalidated_caller_evidence	54673340	54677814	1	835	139422505	139423616	835	1933	6a82598e-1277-4031-ad3d-5b4a6fdecc26	60	812	60	1083	True	C21H14orf28				
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.70021	LongGF	ENSBTAG00000067923	ENSBTAG00000016149	16	20	+	+	2294993	35126901	-2	unvalidated_caller_evidence	2294831	2294993	0	157	35126901	35143358	155	903	1e15b9f6-dfe0-4050-9d90-71af214f03b3	60	154	60	723	True		C9			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.168007	LongGF	ENSBTAG00000020980	ENSBTAG00000016177	15	27	+	+	64988557	19400633	-1	unvalidated_caller_evidence	64975348	64988557	29	189	19400633	19406137	188	660	902ec8e7-b4af-4cff-8664-85238511bbce	60	159	60	465	True	CAT	FGL1			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1516573	LongGF	ENSBTAG00000031647	ENSBTAG00000016267	7	15	+	+	19599308	80863092	9	unvalidated_caller_evidence	19596347	19599308	0	1660	80863092	80863386	1669	1964	b86703a5-db2e-4f81-92e2-b1dece6049d0	60	1604	60	278	True	LRG1	SERPING1			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.948749	LongGF	ENSBTAG00000016744	ENSBTAG00000077859	15	21	+	+	64697387	68000917	-2	unvalidated_caller_evidence	64689116	64697387	1	1990	68000917	68001077	1988	2144	c4f43522-378c-4692-89d7-3371f6eb548f	60	1930	60	150	True	CAPRIN1				
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1796711	LongGF	ENSBTAG00000017143	ENSBTAG00000072260	4	8	-	-	112206728	83422078	-1	unvalidated_caller_evidence	112206728	112210064	1	393	83421741	83422078	392	719	301b5030-7a91-4766-a283-9a311cdcd13b	60	390	13	324	False	PDIA4				
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.95503	LongGF	ENSBTAG00000043989	ENSBTAG00000013429	2	7	+	-	125389514	16561533	5	unvalidated_caller_evidence	125389314	125389514	1	197	16561220	16561533	202	503	a6e54955-7a52-4055-88cd-4d4451e2b1a2	60	193	60	299	True	EYA3	CLEC4G			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1616401	LongGF	ENSBTAG00000016085	ENSBTAG00000013866	X	3	-	-	37220035	16448393	-3	unvalidated_caller_evidence	37220035	37220184	0	143	16447960	16448393	140	291	fa839017-c80c-4835-abbe-76b28304b2a5	60	142	28	149	True	IRAK1	RPS25			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.205750	LongGF	ENSBTAG00000018636	ENSBTAG00000013924	21	18	+	+	64522714	55952783	16	unvalidated_caller_evidence	64522209	64522714	1	490	55952783	55952928	506	655	7525239e-7c82-434f-93a2-77a26e79e21f	60	483	60	145	True	CCNK	RPS11			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.915655	LongGF	ENSBTAG00000014177	ENSBTAG00000018043	20	18	+	-	33325764	35422025	9	unvalidated_caller_evidence	33325648	33325764	0	108	35421761	35422025	117	380	c0f6a89c-5b2c-4b1a-9156-3098a26373d2	45	108	60	258	True	C6	LCAT			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1882306	LongGF	ENSBTAG00000016252	ENSBTAG00000014313	19	26	-	-	43904485	19479979	-1	unvalidated_caller_evidence	43904485	43904598	0	113	19468915	19479979	112	3231	7d87b3e5-9154-4e3a-b255-9c4cba265115	60	112	60	3022	True	LSM12	PYROXD2			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.91548	LongGF	ENSBTAG00000026199	ENSBTAG00000016045	25	11	+	-	38802019	85237271	1	unvalidated_caller_evidence	38799241	38802019	0	1172	85237101	85237271	1173	1338	27097450-efd6-46be-9172-e547eaa7ada7	60	1154	60	161	True	ACTB	TRIB2			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1880613	LongGF	ENSBTAG00000069157	ENSBTAG00000014522	19	6	+	-	14472044	58632958	-1	unvalidated_caller_evidence	14468457	14472044	52	414	58629739	58632958	413	3616	870222d6-eb2d-4593-acbd-e1af4f42b539	60	354	60	3100	True		SMIM14			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.972119	LongGF	ENSBTAG00000014614	ENSBTAG00000072136	26	4	-	+	10631192	80933704	-1	unvalidated_caller_evidence	10631192	10644089	0	825	80933704	80934032	824	1149	0a7a491d-5ee0-4ec1-92b3-af3106a41eed	60	812	60	316	True	ACTA2	MPLKIP			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.82032	LongGF	ENSBTAG00000060345	ENSBTAG00000014872	X	18	-	+	127817232	46805674	-2	unvalidated_caller_evidence	127817232	127817454	6	212	46805674	46805842	210	375	8c06516a-5453-49a1-89e4-075be3ed2a15	60	203	60	162	True		CAPNS1			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1420117	LongGF	ENSBTAG00000015106	ENSBTAG00000023419	23	18	-	-	47824143	54732151	-1	unvalidated_caller_evidence	47824143	47825444	0	1293	54731836	54732151	1292	1607	51f83953-93d8-4c43-920e-50d957149fde	60	1259	60	307	True	DSP	SULT2A1			
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1375688	Genion	ENSBTAG00000004568	ENSBTAG00000000639	18	18	-	-	14016351	14016023	301	observed exon-aligned boundaries; not exon-repaired; not conserved			3	2317			2618	3846	bb986920-ad32-4aab-b85e-94706c7d6d6f	60	2259	60	1096	True	GALNS	APRT	PASS:RT	pFAIL	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1198029	Genion	ENSBTAG00000004568	ENSBTAG00000000639	18	18	-	-	14016351	14016023	333	observed exon-aligned boundaries; not exon-repaired; not conserved			10	2489			2822	3952	cc353a84-31d4-4831-abb5-80da5d05bf88	60	2336	60	1100	True	GALNS	APRT	PASS:RT	pFAIL	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.882881	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128173333	128187617	131	observed exon-aligned boundaries; not exon-repaired; not conserved			2	670			801	2005	047f25ef-fae5-4fec-bb2b-9fdfe5cf6b0f	60	643	60	1145	True	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.99529	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128173333	128177631	95	observed exon-aligned boundaries; not exon-repaired; not conserved			2	480			575	1981	a9109122-d2de-44d4-ac46-4de12f3feed1	60	323	60	1376	True	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.293623	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128168785	128187617	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	108			108	1321	adc1531c-5859-4ee4-bf71-7a437692a3ae	60	103	60	1200	True	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.557744	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128173333	128187617	132	observed exon-aligned boundaries; not exon-repaired; not conserved			2	174			306	1537	3e55173f-2b5b-4488-a1e5-0e51a3b6c86b	60	170	60	1205	True	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.574827	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128169998	128187617	0	observed exon-aligned boundaries; not exon-repaired; not conserved			204	669			669	1902	3361a603-44df-49f8-8069-3a1b9d6f1ba9	60	451	60	1203	True	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.703008	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128175289	128192570	472	observed exon-aligned boundaries; not exon-repaired; not conserved			0	1597			2069	3210	a17f773c-1dbe-4082-834d-50b678420ef5	60	971	60	1082	True	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1115909	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128168785	128187617	0	observed exon-aligned boundaries; not exon-repaired; not conserved			7	134			134	1343	8f4f0c08-c3bc-45e9-8009-e16ba9474300	60	124	60	1182	True	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1199079	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128168785	128187617	0	observed exon-aligned boundaries; not exon-repaired; not conserved			16	148			148	1357	0bcdbf09-4394-4d49-9987-d481639e51d1	60	131	60	1174	True	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1509503	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128168785	128187617	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	95			95	1320	a6fccd4d-a5b7-41e2-84e7-620b4e0331db	60	95	60	1195	False	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1786937	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128168785	128187617	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	101			101	1425	068adbde-f9c9-4c0a-ae0f-189919008db7	60	101	60	1200	True	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1819352	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128168785	128187617	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	104			104	1306	10167512-e8bd-4197-a9b8-fd0f838455cb	60	101	60	1163	True	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1827545	Genion	ENSBTAG00000007646	ENSBTAG00000001514	X	X	+	+	128173333	128187617	0	observed exon-aligned boundaries; not exon-repaired; not conserved			6	191			191	1403	664c1468-7a47-4622-a973-64ab5e8d3d39	60	184	60	1188	True	PIGA	ASB11	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.658728	Genion	ENSBTAG00000003588	ENSBTAG00000060527	14	14	+	+	80887130	80887221	0	observed exon-aligned boundaries; not exon-repaired; not conserved			50	577			577	1034	0b978ace-4ff1-4b1b-b6df-c7aa4dbc4a81	60	522	60	438	True	ZFAND1	IMPA1	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.936606	Genion	ENSBTAG00000003588	ENSBTAG00000060527	14	14	+	+	80887130	80887221	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	187			187	2711	3f1b63b3-7226-4d0e-a4aa-4509170ad226	60	183	60	2452	True	ZFAND1	IMPA1	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1263410	Genion	ENSBTAG00000003588	ENSBTAG00000060527	14	14	+	+	80887130	80887221	0	observed exon-aligned boundaries; not exon-repaired; not conserved			74	642			642	981	c78b08dd-d0fd-4efb-90bd-880d430d0bd1	60	475	60	332	True	ZFAND1	IMPA1	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1885687	Genion	ENSBTAG00000003588	ENSBTAG00000060527	14	14	+	+	80887130	80887221	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	62			62	400	995d0857-51a2-4535-b267-888e59a600e0	60	61	60	327	False	ZFAND1	IMPA1	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.207128	Genion	ENSBTAG00000003588	ENSBTAG00000060527	14	14	+	+	80887130	80887221	0	observed exon-aligned boundaries; not exon-repaired; not conserved			2	631			631	3148	77caa40a-7c3b-4bcc-9bf1-d3dcc59dd5d4	60	623	60	2476	True	ZFAND1	IMPA1	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.220472	Genion	ENSBTAG00000003588	ENSBTAG00000060527	14	14	+	+	80887130	80887221	0	observed exon-aligned boundaries; not exon-repaired; not conserved			4	649			649	995	351111f4-a2ea-42b0-91a4-f6bea2f6f0ed	60	631	60	333	True	ZFAND1	IMPA1	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.602448	Genion	ENSBTAG00000003588	ENSBTAG00000060527	14	14	+	+	80887130	80887221	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	621			621	3162	e2530426-7cb2-41d2-9e89-02a59ec4bfd9	60	609	60	2472	True	ZFAND1	IMPA1	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1838391	Genion	ENSBTAG00000060578	ENSBTAG00000006839	18	18	-	-	56639246	56637501	3	observed exon-aligned boundaries; not exon-repaired; not conserved			0	860			863	1624	2163959f-0d05-4e3a-9984-f8cac6629d62	60	836	60	725	True		JOSD2	PASS:RT	pFAIL	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.38732	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1958986	0	observed exon-aligned boundaries; not exon-repaired; not conserved			47	356			356	1043	21ba7746-12d8-4110-b42a-b83874c70c0f	60	306	60	648	True	SNURF	SNRPN	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.327759	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1958986	0	observed exon-aligned boundaries; not exon-repaired; not conserved			3	417			417	1086	34b94cb9-2531-41aa-9ffb-ddb70b9dfa52	60	265	60	656	True	SNURF	SNRPN	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.504078	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1958986	0	observed exon-aligned boundaries; not exon-repaired; not conserved			9	336			336	1019	be9dcc3b-92f7-4bb7-9dbd-10c6a99c7a47	60	320	60	657	True	SNURF	SNRPN	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.758437	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1958986	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	297			297	961	95edcbd8-aced-4fd4-9a81-b3fdffd82e06	60	295	60	645	True	SNURF	SNRPN	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.805231	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1958986	0	observed exon-aligned boundaries; not exon-repaired; not conserved			7	334			334	999	bce80097-81c0-4da2-a891-99c32ccf5149	60	325	60	656	True	SNURF	SNRPN	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.951458	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1958986	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	471			471	1145	27d0bb15-0e68-4e79-96fb-ffc902fa87c0	60	307	60	662	True	SNURF	SNRPN	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.333462	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1954837	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	59			59	1038	31004df1-7bed-439a-83fc-5db7d8c6bd56	60	59	60	947	False	SNURF	SNRPN	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1414887	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1954837	0	observed exon-aligned boundaries; not exon-repaired; not conserved			3	106			106	1084	533c3f74-7fd1-4d83-8d08-9466527efb51	60	101	60	963	True	SNURF	SNRPN	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1514980	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1954837	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	105			105	1106	354a363f-28e6-41b3-8a43-bdf6bce43490	60	105	60	966	True	SNURF	SNRPN	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1547415	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1954837	0	observed exon-aligned boundaries; not exon-repaired; not conserved			33	237			237	1211	93c809af-d48b-4008-b486-7d30a143e23b	60	203	60	943	True	SNURF	SNRPN	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.31168	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1954837	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	311			311	1300	16a7ece8-eb87-484b-8ce4-413fc9c5e47b	60	309	60	973	True	SNURF	SNRPN	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.46206	Genion	ENSBTAG00000060892	ENSBTAG00000008251	21	21	+	+	1947075	1954837	0	observed exon-aligned boundaries; not exon-repaired; not conserved			0	455			455	1437	9fe3d167-ca96-4daa-80b7-5e9e76af284c	60	304	60	944	True	SNURF	SNRPN	PASS:GF	pPASS	True
