orf_id	peptide_id	parent_transcript_id	parent_control_id	pfam_accession	pfam_name	parent_domain_start_1based	parent_domain_end_1based	parent_domain_hmm_coverage	retained_aligned_span_fraction	candidate_intervals_1based_inclusive	retention_status	interpretation
orf_e090f06ff3149a228b9e0c4fd07792f0dbf89a20d9b63f989977617a62dbe95b	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000007814.10	control_e0da8d1d0549721fa830784ee580e6f15368ff339b5f046df2da998847ee702a	PF09005.15	FUBP_C	671	686	0.4444444444444444	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_e090f06ff3149a228b9e0c4fd07792f0dbf89a20d9b63f989977617a62dbe95b	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000007814.10	control_e0da8d1d0549721fa830784ee580e6f15368ff339b5f046df2da998847ee702a	PF00013.36	KH_1	147	210	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_e090f06ff3149a228b9e0c4fd07792f0dbf89a20d9b63f989977617a62dbe95b	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000007814.10	control_e0da8d1d0549721fa830784ee580e6f15368ff339b5f046df2da998847ee702a	PF00013.36	KH_1	237	302	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_e090f06ff3149a228b9e0c4fd07792f0dbf89a20d9b63f989977617a62dbe95b	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000007814.10	control_e0da8d1d0549721fa830784ee580e6f15368ff339b5f046df2da998847ee702a	PF00013.36	KH_1	328	388	0.9384615384615385	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_e090f06ff3149a228b9e0c4fd07792f0dbf89a20d9b63f989977617a62dbe95b	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000007814.10	control_e0da8d1d0549721fa830784ee580e6f15368ff339b5f046df2da998847ee702a	PF00013.36	KH_1	428	494	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_e090f06ff3149a228b9e0c4fd07792f0dbf89a20d9b63f989977617a62dbe95b	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000209124.2	control_8df942826d0b2fdc6a7c758c2eb0880482ec75875734f494c2285e150ede24c4	PF22528.2	PRMT_C	31	195	1.0	1.0	[[173, 337]]	at_least_90pct_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_43069a6539a44541c975fd804ecf90cdb3e63d21f3a0d1a020dfe9134b9272bc	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000045325.14	control_5e532fbf8beeffc0a02020faba0ccfbe71598503702ec44f973497d8423d5bcb	PF08241.19	Methyltransf_11	40	138	0.9789473684210527	0.5353535353535354	[[118, 170]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_43069a6539a44541c975fd804ecf90cdb3e63d21f3a0d1a020dfe9134b9272bc	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000045325.14	control_5e532fbf8beeffc0a02020faba0ccfbe71598503702ec44f973497d8423d5bcb	PF13649.13	Methyltransf_25	39	136	1.0	0.5204081632653061	[[118, 168]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_43069a6539a44541c975fd804ecf90cdb3e63d21f3a0d1a020dfe9134b9272bc	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000045325.14	control_5e532fbf8beeffc0a02020faba0ccfbe71598503702ec44f973497d8423d5bcb	PF13847.13	Methyltransf_31	35	109	0.5266666666666666	0.32	[[118, 141]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_43069a6539a44541c975fd804ecf90cdb3e63d21f3a0d1a020dfe9134b9272bc	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000045325.14	control_5e532fbf8beeffc0a02020faba0ccfbe71598503702ec44f973497d8423d5bcb	PF06325.20	PrmA	35	108	0.24324324324324326	0.3108108108108108	[[118, 140]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_43069a6539a44541c975fd804ecf90cdb3e63d21f3a0d1a020dfe9134b9272bc	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000045325.14	control_5e532fbf8beeffc0a02020faba0ccfbe71598503702ec44f973497d8423d5bcb	PF22528.2	PRMT_C	141	305	1.0	1.0	[[173, 337]]	at_least_90pct_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_43069a6539a44541c975fd804ecf90cdb3e63d21f3a0d1a020dfe9134b9272bc	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF09005.15	FUBP_C	612	633	0.6111111111111112	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_43069a6539a44541c975fd804ecf90cdb3e63d21f3a0d1a020dfe9134b9272bc	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF09005.15	FUBP_C	671	686	0.4444444444444444	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_43069a6539a44541c975fd804ecf90cdb3e63d21f3a0d1a020dfe9134b9272bc	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	147	210	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_43069a6539a44541c975fd804ecf90cdb3e63d21f3a0d1a020dfe9134b9272bc	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	237	302	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_43069a6539a44541c975fd804ecf90cdb3e63d21f3a0d1a020dfe9134b9272bc	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	328	388	0.9384615384615385	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_43069a6539a44541c975fd804ecf90cdb3e63d21f3a0d1a020dfe9134b9272bc	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	428	494	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_9b1d65e950d9bbdb71df8b2226eefb7c1ecb413b28adb96a2a1b6264495ffdea	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000107843.11	control_948b835d1f3d5203e4fb78520b92edc150c3efeeecd9f65cb6960fa6569ed839	PF08241.19	Methyltransf_11	93	191	0.9789473684210527	0.5353535353535354	[[118, 170]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_9b1d65e950d9bbdb71df8b2226eefb7c1ecb413b28adb96a2a1b6264495ffdea	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000107843.11	control_948b835d1f3d5203e4fb78520b92edc150c3efeeecd9f65cb6960fa6569ed839	PF13649.13	Methyltransf_25	92	189	1.0	0.5204081632653061	[[118, 168]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_9b1d65e950d9bbdb71df8b2226eefb7c1ecb413b28adb96a2a1b6264495ffdea	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000107843.11	control_948b835d1f3d5203e4fb78520b92edc150c3efeeecd9f65cb6960fa6569ed839	PF13847.13	Methyltransf_31	88	162	0.5266666666666666	0.32	[[118, 141]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_9b1d65e950d9bbdb71df8b2226eefb7c1ecb413b28adb96a2a1b6264495ffdea	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000107843.11	control_948b835d1f3d5203e4fb78520b92edc150c3efeeecd9f65cb6960fa6569ed839	PF06325.20	PrmA	88	161	0.24324324324324326	0.3108108108108108	[[118, 140]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_9b1d65e950d9bbdb71df8b2226eefb7c1ecb413b28adb96a2a1b6264495ffdea	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000107843.11	control_948b835d1f3d5203e4fb78520b92edc150c3efeeecd9f65cb6960fa6569ed839	PF22528.2	PRMT_C	194	358	1.0	1.0	[[173, 337]]	at_least_90pct_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_9b1d65e950d9bbdb71df8b2226eefb7c1ecb413b28adb96a2a1b6264495ffdea	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF09005.15	FUBP_C	612	633	0.6111111111111112	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_9b1d65e950d9bbdb71df8b2226eefb7c1ecb413b28adb96a2a1b6264495ffdea	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF09005.15	FUBP_C	671	686	0.4444444444444444	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_9b1d65e950d9bbdb71df8b2226eefb7c1ecb413b28adb96a2a1b6264495ffdea	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	147	210	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_9b1d65e950d9bbdb71df8b2226eefb7c1ecb413b28adb96a2a1b6264495ffdea	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	237	302	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_9b1d65e950d9bbdb71df8b2226eefb7c1ecb413b28adb96a2a1b6264495ffdea	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	328	388	0.9384615384615385	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_9b1d65e950d9bbdb71df8b2226eefb7c1ecb413b28adb96a2a1b6264495ffdea	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	428	494	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_354ade88fcf022e44efdd1008453f6bf903b0eaa2fbd139c5867284a341134f1	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000207370.2	control_f146921d34acfee8ab93314f648e2dcfff2f33c1119447710c5ddd05f2d63c85	PF08241.19	Methyltransf_11	75	173	0.9789473684210527	0.5353535353535354	[[118, 170]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_354ade88fcf022e44efdd1008453f6bf903b0eaa2fbd139c5867284a341134f1	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000207370.2	control_f146921d34acfee8ab93314f648e2dcfff2f33c1119447710c5ddd05f2d63c85	PF13649.13	Methyltransf_25	74	171	1.0	0.5204081632653061	[[118, 168]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_354ade88fcf022e44efdd1008453f6bf903b0eaa2fbd139c5867284a341134f1	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000207370.2	control_f146921d34acfee8ab93314f648e2dcfff2f33c1119447710c5ddd05f2d63c85	PF13847.13	Methyltransf_31	70	144	0.5266666666666666	0.32	[[118, 141]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_354ade88fcf022e44efdd1008453f6bf903b0eaa2fbd139c5867284a341134f1	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000207370.2	control_f146921d34acfee8ab93314f648e2dcfff2f33c1119447710c5ddd05f2d63c85	PF06325.20	PrmA	70	143	0.24324324324324326	0.3108108108108108	[[118, 140]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_354ade88fcf022e44efdd1008453f6bf903b0eaa2fbd139c5867284a341134f1	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000207370.2	control_f146921d34acfee8ab93314f648e2dcfff2f33c1119447710c5ddd05f2d63c85	PF22528.2	PRMT_C	176	340	1.0	1.0	[[173, 337]]	at_least_90pct_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_354ade88fcf022e44efdd1008453f6bf903b0eaa2fbd139c5867284a341134f1	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF09005.15	FUBP_C	612	633	0.6111111111111112	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_354ade88fcf022e44efdd1008453f6bf903b0eaa2fbd139c5867284a341134f1	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF09005.15	FUBP_C	671	686	0.4444444444444444	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_354ade88fcf022e44efdd1008453f6bf903b0eaa2fbd139c5867284a341134f1	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	147	210	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_354ade88fcf022e44efdd1008453f6bf903b0eaa2fbd139c5867284a341134f1	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	237	302	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_354ade88fcf022e44efdd1008453f6bf903b0eaa2fbd139c5867284a341134f1	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	328	388	0.9384615384615385	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_354ade88fcf022e44efdd1008453f6bf903b0eaa2fbd139c5867284a341134f1	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	428	494	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_1e7efb0508d395466d0f6dc5917d55e3edb13ba8714adcaf58357248a727098e	peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	ENSMUST00000207659.2	control_52adc381994a88cae78278781d7155001ae6648641f86d8378bb756e94d5e378	PF08241.19	Methyltransf_11	75	142	0.6842105263157895	0.3235294117647059	[[118, 139]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_1e7efb0508d395466d0f6dc5917d55e3edb13ba8714adcaf58357248a727098e	peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	ENSMUST00000207659.2	control_52adc381994a88cae78278781d7155001ae6648641f86d8378bb756e94d5e378	PF13649.13	Methyltransf_25	74	144	0.7319587628865979	0.3380281690140845	[[118, 141]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_1e7efb0508d395466d0f6dc5917d55e3edb13ba8714adcaf58357248a727098e	peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	ENSMUST00000207659.2	control_52adc381994a88cae78278781d7155001ae6648641f86d8378bb756e94d5e378	PF06325.20	PrmA	70	122	0.17229729729729729	0.03773584905660377	[[118, 119]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_1e7efb0508d395466d0f6dc5917d55e3edb13ba8714adcaf58357248a727098e	peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	ENSMUST00000207659.2	control_52adc381994a88cae78278781d7155001ae6648641f86d8378bb756e94d5e378	PF22528.2	PRMT_C	95	241	0.8606060606060606	0.8231292517006803	[[118, 238]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_1e7efb0508d395466d0f6dc5917d55e3edb13ba8714adcaf58357248a727098e	peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF09005.15	FUBP_C	612	633	0.6111111111111112	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_1e7efb0508d395466d0f6dc5917d55e3edb13ba8714adcaf58357248a727098e	peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF09005.15	FUBP_C	671	686	0.4444444444444444	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_1e7efb0508d395466d0f6dc5917d55e3edb13ba8714adcaf58357248a727098e	peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	147	210	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_1e7efb0508d395466d0f6dc5917d55e3edb13ba8714adcaf58357248a727098e	peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	237	302	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_1e7efb0508d395466d0f6dc5917d55e3edb13ba8714adcaf58357248a727098e	peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	328	388	0.9384615384615385	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_1e7efb0508d395466d0f6dc5917d55e3edb13ba8714adcaf58357248a727098e	peptide_344139caecbb91ebedc38d31dc6d21ae9491f43c900a54be6d396baf9e5553ff	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	428	494	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_13801033ba349fafe4a68354f8950830fb65806d7196ae48426cb4bf37b81a22	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000209124.2	control_8df942826d0b2fdc6a7c758c2eb0880482ec75875734f494c2285e150ede24c4	PF22528.2	PRMT_C	31	195	1.0	1.0	[[173, 337]]	at_least_90pct_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_13801033ba349fafe4a68354f8950830fb65806d7196ae48426cb4bf37b81a22	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF09005.15	FUBP_C	612	633	0.6111111111111112	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_13801033ba349fafe4a68354f8950830fb65806d7196ae48426cb4bf37b81a22	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF09005.15	FUBP_C	671	686	0.4444444444444444	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_13801033ba349fafe4a68354f8950830fb65806d7196ae48426cb4bf37b81a22	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	147	210	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_13801033ba349fafe4a68354f8950830fb65806d7196ae48426cb4bf37b81a22	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	237	302	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_13801033ba349fafe4a68354f8950830fb65806d7196ae48426cb4bf37b81a22	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	328	388	0.9384615384615385	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_13801033ba349fafe4a68354f8950830fb65806d7196ae48426cb4bf37b81a22	peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	ENSMUST00000233480.2	control_fc42178270602d14d92e320214cafaaf3a6af33c459a2d73badc862110ea8a6d	PF00013.36	KH_1	428	494	0.9846153846153847	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_33774b8689cb4169d9d5c569e811cb8b0c5dd1e5e0f852c252b578329475827d	peptide_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992	ENSMUST00000020909.4	control_05baf7248422cf32e3196038af7d9caf6bf281785fe8e59880148d56ea88e9a8	PF03821.23	Mtp	146	215	0.28820960698689957	0.1	[[146, 152]]	partial_parent_aligned_span	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_33774b8689cb4169d9d5c569e811cb8b0c5dd1e5e0f852c252b578329475827d	peptide_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992	ENSMUST00000020909.4	control_05baf7248422cf32e3196038af7d9caf6bf281785fe8e59880148d56ea88e9a8	PF03821.23	Mtp	236	306	0.3056768558951965	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_33774b8689cb4169d9d5c569e811cb8b0c5dd1e5e0f852c252b578329475827d	peptide_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992	ENSMUST00000027112.13	control_c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	PF00431.27	CUB	28	139	1.0	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_33774b8689cb4169d9d5c569e811cb8b0c5dd1e5e0f852c252b578329475827d	peptide_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992	ENSMUST00000027112.13	control_c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	PF00431.27	CUB	149	264	1.0	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_33774b8689cb4169d9d5c569e811cb8b0c5dd1e5e0f852c252b578329475827d	peptide_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992	ENSMUST00000027112.13	control_c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	PF00754.32	F5_F8_type_C	292	424	1.0	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
orf_33774b8689cb4169d9d5c569e811cb8b0c5dd1e5e0f852c252b578329475827d	peptide_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992	ENSMUST00000027112.13	control_c872a5c9580536a0f125bf43e7f346e18d3057f1803d490934db546d2b384508	PF00754.32	F5_F8_type_C	449	589	1.0	0.0	[]	no_parent_aligned_span_retained	exact_canonical_sequence_overlap_not_domain_folding_or_function_validation
