pair_id	parent_a	parent_b	parent_a_ids	parent_b_ids	parent_a_mgi_ids	parent_b_mgi_ids	parent_a_mapping	parent_b_mapping	chromosome_a	chromosome_b	species	assembly	annotation	long_read_support	sample_count	sample_count_status	is_interchromosomal	genomic_distance	in_probe_panel	label	reported_nanostring_support	short_read_reported_support	cross_reported_support	caller_names	assay_tested	assay_qc_status	exclusion_reason	source_ids	source_url	score_rna_refit	score_status	read_support_outside_training_range	genomic_distance_outside_training_range	rank
Cfdp1:Ddx21	Cfdp1	Ddx21	ENSMUSG00000031954.7	ENSMUSG00000020075.9	MGI:1344403	MGI:1860494	unique_gencode_gene	unique_gencode_gene	chr8	chr10	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6185
Cfl1:Cyp4f16	Cfl1	Cyp4f16	ENSMUSG00000056201.9	ENSMUSG00000048440.17	MGI:101757	MGI:1917351	unique_gencode_gene	unique_gencode_gene	chr19	chr17	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6186
Cfl1:Gorasp2	Cfl1	Gorasp2	ENSMUSG00000056201.9	ENSMUSG00000014959.13	MGI:101757	MGI:2135962	unique_gencode_gene	unique_gencode_gene	chr19	chr2	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6187
Cfl2:Herc6	Cfl2	Herc6	ENSMUSG00000062929.9	ENSMUSG00000029798.12	MGI:101763	MGI:1914388	unique_gencode_gene	unique_gencode_gene	chr12	chr6	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6188
Cflar:Csf1r	Cflar	Csf1r	ENSMUSG00000026031.16	ENSMUSG00000024621.17	MGI:1336166	MGI:1339758	unique_gencode_gene	unique_gencode_gene	chr1	chr18	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6189
Cfp:B2m	Cfp	B2m	ENSMUSG00000001128.8	ENSMUSG00000060802.9	MGI:97545	MGI:88127	unique_gencode_gene	unique_gencode_gene	chrX	chr2	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6190
Cfp:Map4k3	Cfp	Map4k3	ENSMUSG00000001128.8	ENSMUSG00000024242.16	MGI:97545	MGI:2154405	unique_gencode_gene	unique_gencode_gene	chrX	chr17	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6191
Cfp:Pfn1	Cfp	Pfn1	ENSMUSG00000001128.8	ENSMUSG00000018293.5	MGI:97545	MGI:97549	unique_gencode_gene	unique_gencode_gene	chrX	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6192
Cgrrf1:Akr1a1	Cgrrf1	Akr1a1	ENSMUSG00000055128.16	ENSMUSG00000028692.15	MGI:1916368	MGI:1929955	unique_gencode_gene	unique_gencode_gene	chr14	chr4	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6193
Cgrrf1:Rpl7a	Cgrrf1	Rpl7a	ENSMUSG00000055128.16	ENSMUSG00000062647.17	MGI:1916368	MGI:1353472	unique_gencode_gene	unique_gencode_gene	chr14	chr2	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6194
Ch25h:Gde1	Ch25h	Gde1	ENSMUSG00000050370.6	ENSMUSG00000033917.16	MGI:1333869	MGI:1891827	unique_gencode_gene	unique_gencode_gene	chr19	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6195
Chaf1b:Lgals3	Chaf1b	Lgals3	ENSMUSG00000022945.13	ENSMUSG00000050335.18	MGI:1314881	MGI:96778	unique_gencode_gene	unique_gencode_gene	chr16	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6196
Chchd10:Gm12481	Chchd10	Gm12481	ENSMUSG00000049422.8	ENSMUSG00000043770.11	MGI:2143558	MGI:3650743	unique_gencode_gene	unique_gencode_gene	chr10	chr4	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6197
Chchd10:Rpl9-ps6	Chchd10	Rpl9-ps6	ENSMUSG00000049422.8	ENSMUSG00000062456.5	MGI:2143558	MGI:3642682	unique_gencode_gene	unique_gencode_gene	chr10	chr19	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6198
Chchd10:Saa3	Chchd10	Saa3	ENSMUSG00000049422.8	ENSMUSG00000040026.9	MGI:2143558	MGI:98223	unique_gencode_gene	unique_gencode_gene	chr10	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6199
Chchd1:Arl3	Chchd1	Arl3	ENSMUSG00000063787.5	ENSMUSG00000025035.10	MGI:1913371	MGI:1929699	unique_gencode_gene	unique_gencode_gene	chr14	chr19	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6200
Chchd1:Fxyd5	Chchd1	Fxyd5	ENSMUSG00000063787.5	ENSMUSG00000009687.15	MGI:1913371	MGI:1201785	unique_gencode_gene	unique_gencode_gene	chr14	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6201
Chchd1:Gm10221	Chchd1	Gm10221	ENSMUSG00000063787.5	ENSMUSG00000067719.6	MGI:1913371	MGI:3708709	unique_gencode_gene	unique_gencode_gene	chr14	chr5	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6202
Chchd1:Gm10925	Chchd1	Gm10925	ENSMUSG00000063787.5	ENSMUSG00000100862.2	MGI:1913371	MGI:3809095	unique_gencode_gene	unique_gencode_gene	chr14	chr1	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6203
Chchd1:Gm14303	Chchd1	Gm14303	ENSMUSG00000063787.5	ENSMUSG00000081344.6	MGI:1913371	MGI:3651379	unique_gencode_gene	unique_gencode_gene	chr14	chr2	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6204
Chchd2:2410006H16Rik	Chchd2	2410006H16Rik	ENSMUSG00000070493.4	ENSMUSG00000086841.2	MGI:1261428	MGI:1916471	unique_gencode_gene	unique_gencode_gene	chr5	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6205
Chchd2:Atp6v0b	Chchd2	Atp6v0b	ENSMUSG00000070493.4	ENSMUSG00000033379.14	MGI:1261428	MGI:1890510	unique_gencode_gene	unique_gencode_gene	chr5	chr4	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6206
Chchd2:Atp6v1b2	Chchd2	Atp6v1b2	ENSMUSG00000070493.4	ENSMUSG00000006273.15	MGI:1261428	MGI:109618	unique_gencode_gene	unique_gencode_gene	chr5	chr8	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6207
Chchd2:Ccl5	Chchd2	Ccl5	ENSMUSG00000070493.4	ENSMUSG00000035042.3	MGI:1261428	MGI:98262	unique_gencode_gene	unique_gencode_gene	chr5	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6208
Chchd2:Cd74	Chchd2	Cd74	ENSMUSG00000070493.4	ENSMUSG00000024610.16	MGI:1261428	MGI:96534	unique_gencode_gene	unique_gencode_gene	chr5	chr18	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6209
Chchd2:Ctsb	Chchd2	Ctsb	ENSMUSG00000070493.4	ENSMUSG00000021939.9	MGI:1261428	MGI:88561	unique_gencode_gene	unique_gencode_gene	chr5	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6210
Chchd2:Cyba	Chchd2	Cyba	ENSMUSG00000070493.4	ENSMUSG00000006519.12	MGI:1261428	MGI:1316658	unique_gencode_gene	unique_gencode_gene	chr5	chr8	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6211
Chchd2:Dhrs1	Chchd2	Dhrs1	ENSMUSG00000070493.4	ENSMUSG00000002332.17	MGI:1261428	MGI:1196314	unique_gencode_gene	unique_gencode_gene	chr5	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6212
Chchd2:Fcgr1	Chchd2	Fcgr1	ENSMUSG00000070493.4	ENSMUSG00000015947.11	MGI:1261428	MGI:95498	unique_gencode_gene	unique_gencode_gene	chr5	chr3	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6213
Chchd2:Fth1	Chchd2	Fth1	ENSMUSG00000070493.4	ENSMUSG00000024661.8	MGI:1261428	MGI:95588	unique_gencode_gene	unique_gencode_gene	chr5	chr19	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6214
Chchd2:Gars	Chchd2	Gars	ENSMUSG00000070493.4	ENSMUSG00000029777.11	MGI:1261428	MGI:2449057	unique_gencode_gene	unique_gencode_gene	chr5	chr6	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6215
Chchd2:Gm7336	Chchd2	Gm7336	ENSMUSG00000070493.4	ENSMUSG00000078636.5	MGI:1261428	MGI:3644851	unique_gencode_gene	unique_gencode_gene	chr5	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6216
Chchd2:Hbp1	Chchd2	Hbp1	ENSMUSG00000070493.4	ENSMUSG00000002996.18	MGI:1261428	MGI:894659	unique_gencode_gene	unique_gencode_gene	chr5	chr12	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6217
Chchd2:Lcmt1	Chchd2	Lcmt1	ENSMUSG00000070493.4	ENSMUSG00000030763.8	MGI:1261428	MGI:1353593	unique_gencode_gene	unique_gencode_gene	chr5	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6218
Chchd2:Lst1	Chchd2	Lst1	ENSMUSG00000070493.4	ENSMUSG00000073412.7	MGI:1261428	MGI:1096324	unique_gencode_gene	unique_gencode_gene	chr5	chr17	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6219
Chchd2:Nme3	Chchd2	Nme3	ENSMUSG00000070493.4	ENSMUSG00000073435.11	MGI:1261428	MGI:1930182	unique_gencode_gene	unique_gencode_gene	chr5	chr17	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6220
Chchd2:Rpl19-ps11	Chchd2	Rpl19-ps11	ENSMUSG00000070493.4	ENSMUSG00000081094.5	MGI:1261428	MGI:3642193	unique_gencode_gene	unique_gencode_gene	chr5	chr8	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6221
Chchd2:Rpl41	Chchd2	Rpl41	ENSMUSG00000070493.4	ENSMUSG00000093674.8	MGI:1261428	MGI:1915195	unique_gencode_gene	unique_gencode_gene	chr5	chr10	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6222
Chchd2:Rps21	Chchd2	Rps21	ENSMUSG00000070493.4	ENSMUSG00000039001.13	MGI:1261428	MGI:1913731	unique_gencode_gene	unique_gencode_gene	chr5	chr2	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6223
Chchd2:Rps23-ps1	Chchd2	Rps23-ps1	ENSMUSG00000070493.4	ENSMUSG00000100755.2	MGI:1261428	MGI:3705429	unique_gencode_gene	unique_gencode_gene	chr5	chr3	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6224
Chchd2:Rps27l	Chchd2	Rps27l	ENSMUSG00000070493.4	ENSMUSG00000036781.14	MGI:1261428	MGI:1915191	unique_gencode_gene	unique_gencode_gene	chr5	chr9	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6225
Chchd2:Rps9	Chchd2	Rps9	ENSMUSG00000070493.4	ENSMUSG00000006333.15	MGI:1261428	MGI:1924096	unique_gencode_gene	unique_gencode_gene	chr5	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6226
Chchd2:Rtl8a	Chchd2	Rtl8a	ENSMUSG00000070493.4	ENSMUSG00000067925.5	MGI:1261428	MGI:1913408	unique_gencode_gene	unique_gencode_gene	chr5	chrX	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6227
Chchd2:Sec22b	Chchd2	Sec22b	ENSMUSG00000070493.4	ENSMUSG00000027879.10	MGI:1261428	MGI:1338759	unique_gencode_gene	unique_gencode_gene	chr5	chr3	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6228
Chchd2:Serhl	Chchd2	Serhl	ENSMUSG00000070493.4	ENSMUSG00000058586.13	MGI:1261428	MGI:1890404	unique_gencode_gene	unique_gencode_gene	chr5	chr15	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6229
Chchd2:Tkt	Chchd2	Tkt	ENSMUSG00000070493.4	ENSMUSG00000021957.8	MGI:1261428	MGI:105992	unique_gencode_gene	unique_gencode_gene	chr5	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6230
Chchd3:B2m	Chchd3	B2m	ENSMUSG00000053768.14	ENSMUSG00000060802.9	MGI:1913325	MGI:88127	unique_gencode_gene	unique_gencode_gene	chr6	chr2	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6231
Chchd3:Hmox1	Chchd3	Hmox1	ENSMUSG00000053768.14	ENSMUSG00000005413.9	MGI:1913325	MGI:96163	unique_gencode_gene	unique_gencode_gene	chr6	chr8	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6232
Chchd6:Man2b1	Chchd6	Man2b1	ENSMUSG00000030086.17	ENSMUSG00000005142.11	MGI:1913348	MGI:107286	unique_gencode_gene	unique_gencode_gene	chr6	chr8	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6233
Chchd7:Ppp2r2d	Chchd7	Ppp2r2d	ENSMUSG00000042198.13	ENSMUSG00000041769.14	MGI:1913683	MGI:1289252	unique_gencode_gene	unique_gencode_gene	chr4	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6234
Chd1:Bclaf3	Chd1	Bclaf3	ENSMUSG00000023852.15	ENSMUSG00000044150.13	MGI:88393	MGI:2685992	unique_gencode_gene	unique_gencode_gene	chr17	chrX	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6235
Chd2:Gm21860	Chd2	Gm21860	ENSMUSG00000078671.12	ENSMUSG00000095366.3	MGI:2448567	MGI:5434024	unique_gencode_gene	unique_gencode_gene	chr7	chrY	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6236
Chd4:B2m	Chd4	B2m	ENSMUSG00000063870.13	ENSMUSG00000060802.9	MGI:1344380	MGI:88127	unique_gencode_gene	unique_gencode_gene	chr6	chr2	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6237
Chd4:Ctsd	Chd4	Ctsd	ENSMUSG00000063870.13	ENSMUSG00000007891.17	MGI:1344380	MGI:88562	unique_gencode_gene	unique_gencode_gene	chr6	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6238
Chd4:Gclc	Chd4	Gclc	ENSMUSG00000063870.13	ENSMUSG00000032350.10	MGI:1344380	MGI:104990	unique_gencode_gene	unique_gencode_gene	chr6	chr9	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	6239
