species	assembly	run	read_id	original_read_id	caller	genion_flag	statistical_flag	gene5	gene3	chrom5	chrom3	strand5	strand3	boundary5_0based	boundary3_0based	query_gap_nt	mapq5	mapq3	aligned_nt5	aligned_nt3	qstart5	qend5	qstart3	qend3	alignment_qc_pass	caller_statistical_pass	status
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.387684	12fe7e50-f11e-4d0c-ad45-aa3a798bad85	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	60	60	36	1190	5	42	102	1323	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.388908	e6737095-a437-4ecb-8fe0-829f21b1d349	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	60	60	40	1202	0	42	101	1343	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.389794	18ee1bec-768c-45c2-8e2d-dfce9064a563	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	64	60	60	40	1170	0	40	104	1329	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.392108	0d137d11-0c6c-40b2-9063-a08a0622409f	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	60	60	38	1197	4	42	102	1374	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.398749	135ba37e-3aa5-4a64-a089-e7d4360da527	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	64	60	60	39	1181	3	43	107	1325	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.398889	1c95c8f3-5bc3-41be-929c-5bf7a0e998b0	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	63	60	60	15	1200	0	15	78	1309	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.399021	d2a32840-a63c-4c16-bf9a-d1f896bb702f	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	43	1179	0	46	104	1326	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.403927	f978df45-301e-4793-b648-0892de694315	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	54	60	60	40	1112	8	48	102	1245	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.404237	179240e9-314b-4a81-8c6d-0e043b34433e	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	60	60	42	1187	0	42	98	1299	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.409771	98d91926-9b0d-44bc-b549-c0cdfd40f2e0	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	60	60	38	1200	3	41	102	1327	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.415635	8db60b3d-b23d-45f3-ad6c-d4233a9109a1	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	37	1188	5	42	100	1346	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.415967	4dfb5001-84f1-4499-a947-13eadab2ac3f	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	60	60	54	1186	19	73	135	1355	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.417393	addf0ba8-c7d6-44b2-bb2d-e10f67fc70bd	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	71	60	60	274	1184	2	302	373	1599	True	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.418084	bfc037f0-19a7-4cf4-9b45-977d8a334f27	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	63	60	60	41	1172	6	49	112	1354	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.419395	9c57b6bd-5682-46c0-a8c6-69e9e725c765	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	64	60	60	22	1205	18	40	104	1326	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.428795	f05a9e79-efcc-4710-93e6-c4f0d7ab5922	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	60	60	38	1185	3	42	99	1306	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.432975	325e4d02-cd0f-4afd-aae4-9026365f19cf	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	60	60	43	1203	0	43	102	1331	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.433761	087bcb1a-5407-490f-ab17-2dc84c2f015e	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	54	60	60	25	1194	16	41	95	1311	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.438902	415fa68e-fef7-4fdb-9ee1-e587760556ee	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	60	60	41	1209	0	41	103	1332	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.439254	2c88ea29-ddfb-4a7e-96b7-73e22061f3a5	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	60	60	36	1162	3	39	96	1282	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.439985	fbd4bdf9-7611-4ba3-ae4d-7bf5950da29f	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	36	1207	2	38	96	1342	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.440798	9f200764-4f2a-4a62-b880-a5858d590f53	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	60	60	44	1199	0	46	108	1337	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.440799	4bda252f-45b5-40e6-94e0-bd3a6357511f	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	41	1193	2	43	101	1309	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.443862	d1f6839a-894e-495e-a0f7-593910e0368e	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	60	60	37	1177	0	38	99	1306	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.445333	e9c3073e-1f99-412f-9115-2e4197ac1629	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	60	60	39	1119	2	43	103	1261	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.446499	f7e89e37-dfe5-452c-9060-b7bbc6701ca9	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	60	60	38	1198	2	43	98	1330	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.448423	4aa0f2d3-4a78-4ecb-b6c0-860fae991738	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	77	1203	0	77	135	1369	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.454303	135b964b-2e41-406a-8fbd-52740a008049	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	38	1192	1	39	97	1309	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.456291	93330ef2-1608-40f4-8660-5ee9181c096f	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	41	1167	2	44	102	1305	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.456555	b298c0d6-3e9c-4507-8bc4-742949d92f54	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	46	1216	0	46	104	1344	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.457465	c4fb1a95-43cb-470a-9c3b-6372df51c155	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	60	60	56	1208	9	65	120	1339	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.466961	1fd29e48-606d-4f66-811a-213c92fb17de	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	60	60	42	1223	0	44	104	1372	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.467836	6703d8ea-f3e9-494a-b09a-d548fd3c1d4a	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	42	1203	0	43	101	1349	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.471027	7d2f9c54-b653-4c81-b830-a1945f9d806d	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	37	1162	6	43	101	1286	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.471330	6c66599e-f29c-4764-bb35-26a1d729f00b	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	60	60	74	1210	0	79	136	1377	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.472944	ac97a3df-4561-4757-ab33-255e967c5a21	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	60	60	41	1194	0	41	101	1327	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.476457	b3e709bb-93ce-47f8-996e-afa554689542	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	0	60	60	67	1189	2	69	69	1281	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.478456	ed027002-040b-414b-a3d3-d34817ad57ae	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	60	60	37	1172	0	37	99	1301	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.482044	0a7c9a89-b7ed-4946-adfd-0dfa7effcfd5	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	60	60	31	1165	3	34	94	1294	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.483101	18cc6a3a-6f9b-4973-81dd-d6c13c215d30	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392491	57	60	60	38	1185	5	43	100	1306	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.487328	c9c5cb1a-4da7-4948-b471-808115ec3f06	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	60	60	69	1214	0	75	134	1363	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.487873	85d3cb1f-b7b1-457e-be72-1f83861eb63e	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392496	55	60	60	38	1176	4	42	97	1307	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.489173	b40d66bf-01af-4478-84c7-64bb762215dd	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	60	60	40	1214	0	42	99	1338	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.492035	6fb6d99c-4839-4d9b-998a-b584d749b440	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	60	60	41	1220	0	45	107	1348	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.492074	fa56187e-67b0-4262-87a4-f8de12c171ba	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	42	1202	3	45	103	1334	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.496455	1f35563f-d8ce-4764-96e9-b803fd7e17b3	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	60	60	37	1189	2	39	94	1309	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.497004	0936f622-cbeb-4100-8cff-787f845f5f44	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	60	60	38	1186	3	41	97	1310	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.499267	8c2a55c0-f265-4da6-85f6-98c683fcbef0	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	60	60	39	1197	0	39	100	1317	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.510426	8a84f7c1-0c99-40b3-a882-081f0330c7ec	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	60	60	37	1207	3	42	99	1329	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.511735	ead878c8-f6bb-4c6c-a48c-57eef236768d	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	60	60	67	1185	3	73	134	1348	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.512348	a0242340-6f40-42c7-938f-ac5ebbe72cef	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	41	1207	0	41	99	1332	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.512475	fb8d6e2b-68fe-42dd-b2a5-a7650f5ac5e8	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	60	60	40	1147	0	43	98	1276	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.519037	6f111b6a-552e-4903-b244-26376a6355ba	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	60	60	38	1198	4	42	98	1322	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.520224	e758651b-1798-40d9-806a-21c6e2632dda	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	60	60	41	1200	0	44	101	1320	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.520916	8015569b-7f0b-4609-855e-edb7b5567870	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	38	1177	1	39	97	1309	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.522323	26455643-5f8c-4a2c-ac5c-d30b8eb081c0	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	65	60	60	37	1164	7	45	110	1342	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.523768	7ab06570-82fd-450b-afc3-71088e5dfe45	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	60	60	37	1184	3	40	102	1345	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.524294	5888a685-4f3d-42b8-b101-88aa20cda21b	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	60	60	99	1179	0	100	159	1371	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.524483	5265e38b-89ad-4ae4-965a-317e084d389e	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	60	60	24	1163	14	38	97	1273	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.525232	0e5cae3d-3983-4ae5-b818-e9c5671bb96d	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	37	1179	2	40	98	1327	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.527646	b16adbb0-219b-4e6f-b2a7-9063bda0476f	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	54	60	60	88	1185	0	91	145	1353	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.532077	e6808c34-8c38-45fd-acb6-1f3503ceaf65	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	60	60	34	1196	3	37	97	1330	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.535791	c2057ce7-5580-45b1-83b6-de473c6af9e7	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	63	60	60	38	1187	5	47	110	1325	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.537528	e8321dc7-5e76-42ab-85ec-6d7891867c5b	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	65	1207	1	67	125	1357	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.538696	34a72bfa-4df3-4267-8c20-7c942f3dcbcb	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	60	60	43	1206	0	45	106	1355	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.543313	75f926bb-8661-4cfb-a6de-bad5f7906389	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	60	60	42	1208	0	44	103	1336	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.548748	7098e710-8486-43a4-9a3a-9420119462ed	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	60	60	36	1191	0	37	98	1342	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.555079	c334256d-1e39-46e7-93f4-d49e423f2af7	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	60	60	40	1157	4	45	102	1281	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.557594	d3554bdd-facb-4167-a0e3-d8aabe1dcaa0	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	60	60	41	1223	1	42	102	1355	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.559591	290ebed5-13e2-41a2-896f-6e7981a28911	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	60	60	38	1218	3	42	101	1349	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.560210	0b1cf679-aa3c-4e98-a828-d696cda7cfb9	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	60	60	37	1186	3	42	100	1316	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.560901	44c73e32-473b-4b8e-91c4-c90519681b10	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	60	60	39	1203	2	43	98	1327	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.562939	ee36bf9c-d771-4eba-b661-62b7013e709a	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	60	60	41	1191	0	41	103	1335	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.564031	70556d66-5740-4c70-8108-da8eea2ad3ba	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	60	60	36	1194	2	38	100	1317	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.564045	d148f902-7ecf-4091-b17e-15142d44558c	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	60	60	37	1179	3	43	98	1318	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.566357	09557c4e-fbfe-4db6-a466-bbda4d7c0527	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	60	60	41	1187	0	41	102	1308	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.567225	960fed97-ddc8-43e9-a333-bb83271d7c46	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	54	60	60	40	1184	0	40	94	1296	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.570067	e24f4177-325b-4ea0-a5f3-dcb93dbc14ee	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	60	60	41	1174	2	45	102	1293	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.571978	171bf4d6-8f9d-45b5-8f35-303e0e92efb2	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	60	60	41	1043	0	41	97	1154	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.572985	2088e646-a49a-4ef9-8fd0-f24f5b404498	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	60	60	37	1205	4	41	101	1332	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.574919	8aa9f45e-e6e6-4e89-b67f-8e1e3901bb7b	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	60	60	37	1199	6	45	107	1352	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.577036	1e71adb9-f9ab-4248-b5c4-c9f434f5f793	Genion	PASS:GF	pPASS	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	60	60	39	1199	1	40	96	1322	False	True	observed exon-aligned boundaries; not exon-repaired; not conserved
