species	assembly	run	read_id	caller	gene5	gene3	chrom5	chrom3	strand5	strand3	boundary5_0based	boundary3_0based	query_gap_nt	status	start5	end5	qstart5	qend5	start3	end3	qstart3	qend3	original_read_id	mapq5	aligned_nt5	mapq3	aligned_nt3	alignment_qc_pass
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.266669	LongGF	ENSBTAG00000020330	ENSBTAG00000006991	5	6	-	+	22013250	25428864	1	unvalidated_caller_evidence	22013250	22014835	0	643	25428864	25429844	644	946	e6f53dbf-8eab-4643-bbef-da45c084572e	60	610	60	298	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.742903	LongGF	ENSBTAG00000006995	ENSBTAG00000070144	11	9	+	+	37340683	9706158	5	unvalidated_caller_evidence	37331502	37340683	0	439	9706158	9727228	444	1005	ec83d69e-76ec-4bdb-a2ac-9cceb63c22e0	60	429	60	540	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.110146	LongGF	ENSBTAG00000007578	ENSBTAG00000015358	26	8	-	-	37380008	91146283	11	unvalidated_caller_evidence	37380008	37380172	0	164	91142798	91146283	175	898	534be054-0912-42d6-a66f-dc3ab02df1a0	60	157	60	708	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1432433	LongGF	ENSBTAG00000007332	ENSBTAG00000014501	15	10	+	-	29093087	65538930	3	unvalidated_caller_evidence	29091461	29093087	0	223	65538752	65538930	226	400	73d2633a-4dc5-4038-a972-67e4e424e2e8	43	220	60	170	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1606311	LongGF	ENSBTAG00000001392	ENSBTAG00000046158	5	23	+	-	56537541	27415880	2	unvalidated_caller_evidence	56536523	56537541	1	997	27415351	27415880	999	1211	d39aaf08-7ef7-4450-b2fc-c9d816db89fc	60	975	60	209	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.874543	LongGF	ENSBTAG00000011994	ENSBTAG00000001509	19	5	+	+	28053253	60550202	-2	unvalidated_caller_evidence	28020457	28053253	2	1412	60550202	60550374	1410	1582	5db69747-5bb6-468b-aa95-3134446b5442	60	1383	60	169	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.920597	LongGF	ENSBTAG00000016224	ENSBTAG00000001538	8	3	-	+	110987273	116880160	-1	unvalidated_caller_evidence	110987273	110991965	0	470	116880160	116880374	469	679	aea7816f-c965-427c-9e9a-b7dafe9d2386	60	461	21	206	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.161703	LongGF	ENSBTAG00000001553	ENSBTAG00000021755	5	2	-	+	25781157	60303824	-1	unvalidated_caller_evidence	25781157	25781586	0	411	60303824	60304056	410	640	e38c133b-bc1d-489a-8148-0bb29b4d0cc8	41	406	0	230	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1372492	LongGF	ENSBTAG00000001575	ENSBTAG00000002549	11	2	-	+	29581627	119418806	-1	unvalidated_caller_evidence	29581627	29581753	7	121	119418806	119419163	120	473	9ff082d5-1a24-468f-b54d-ba619049dce9	9	109	2	345	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.560086	LongGF	ENSBTAG00000001638	ENSBTAG00000003205	17	11	+	-	2867070	95852903	2	unvalidated_caller_evidence	2866640	2867070	2	415	95850465	95852903	417	639	4db70ff8-ab1f-44a3-b5f1-9dc78843188d	60	409	1	217	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1470381	LongGF	ENSBTAG00000004887	ENSBTAG00000001638	11	17	+	+	10261396	2867220	3	unvalidated_caller_evidence	10260345	10261396	1	355	2867220	2867519	358	659	d2482132-6379-47f8-ae70-17340cb771cf	60	344	60	285	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.593232	LongGF	ENSBTAG00000011963	ENSBTAG00000004362	18	16	-	-	51356139	55273716	-4	unvalidated_caller_evidence	51356139	51362197	42	433	55267229	55273716	429	1257	c744b147-f306-40fe-8c52-b8706853b416	1	383	60	813	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1208225	LongGF	ENSBTAG00000001697	ENSBTAG00000013593	1	21	+	+	81288452	29165997	0	unvalidated_caller_evidence	81288304	81288452	0	135	29165997	29166245	135	379	fe734d62-2053-45e2-8e6f-cbb92e73b199	60	135	17	239	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.898833	LongGF	ENSBTAG00000020807	ENSBTAG00000001829	29	13	-	-	43327680	54445967	-2	unvalidated_caller_evidence	43327680	43328227	6	195	54445574	54445967	193	570	b30487e3-9492-4038-8e5d-83f3dc890d5d	1	185	60	371	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1778812	LongGF	ENSBTAG00000001881	ENSBTAG00000026428	10	25	-	+	81514789	2017487	2	unvalidated_caller_evidence	81514789	81514928	0	140	2017487	2018066	142	704	ecf8b5b8-acf1-45a5-90ba-96e677e15451	60	137	50	552	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.905664	LongGF	ENSBTAG00000001915	ENSBTAG00000004362	19	16	-	-	62619741	55273673	3	unvalidated_caller_evidence	62619741	62622311	32	396	55267283	55273673	399	1130	dee37d92-dab2-41b6-a697-1942368258ca	60	354	60	715	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.676902	LongGF	ENSBTAG00000000442	ENSBTAG00000013410	26	21	-	+	14896298	68139476	10	unvalidated_caller_evidence	14896298	14898125	3	268	68139476	68139652	278	447	b3d8dae3-70d1-4c79-8819-bfdd1bff1e56	60	258	60	168	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.805157	LongGF	ENSBTAG00000000522	ENSBTAG00000024555	1	16	-	-	80616338	32203144	5	unvalidated_caller_evidence	80616338	80618800	0	346	32202829	32203144	351	661	de60fba0-d876-4cd6-bdbf-0e904ab42112	60	343	60	303	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.58270	LongGF	ENSBTAG00000058539	ENSBTAG00000001271	6	9	-	-	84297011	96575299	-2	unvalidated_caller_evidence	84297011	84299971	0	159	96575180	96575299	157	277	0960b114-aaae-4298-8746-120c9e0a9ced	0	157	60	118	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1223154	LongGF	ENSBTAG00000007152	ENSBTAG00000000705	5	11	-	-	55744956	24757314	-4	unvalidated_caller_evidence	55744956	55745134	0	176	24756939	24757314	172	541	229a6586-2920-4739-a778-3b0ec15d3113	60	172	60	363	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.124437	LongGF	ENSBTAG00000013924	ENSBTAG00000000802	18	15	+	+	55952915	42116358	1	unvalidated_caller_evidence	55950546	55952915	4	509	42116358	42116470	510	622	ceed1785-a1b5-494b-a6a1-a997c97e929d	60	494	60	111	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1855480	LongGF	ENSBTAG00000031171	ENSBTAG00000000997	3	10	-	+	57269467	22194970	2	unvalidated_caller_evidence	57269467	57269691	0	207	22194970	22195088	209	326	e02f8fd2-270f-437f-94e1-a54d3acd7d0f	60	200	10	115	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.492409	LongGF	ENSBTAG00000001036	ENSBTAG00000016151	4	19	+	-	68573249	19856045	14	unvalidated_caller_evidence	68564497	68573249	387	710	19855907	19856045	724	859	ae6a8dfe-1116-4c8a-ab5b-56ac2051ad3b	60	317	10	131	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1340194	LongGF	ENSBTAG00000001124	ENSBTAG00000001915	10	19	-	-	99691564	62614061	-1	unvalidated_caller_evidence	99691564	99706618	1	222	62611660	62614061	221	529	0a470e86-315c-4dd1-a4d2-7ccd2ef96643	60	220	60	296	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1791764	LongGF	ENSBTAG00000001254	ENSBTAG00000060636	14	14	+	+	63839846	63892475	6	unvalidated_caller_evidence	63800525	63839846	1	315	63892475	63892666	321	506	d9266423-57d8-44e8-b9ea-665a5ffa2a3b	60	310	60	181	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.389010	LongGF	ENSBTAG00000033137	ENSBTAG00000000526	27	1	+	+	38928671	135823690	-3	unvalidated_caller_evidence	38825517	38928671	1012	1742	135823690	135824421	1739	2448	163e69c8-03b2-418a-ad71-c6ef10f43bf8	60	723	60	701	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1507876	LongGF	ENSBTAG00000006161	ENSBTAG00000003564	4	15	-	+	51704598	46615396	-2	unvalidated_caller_evidence	51704598	51704829	13	242	46615396	46615959	240	686	4680590b-f044-42ee-bb49-95c702e3830e	60	220	60	430	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1474840	LongGF	ENSBTAG00000003564	ENSBTAG00000008840	15	13	+	+	46615406	61138873	-2	unvalidated_caller_evidence	46615149	46615406	8	175	61138873	61146813	173	731	13518abf-797f-43d3-83fa-83a59303bd55	60	166	60	548	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1566432	LongGF	ENSBTAG00000024291	ENSBTAG00000003773	4	4	+	-	92649159	13500254	-3	unvalidated_caller_evidence	92647981	92649159	0	300	13462660	13500254	297	1936	0c95fab3-170d-4290-9db2-b899e2b04d4d	60	296	60	1610	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1420014	LongGF	ENSBTAG00000073770	ENSBTAG00000003898	13	3	-	+	70031575	23560416	-2	unvalidated_caller_evidence	70031575	70032347	4	725	23560416	23560573	723	876	2e531a54-f4ff-441a-bdbc-7c84f2514576	60	714	60	150	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.470454	LongGF	ENSBTAG00000009121	ENSBTAG00000003994	X	4	+	+	8341168	76124041	-2	unvalidated_caller_evidence	8278519	8341168	5	579	76124041	76124833	577	1355	de2a321e-1eee-49d8-b13e-d74c90488298	60	565	60	763	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1497158	LongGF	ENSBTAG00000006920	ENSBTAG00000004175	1	17	-	+	82966274	53470407	-1	unvalidated_caller_evidence	82966274	82968181	0	617	53470407	53470909	616	1029	20c57fda-de83-4a73-8389-d5a4d8909789	60	601	60	407	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.617707	LongGF	ENSBTAG00000018283	ENSBTAG00000004175	22	17	-	+	11583939	53468103	17	unvalidated_caller_evidence	11583939	11588372	9	454	53468103	53470906	471	1064	563f7231-f251-4d82-a451-a608bf518f80	60	434	60	580	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1164330	LongGF	ENSBTAG00000020938	ENSBTAG00000009284	5	5	+	+	36660123	56923186	-3	unvalidated_caller_evidence	36650673	36660123	1	764	56923186	56923309	761	890	7609fa40-04da-4130-8d2a-0906220faeb5	60	752	60	121	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.670874	LongGF	ENSBTAG00000004511	ENSBTAG00000020747	11	11	-	+	104777727	100810965	-4	unvalidated_caller_evidence	104777727	104777974	0	252	100810965	100822241	248	851	ad4574c9-24af-4b81-b9e8-f22f961bbd7b	60	238	60	589	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1241223	LongGF	ENSBTAG00000004840	ENSBTAG00000016149	5	20	-	+	103417387	35138362	-1	unvalidated_caller_evidence	103417387	103418835	0	302	35138362	35143369	301	825	c23473f3-2e99-40c2-8b44-556eed74ad3d	60	297	60	510	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.524725	LongGF	ENSBTAG00000004840	ENSBTAG00000060375	5	8	-	-	103408428	103297839	3	unvalidated_caller_evidence	103408428	103408788	0	351	103296274	103297839	354	752	8f642bc9-73bc-44e3-9924-433effde38da	60	346	60	393	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1143568	LongGF	ENSBTAG00000005122	ENSBTAG00000012065	1	12	-	+	80518928	73158553	11	unvalidated_caller_evidence	80518928	80523452	12	264	73158553	73160528	275	586	281272d6-0c74-4bd6-a985-d8c6b0cc9534	60	246	60	310	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.800681	LongGF	ENSBTAG00000005122	ENSBTAG00000038716	1	16	-	-	80509098	50517037	0	unvalidated_caller_evidence	80509098	80527130	52	866	50516467	50517037	866	1411	a6aff4f2-8382-44c3-9ec4-9fce710244e8	60	790	60	526	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1028297	LongGF	ENSBTAG00000001936	ENSBTAG00000031631	13	16	-	+	58614709	51256823	-7	unvalidated_caller_evidence	58614709	58615129	3	258	51256823	51257855	251	646	c7d0eed8-8126-4376-8e09-775089378281	60	250	60	387	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.668724	LongGF	ENSBTAG00000015047	ENSBTAG00000002030	6	3	-	+	84986388	113723306	3	unvalidated_caller_evidence	84986388	84986686	4	302	113723306	113730889	305	439	ebd6c20a-a567-4009-9f3a-b920871d5c2b	60	288	60	131	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1007937	LongGF	ENSBTAG00000002110	ENSBTAG00000005343	10	15	-	+	10127866	34478198	-3	unvalidated_caller_evidence	10127866	10128010	21	162	34478198	34478359	159	319	6a836df1-e1df-4916-ae8f-61561716a36c	60	139	60	157	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1623532	LongGF	ENSBTAG00000002255	ENSBTAG00000004288	10	23	+	-	10197130	25210431	-4	unvalidated_caller_evidence	10192238	10197130	5	216	25209829	25210431	212	805	5e0ed0f8-aa23-49b2-b2ce-3ae12de666bc	60	207	60	581	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1623844	LongGF	ENSBTAG00000002255	ENSBTAG00000046358	10	14	+	+	10197129	63643102	-3	unvalidated_caller_evidence	10192239	10197129	6	206	63643102	63643542	203	624	07883edd-c859-4871-ac2f-f1f28e30d23f	60	198	60	412	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1411742	LongGF	ENSBTAG00000020308	ENSBTAG00000002796	15	7	+	-	41881357	49217434	2	unvalidated_caller_evidence	41881090	41881357	0	265	49216921	49217434	267	744	ff17c4a3-9de7-4def-80fe-95d6bda9ecb5	7	262	60	466	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.61840	LongGF	ENSBTAG00000002827	ENSBTAG00000019410	9	9	+	-	96042243	40983906	-5	unvalidated_caller_evidence	96033958	96042243	0	455	40983486	40983906	450	865	4a1cad93-5dc4-4a69-99ba-6ab391a1d628	60	447	60	404	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1385186	LongGF	ENSBTAG00000019852	ENSBTAG00000002935	X	25	-	+	123766229	28320578	-3	unvalidated_caller_evidence	123766229	123769148	6	374	28320578	28320716	371	503	e04100ec-3061-44b4-8ff5-7433b305eb12	60	365	60	131	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1121302	LongGF	ENSBTAG00000014075	ENSBTAG00000003152	13	21	-	+	16140397	58744337	10	unvalidated_caller_evidence	16140397	16143047	9	303	58744337	58744447	313	423	fa594a92-04e1-4a21-8285-5027d5d14699	60	289	56	108	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.953480	LongGF	ENSBTAG00000003207	ENSBTAG00000051169	2	2	-	-	25731166	25669260	1	unvalidated_caller_evidence	25731166	25731371	0	196	25661912	25669260	197	524	1276f5bd-70eb-4a83-a507-7599177f4329	60	190	60	317	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1561631	LongGF	ENSBTAG00000003362	ENSBTAG00000016864	5	13	+	+	67601307	67241110	-1	unvalidated_caller_evidence	67600074	67601307	0	231	67241110	67247278	230	755	0a4c7bfc-85fd-4e32-aab1-c08de6e52d91	60	224	60	513	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1504696	LongGF	ENSBTAG00000003362	ENSBTAG00000019368	5	6	+	-	67614730	72408301	10	unvalidated_caller_evidence	67611285	67614730	0	792	72405521	72408301	802	1289	f9fc2804-81ca-43c0-8839-d31b5c9d33c2	60	767	60	479	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1570025	LongGF	ENSBTAG00000003481	ENSBTAG00000032301	14	14	-	-	73279563	73227807	-4	unvalidated_caller_evidence	73279563	73290105	0	247	73226316	73227807	243	979	e119eff2-aaaa-45ba-bebe-83c2679edc3e	60	241	60	716	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.485245	LongGF	ENSBTAG00000002452	ENSBTAG00000031295	17	8	-	+	68930823	101778636	-2	unvalidated_caller_evidence	68930823	68942694	1	596	101778636	101808123	594	1936	cf927888-2978-4d50-81ee-a87f39ff1b58	60	589	60	1322	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.24098	LongGF	ENSBTAG00000020704	ENSBTAG00000057856	4	4	-	-	76475611	76417041	-1	unvalidated_caller_evidence	76475611	76493548	0	251	76415657	76417041	250	1583	96b4ea96-5602-458f-9a1a-209f6c453a75	60	244	60	1313	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1864699	LongGF	ENSBTAG00000060375	ENSBTAG00000020973	8	22	-	+	103297859	47851448	-1	unvalidated_caller_evidence	103297859	103304056	23	422	47851448	47851689	421	664	6424d58a-6971-4af5-b575-2168ba05e59e	60	392	60	232	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.571107	LongGF	ENSBTAG00000021237	ENSBTAG00000065402	23	17	+	+	3522550	72306845	2	unvalidated_caller_evidence	3522406	3522550	0	139	72306845	72307211	141	500	d865e74c-b2f0-4367-babb-3864fa8a2104	60	138	60	346	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.206068	LongGF	ENSBTAG00000021263	ENSBTAG00000034139	27	6	+	+	16266613	25512636	-5	unvalidated_caller_evidence	16264891	16266613	10	1676	25512636	25512896	1671	1922	cba7e308-a65c-4d79-9c90-52043f354633	60	1625	60	244	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1117149	LongGF	ENSBTAG00000043553	ENSBTAG00000021523	7	19	+	-	62292540	42418659	0	unvalidated_caller_evidence	62292395	62292540	0	139	42417950	42418659	139	824	3c69d6a1-c7eb-437e-bdf1-9825b8c4adf6	45	135	60	659	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1854222	LongGF	ENSBTAG00000077085	ENSBTAG00000021744	10	15	-	-	42627564	77250504	-3	unvalidated_caller_evidence	42627564	42629341	0	216	77250378	77250504	213	329	84add9ef-5919-46f5-8990-ed06a6f47e2a	1	213	60	115	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.876002	LongGF	ENSBTAG00000070993	ENSBTAG00000021980	5	5	-	-	83958376	83890779	5	unvalidated_caller_evidence	83958376	84005500	7	523	83871042	83890779	528	2190	06a67882-09ca-4e36-b580-fdded45dec91	60	505	60	1623	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1595368	LongGF	ENSBTAG00000017294	ENSBTAG00000026181	8	3	+	+	103551617	113418899	11	unvalidated_caller_evidence	103550945	103551617	0	284	113418899	113425179	295	1644	a8c30da6-0368-4810-949f-e7b1c7e50a52	60	280	60	1330	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.339842	LongGF	ENSBTAG00000017368	ENSBTAG00000030435	3	2	-	-	103528668	128941703	-2	unvalidated_caller_evidence	103528668	103539446	9	257	128938564	128941703	255	2444	b49b1af3-e457-4879-b4ea-10535da4c045	60	241	60	2127	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1449417	LongGF	ENSBTAG00000022920	ENSBTAG00000017442	X	10	+	-	55325185	4659969	-1	unvalidated_caller_evidence	55324954	55325185	1	236	4659719	4659969	235	484	b8f520f2-0adb-4d6b-bfca-97954cd4f2ce	60	227	60	244	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1321563	LongGF	ENSBTAG00000017722	ENSBTAG00000046633	16	21	-	-	37185900	67530683	9	unvalidated_caller_evidence	37185900	37186047	0	144	67530389	67530683	153	437	608c636b-9048-4a04-b4f5-71b9b8727ceb	60	142	1	284	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.344467	LongGF	ENSBTAG00000018112	ENSBTAG00000073781	X	Y	-	+	133451988	6723256	-4	unvalidated_caller_evidence	133451988	133490277	292	522	6723256	6782461	518	2671	d396ba36-9111-4f6d-a262-c75d99451c05	60	224	1	2103	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1504176	LongGF	ENSBTAG00000056582	ENSBTAG00000018616	16	20	-	-	50992689	16799476	-20	unvalidated_caller_evidence	50992689	50992945	0	262	16791872	16799476	242	885	ffa77c8a-e2ec-4915-9bfc-7c86d97905df	1	250	60	591	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1776392	LongGF	ENSBTAG00000018854	ENSBTAG00000077382	1	5	-	-	3829440	71729182	-4	unvalidated_caller_evidence	3829440	3833280	0	239	71726989	71729182	235	868	eb551846-45a6-44a7-83f9-70c9c27642c1	38	236	60	620	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1286309	LongGF	ENSBTAG00000019091	ENSBTAG00000019093	3	3	-	-	39855914	39795310	-1	unvalidated_caller_evidence	39855914	39883193	0	3176	39784083	39795310	3175	4810	d8b7517f-0bcb-4b92-a98d-4a02665a3492	60	3110	60	1582	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.188387	LongGF	ENSBTAG00000020130	ENSBTAG00000020132	8	8	+	-	1628042	1645909	-1	unvalidated_caller_evidence	1549396	1628042	0	2532	1641322	1645909	2531	3170	c547d12d-4e8e-4c65-bdc6-fc84142cc72c	60	2495	60	633	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1482722	LongGF	ENSBTAG00000020154	ENSBTAG00000020496	3	23	+	+	8372866	33066758	9	unvalidated_caller_evidence	8370498	8372866	0	1100	33066758	33067997	1109	2295	76aac555-c8b5-4ad3-8feb-2b8fcacdaf8f	60	1079	60	1171	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1447539	LongGF	ENSBTAG00000031679	ENSBTAG00000020518	6	16	-	-	102207470	45416062	-7	unvalidated_caller_evidence	102207470	102208733	3	224	45400215	45416062	217	1084	edfe8d25-44bd-4fb9-989f-12c009cdcf0e	60	213	60	848	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1182835	LongGF	ENSBTAG00000020542	ENSBTAG00000026236	3	25	+	-	16086967	36447151	19	unvalidated_caller_evidence	16086676	16086967	0	273	36445809	36447151	292	1021	0400f8a6-78db-4262-9690-06573a21813c	60	267	60	700	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1685834	LongGF	ENSBTAG00000018046	ENSBTAG00000071196	11	11	+	+	60757541	60817769	-2	unvalidated_caller_evidence	60724018	60757541	0	1030	60817769	60817994	1028	1245	f4c46ef8-50fe-4cd8-974d-8fa3ec8cea0b	60	1007	60	213	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.166050	LongGF	ENSBTAG00000046664	ENSBTAG00000047739	12	12	-	-	14798263	14680815	-2	unvalidated_caller_evidence	14798263	14798752	3	488	14678207	14680815	486	1890	f1e2e557-d0fc-4961-80dd-8f3062317aaf	60	473	60	1376	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.776477	LongGF	ENSBTAG00000046819	ENSBTAG00000067062	10	10	+	-	22780655	22300816	4	unvalidated_caller_evidence	22780118	22780655	20	366	22263114	22300816	370	1361	de4d7eeb-8b7a-498e-a678-b8f6e906262c	50	342	60	968	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.822664	LongGF	ENSBTAG00000076416	ENSBTAG00000047621	26	16	+	+	25631506	5148718	3	unvalidated_caller_evidence	25629624	25631506	1	381	5148718	5149822	384	929	3e39aba7-ff77-4dc6-b6ba-7acd998d9d51	60	369	60	529	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.567006	LongGF	ENSBTAG00000048195	ENSBTAG00000047856	1	1	+	+	71249038	71301928	-3	unvalidated_caller_evidence	71232319	71249038	110	526	71301928	71343974	523	3772	cc0ba6c9-4125-4a1f-bbfc-89f77fd8af2e	60	402	60	3160	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.10680	LongGF	ENSBTAG00000057336	ENSBTAG00000066107	3	3	-	-	74120433	73972314	-6	unvalidated_caller_evidence	74120433	74146083	0	262	73971988	73972314	256	568	40e7f6cb-014c-4f91-ad42-497c084c01f0	60	259	60	303	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1675419	LongGF	ENSBTAG00000037533	ENSBTAG00000022395	23	29	-	-	27386525	26441084	-3	unvalidated_caller_evidence	27386525	27386875	3	225	26440284	26441084	222	628	2da48e80-b250-45bc-b2ba-6df0af74db37	11	211	60	395	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1660196	LongGF	ENSBTAG00000059382	ENSBTAG00000067062	10	10	-	-	25209180	22272525	-6	unvalidated_caller_evidence	25209180	25209705	0	329	22263114	22272525	323	1338	539c28d6-37fd-4390-af11-26c387e830c3	60	321	60	1000	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.107403	LongGF	ENSBTAG00000071899	ENSBTAG00000060646	13	13	-	-	41492620	41411668	-2	unvalidated_caller_evidence	41492620	41495282	70	238	41410362	41411668	236	1500	040764dd-61f8-4f2c-9d83-d8c0896f5975	60	166	60	1241	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.305070	LongGF	ENSBTAG00000071089	ENSBTAG00000074354	18	18	-	-	15294760	15179807	-3	unvalidated_caller_evidence	15294760	15304886	0	156	15179083	15179807	153	550	8f7353b7-2568-43b8-9177-caee08d22b62	60	152	60	392	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1410212	LongGF	ENSBTAG00000077423	ENSBTAG00000076312	15	15	-	-	63066740	62977156	4	unvalidated_caller_evidence	63066740	63067015	2	266	62976912	62977156	270	515	e4856249-75e9-4618-a89a-75e2a05da890	60	260	60	240	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.432195	LongGF	ENSBTAG00000058190	ENSBTAG00000023659	15	18	+	-	56192156	24042541	0	unvalidated_caller_evidence	56192018	56192156	12	145	24042369	24042541	145	305	278ff29b-d392-40fc-9491-1426f49947e4	60	131	60	157	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.781690	LongGF	ENSBTAG00000031800	ENSBTAG00000024909	13	19	-	+	54136256	55823631	0	unvalidated_caller_evidence	54136256	54136571	0	296	55823631	55823754	296	418	7eec52b5-88c3-46ba-b9c8-3bcd6be699ba	37	291	13	120	False
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1582024	LongGF	ENSBTAG00000046010	ENSBTAG00000031679	25	6	-	-	37794304	102193457	-1	unvalidated_caller_evidence	37794304	37794523	0	234	102192494	102193457	233	1170	a9124060-1ba3-47ee-8b2a-403b20b77975	60	214	60	915	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.162647	LongGF	ENSBTAG00000072142	ENSBTAG00000033221	10	20	-	+	88236166	31771258	-1	unvalidated_caller_evidence	88236166	88237597	0	1378	31771258	31771440	1377	1554	3f5220cd-8fe3-4905-a2db-6f878092e56a	60	1347	60	176	True
