job_id	peptide_id	protocol_id	seed	junction_coding_nt	split_junction_codon	junction_window_start_1based	junction_window_end_1based	junction_mean_plddt	junction_fraction_plddt_ge70	cross_junction_pae_mean_A	orf_ids	pair_ids
protein_19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a_single_sequence_seed20260919	peptide_19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a	boltz2_2.2.1_single_sequence	20260919	107	True	21	51	43.05785369873047	0.0	16.411949157714844	orf_a569e9d3bd25cdb8642b8ae5f6e5bcb6af4dee35612a5eddff03aaf27fd947e1;orf_de247820cd00aa4d4b3e5f268d690dc8beb6d7bbd474ebf72b80d1ba6d6b6d18	Rac1:Reep5
protein_d9dadae508e1aba65519f0bec221151e33dd065734ac6bd7d657c57034b61154_single_sequence_seed20260919	peptide_d9dadae508e1aba65519f0bec221151e33dd065734ac6bd7d657c57034b61154	boltz2_2.2.1_single_sequence	20260919	78	False	12	41	49.573158264160156	0.0	20.133438110351562	orf_0756a338e8a5694a9d4c45987afd970e1d36375e0c22c31d15ae4e00baa28747;orf_1d59a61ca35a3d06851a99a7c609d3a9396b5f32cf9c54aa5255789f06a69686;orf_a969679ae841148cc07e9ae60d9894c0126c59eb658d29c754418b6bebd92a51	Snd1:Lmf1
protein_b38a46e68fa112ecb3d07b06ff9f3c00cfbcb19b8f9098cd396c99a0030c80ca_single_sequence_seed20260919	peptide_b38a46e68fa112ecb3d07b06ff9f3c00cfbcb19b8f9098cd396c99a0030c80ca	boltz2_2.2.1_single_sequence	20260919	205	True	54	75	39.07966995239258	0.0	19.618621826171875	orf_0803c3a31cb9dccf403fcb525ffbc96a171319b8e337d99b5d06dd73d094d86b;orf_797b42700787ba0bbe5bda6bae6cc269e2dd0bccc877f8d3ebc81343042b5882;orf_d7a70cb2a2631994a41cf66c3e413698dd8a00221c490afdf51cefd4bdd12d5a;orf_eef5a3f2ed34f9c6ca7f1cf34aef1a931d573ca389dc78c7e9715c981dcf4ee0	Zeb2:Gtdc1
protein_70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c_single_sequence_seed20260919	peptide_70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c	boltz2_2.2.1_single_sequence	20260919	107	True	21	51	52.88218307495117	0.0	14.697637557983398	orf_51b51404182da8b2f20b1f2c3ca9a838d6a0beef75a1b9278e69212b38d8dddd;orf_5f384acce3ab13cc4e399c7e7488f5c6ff675d755fa3badc3669dcde5de72bef	Rac1:Reep5
protein_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4_single_sequence_seed20260919	peptide_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4	boltz2_2.2.1_single_sequence	20260919	430	True	129	159	42.45174026489258	0.03225806451612903	17.193523406982422	orf_7a24b59507deaf1c5e3402ee891afab31ce21fb789451c2c8b8b0b9910c33df6;orf_c1a409e9ff260da266278a56d5d955912e6d037910d08a1ed9a683956ec83adb	Psmb1:Nmt2
protein_d12ded276778cca561f61708455f059a1bccb3f6e5b75d6ea02f274ab7b9a20d_single_sequence_seed20260919	peptide_d12ded276778cca561f61708455f059a1bccb3f6e5b75d6ea02f274ab7b9a20d	boltz2_2.2.1_single_sequence	20260919	334	True	97	127	31.69643783569336	0.0	21.92298126220703	orf_291d11a55b5b8e47edd583934eb5ab0a21e36e7dd5893e1d1c966b8a63dd0329;orf_43331dc36ac46aeaeeceaf73bf4202b517d0b6dd56e2e3453aef51059a035cc8;orf_76426c0f14c0fc50b017c9d1da6de1d10888b68cabf5953e4a861b248974dc09;orf_e867e36ad1034108092fe6f03eab5ff5042ef1b2b696ddf33dcde67f4096560f;orf_ec897f8f634f9e534c1bcbf7abf85f047fa678fd21a9f9245ba860b0d23ca121;orf_f67b2bce75d253c08274779c15e9210f146cbcdffe885e78b5d4eaa78bb991eb	Slc16a10:Tpd52
protein_bcd139b19630cb31f3a89703fedd00936138336ed28e45f87045ef3f8222c90c_single_sequence_seed20260919	peptide_bcd139b19630cb31f3a89703fedd00936138336ed28e45f87045ef3f8222c90c	boltz2_2.2.1_single_sequence	20260919	394	True	117	147	43.429039001464844	0.0	9.232973098754883	orf_9159f523a21f270124bb5e55d7b0619f5e7131055d46976bdde5bb1d33edb2a1;orf_e3c3484dacac8dae4f2bc9a8b74c8ab6f221dfc135585319db61d15eb677f4c0	Asph:Rab2a
protein_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54_single_sequence_seed20260919	peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	boltz2_2.2.1_single_sequence	20260919	346	True	101	131	32.77978515625	0.0	23.35135841369629	orf_745e13095101e29c877072c1479e907ca6d98654e1563fe36fa46914def6a1a5;orf_92f9672c81ba0eb92441c40c56e1f16e61af25ea6dc594790a9bc3843a374230;orf_a5a4d9669b379d18f26442b9f9f1efe67877ca5b19d9ada8ee6c01f8d3651ec4;orf_e51ad483566291b1d3807e12cd3cb5fa2db9e6f4b314df6208bd885563031334	Pphln1:Phf20l1
protein_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee_single_sequence_seed20260919	peptide_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	boltz2_2.2.1_single_sequence	20260919	1677	False	545	574	32.59968185424805	0.0	15.443784713745117	orf_1f6052678f4847299544c3da7c1bc96efe75ce7d56372ac4b2ae9194d60664fc	Rb1:Itm2b
protein_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a_single_sequence_seed20260919	peptide_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a	boltz2_2.2.1_single_sequence	20260919	4878	False	1612	1641	34.74668502807617	0.0	21.877538681030273	orf_572f55568c065e8e0f54c9b56db49fa01b2f2d0a95bbc562cef417a36a4f5710;orf_ca774285e0ef1115b660924510181310fe191466a33dbbd7dca3aa3365d0cfb5;orf_eb234fc38b4fd912ffeb4e3ee38c064d7099c5abd20a55a389d7592323a5d996	Cacna1d:Ninj1
protein_fa6506540deb5226f196b5e2c3dc3fd6a10972fec505231d4d43a33b7e157c2a_single_sequence_seed20260919	peptide_fa6506540deb5226f196b5e2c3dc3fd6a10972fec505231d4d43a33b7e157c2a	boltz2_2.2.1_single_sequence	20260919	553	True	170	200	31.511064529418945	0.0	24.314970016479492	orf_3322b66cca49066f891cd104202a71b386ed3e550088ad62cf5124ce68c5d6f0;orf_3b8891dd2920d50e67fc79ca136b46ee2b1c98af810041eb7f75f8bfc279b06b;orf_d0e4953c630c612bf4a379e99c3596f3b8e575d5d373b168edd44e4f398757b3	Pphln1:Phf20l1
protein_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c_single_sequence_seed20260920	peptide_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c	boltz2_2.2.1_single_sequence	20260920	126	False	28	47	58.10334014892578	0.2	8.046679496765137	orf_21f0722d79774b94a1a42a8ba998b25aaa10f01f06a9cfbd1b30eb01db64d8ac;orf_44b279b4c8a6722e868cc340ba364c38a304598a0025abba80a9930b98fbf773;orf_94b287595d9354397ed2244ed9c9181c280fc29085555476dad5d15d29563572;orf_c6447545049b6c6c64c5d1a846dd25724695d8879d4edfa22e0aabfd8a9c5b4c;orf_d3fcac55e59faee40dcc14ab424c65f4f89dca235b662ce548ba02165a392342;orf_dfde784e65b9662c6be9ed84503a7288f451d7d0e4d6df9dd964ba53d29406f5	Snrpd3:Ankrd40
protein_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c_single_sequence_seed20260921	peptide_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c	boltz2_2.2.1_single_sequence	20260921	126	False	28	47	62.22174835205078	0.2	10.51417350769043	orf_21f0722d79774b94a1a42a8ba998b25aaa10f01f06a9cfbd1b30eb01db64d8ac;orf_44b279b4c8a6722e868cc340ba364c38a304598a0025abba80a9930b98fbf773;orf_94b287595d9354397ed2244ed9c9181c280fc29085555476dad5d15d29563572;orf_c6447545049b6c6c64c5d1a846dd25724695d8879d4edfa22e0aabfd8a9c5b4c;orf_d3fcac55e59faee40dcc14ab424c65f4f89dca235b662ce548ba02165a392342;orf_dfde784e65b9662c6be9ed84503a7288f451d7d0e4d6df9dd964ba53d29406f5	Snrpd3:Ankrd40
protein_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e_single_sequence_seed20260920	peptide_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	boltz2_2.2.1_single_sequence	20260920	251	True	69	99	58.987728118896484	0.03225806451612903	5.3975396156311035	orf_0d70cce67e44e4489c7aa990bb5726c53d5b5adf33323a5adfe61f8d72116702;orf_34a9f7bf58ae51ac820a412da3be7cbbf995f0f53aba46732c6994feed0bf0aa;orf_4af4304437e32195c439569e0a121f0a42b9247bcc199cdceae521101db7e01e;orf_74e992bb54560714bd8c24c91f2080f39b9a4b2fcb11d70d96839aeb4dfc3926;orf_75f15cb48bdf3827b27e65d45f960d32f7879a5cf25472cf902fa74fa0b73761;orf_84aafc605a5b32eb71da0420b1412ca95aa35280bf3264ec017fe9b4ea60531a;orf_aa70935af1d2ef32935929ca54ea20d64a52f6f9d0c729e5a457daee6b0d63ea;orf_ca46d7c72ae4db058055e49dda40c012bd07daf7a43074947e04bd02d7f51442	Chchd3:1810058I24Rik
protein_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e_single_sequence_seed20260921	peptide_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	boltz2_2.2.1_single_sequence	20260921	251	True	69	99	58.51194381713867	0.0967741935483871	6.342524528503418	orf_0d70cce67e44e4489c7aa990bb5726c53d5b5adf33323a5adfe61f8d72116702;orf_34a9f7bf58ae51ac820a412da3be7cbbf995f0f53aba46732c6994feed0bf0aa;orf_4af4304437e32195c439569e0a121f0a42b9247bcc199cdceae521101db7e01e;orf_74e992bb54560714bd8c24c91f2080f39b9a4b2fcb11d70d96839aeb4dfc3926;orf_75f15cb48bdf3827b27e65d45f960d32f7879a5cf25472cf902fa74fa0b73761;orf_84aafc605a5b32eb71da0420b1412ca95aa35280bf3264ec017fe9b4ea60531a;orf_aa70935af1d2ef32935929ca54ea20d64a52f6f9d0c729e5a457daee6b0d63ea;orf_ca46d7c72ae4db058055e49dda40c012bd07daf7a43074947e04bd02d7f51442	Chchd3:1810058I24Rik
protein_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df_single_sequence_seed20260920	peptide_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df	boltz2_2.2.1_single_sequence	20260920	72	False	10	32	89.38658142089844	0.9565217391304348	4.326920986175537	orf_05861232c740589364e865dd3e53c279021f0d94384fd3d25799fd1124e6999d;orf_e05808312495bbaa2ebbd722e5aa9883fd40151150762ab5f1240c625f1210b1	Mtpn:Rab9
protein_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df_single_sequence_seed20260921	peptide_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df	boltz2_2.2.1_single_sequence	20260921	72	False	10	32	91.00428771972656	1.0	3.754657745361328	orf_05861232c740589364e865dd3e53c279021f0d94384fd3d25799fd1124e6999d;orf_e05808312495bbaa2ebbd722e5aa9883fd40151150762ab5f1240c625f1210b1	Mtpn:Rab9
protein_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc_single_sequence_seed20260920	peptide_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	boltz2_2.2.1_single_sequence	20260920	186	False	48	77	56.05524826049805	0.06666666666666667	12.288661003112793	orf_13ddca2f1382dbb743b5d594a829c338c0f864a569bc63609037a11415649533;orf_1b4ccf6df695497ef67605fdd28db04770432f10fbac6ddb1499ab7654133b32;orf_2061de57c349c29f4aad9f226dd3900897b096eb6cf7869d5449e1b8ed2f286a;orf_73589651e47d322b163727a4f75aa37918549ba174fb6652b8fe72c28bec58cd;orf_7c43a106ef5d91d762d1276291ea1bec7d2d647636ec3bc780c7ec94ce64c549;orf_fd60fabb89206bc43fa4d82668d0d6d0e1c980fda22dec585ab5a8c51422c5f7	Vrk2:Gm20717
protein_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc_single_sequence_seed20260921	peptide_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	boltz2_2.2.1_single_sequence	20260921	186	False	48	77	64.6890869140625	0.3	12.320140838623047	orf_13ddca2f1382dbb743b5d594a829c338c0f864a569bc63609037a11415649533;orf_1b4ccf6df695497ef67605fdd28db04770432f10fbac6ddb1499ab7654133b32;orf_2061de57c349c29f4aad9f226dd3900897b096eb6cf7869d5449e1b8ed2f286a;orf_73589651e47d322b163727a4f75aa37918549ba174fb6652b8fe72c28bec58cd;orf_7c43a106ef5d91d762d1276291ea1bec7d2d647636ec3bc780c7ec94ce64c549;orf_fd60fabb89206bc43fa4d82668d0d6d0e1c980fda22dec585ab5a8c51422c5f7	Vrk2:Gm20717
protein_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace_single_sequence_seed20260920	peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	boltz2_2.2.1_single_sequence	20260920	68	True	8	38	89.23892974853516	1.0	8.567203521728516	orf_045919cf24db8993c0640b757e608072ad697681a3e914e03f346d64d289a0b4;orf_0ee03ae88971746f23c1ff5c65c33d7c01fbed7efebd37ff4084e0d0036d9a23;orf_15e2a47c50db80958315091fde4d6c1460d58dbd9af5f8775676b81e5ba78375;orf_1f2c4de3279ad378c8c1a9cc126788ae3a582e42aa379f8a6d72a7e857e2ae09;orf_261ce6b53a8270f7a0c16c899e4215a81baed4901c68b51fb11519aaa83d22b6;orf_2a3674d8f0113b24af2f1dc3fdeaed9c49d687ee3148ee4555c71b6c228a79bb;orf_2e65bc507214e5b15dc5f25d579e70abdbb3e8fecd0e9aeaab5181e5b64dd9c5;orf_396544ace2de20b76e8c7680847eac3cfab8ff3d8d131253192426cb1484a698;orf_3bf10d1ab0effbadc4f630092ba6c90880a91de719cd8c2fa44450f8119d12fc;orf_4b74dfdffba3516dc75e8b4d81798a243aaf3ef829a467c208ea1c2fb2e85ed5;orf_4bc94ed76ac06be846f088a727d0bcc8f7eb6ebb5039a582e64c7a9f2fd9b147;orf_5726f23f56665a04389cf973d50e90bb2c0c07c0c077969ebaaf65a950d73931;orf_59734bd7a9f9a6bce29a9afa47c84e6d1ada2e49676428f793354726e3b7c757;orf_5d0912bd42f98728084f52d26d6b416f94f764476d790c51c764b07acefe51a7;orf_6f82d674c06c9e0422ff7287b24aaa5c79152f754850e6948c8c321934a108d9;orf_7dd748c51a286530abe17b458a4aad7e9dbb7c20ba019135c0e6edc49dccbe56;orf_7e4dee2ae89eb55d0434ef15655cd7c3c6c90173b718e887d2f785d4862f1b5b;orf_838c63ebe210c6ec351d43ceb1642d8f663b4aef0318895159c4c0e3b00c8176;orf_869c8ffc9c583e52052b960c3a21a46c70cd66c34c05dff9b410167f86d08eef;orf_95393afd98dd69c707faab8c7420a3699b8a9582007387db9607b0d544678a53;orf_9974b664a60e77fcb9d05357c627d3642d404d1651b090f2728f99e86613600d;orf_9ff92af2637010e4a973809a8453cb6591bf5253a218b73fb8691064dda1d367;orf_a0afc186d551149fe3aadb9d4f070c32e4f4cc192a716a4b0d0247ed3a85012d;orf_a37f4863e34dd5966a1acba90e135d7623f4b1006f73fc0ff058506cf8971743;orf_ada27386fd7817425c5b5697ba1d4e7279d87a1c78268981eb789430d70692d5;orf_ce4cb9d143d22fdc01b4aac598875f0e17a197c9a0d904f3b75140ce94808102;orf_d6b71088a1c9fa27c26bdb7045c13d129ba044f1ca711f9c2da2c9f6f453fa56;orf_e26f88e18dbff588f982850702b3f08d83d95ef12e2be6f97ec3db05e0e0af7f;orf_e4f805ef9530d9718ca51b9f6ff04198bc8c59dc78eb56e5fbefcb672ea5c2a8;orf_e968e4cba4333d0c60a835a824607f055cbbf653ee0a3e6f24c20c0eaa914f01;orf_f20a040096c6178604c193c1405927c5bad94944228a1758c8a9b06bbcabcf11;orf_f28f0b78c960eb4fca17f3f0455f129c21702fbe3558e31b4a2a33af66aef75a;orf_f2b36dae5e30804fb13c8f9de1367da5ba3ecd39e83b475a1bf3b7bcea55e376;orf_f5b58ccf1ea29d635dcf52f59ce20d8c8885e6a9a6f5098b210385c7e4b63ad0;orf_fbb6c057f1a26022a903012d7711a9653790eb0534dc82b344ebd5f37bf7c6e0	Zc3h7a:Ppp4r1
protein_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace_single_sequence_seed20260921	peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	boltz2_2.2.1_single_sequence	20260921	68	True	8	38	88.242431640625	1.0	7.938981533050537	orf_045919cf24db8993c0640b757e608072ad697681a3e914e03f346d64d289a0b4;orf_0ee03ae88971746f23c1ff5c65c33d7c01fbed7efebd37ff4084e0d0036d9a23;orf_15e2a47c50db80958315091fde4d6c1460d58dbd9af5f8775676b81e5ba78375;orf_1f2c4de3279ad378c8c1a9cc126788ae3a582e42aa379f8a6d72a7e857e2ae09;orf_261ce6b53a8270f7a0c16c899e4215a81baed4901c68b51fb11519aaa83d22b6;orf_2a3674d8f0113b24af2f1dc3fdeaed9c49d687ee3148ee4555c71b6c228a79bb;orf_2e65bc507214e5b15dc5f25d579e70abdbb3e8fecd0e9aeaab5181e5b64dd9c5;orf_396544ace2de20b76e8c7680847eac3cfab8ff3d8d131253192426cb1484a698;orf_3bf10d1ab0effbadc4f630092ba6c90880a91de719cd8c2fa44450f8119d12fc;orf_4b74dfdffba3516dc75e8b4d81798a243aaf3ef829a467c208ea1c2fb2e85ed5;orf_4bc94ed76ac06be846f088a727d0bcc8f7eb6ebb5039a582e64c7a9f2fd9b147;orf_5726f23f56665a04389cf973d50e90bb2c0c07c0c077969ebaaf65a950d73931;orf_59734bd7a9f9a6bce29a9afa47c84e6d1ada2e49676428f793354726e3b7c757;orf_5d0912bd42f98728084f52d26d6b416f94f764476d790c51c764b07acefe51a7;orf_6f82d674c06c9e0422ff7287b24aaa5c79152f754850e6948c8c321934a108d9;orf_7dd748c51a286530abe17b458a4aad7e9dbb7c20ba019135c0e6edc49dccbe56;orf_7e4dee2ae89eb55d0434ef15655cd7c3c6c90173b718e887d2f785d4862f1b5b;orf_838c63ebe210c6ec351d43ceb1642d8f663b4aef0318895159c4c0e3b00c8176;orf_869c8ffc9c583e52052b960c3a21a46c70cd66c34c05dff9b410167f86d08eef;orf_95393afd98dd69c707faab8c7420a3699b8a9582007387db9607b0d544678a53;orf_9974b664a60e77fcb9d05357c627d3642d404d1651b090f2728f99e86613600d;orf_9ff92af2637010e4a973809a8453cb6591bf5253a218b73fb8691064dda1d367;orf_a0afc186d551149fe3aadb9d4f070c32e4f4cc192a716a4b0d0247ed3a85012d;orf_a37f4863e34dd5966a1acba90e135d7623f4b1006f73fc0ff058506cf8971743;orf_ada27386fd7817425c5b5697ba1d4e7279d87a1c78268981eb789430d70692d5;orf_ce4cb9d143d22fdc01b4aac598875f0e17a197c9a0d904f3b75140ce94808102;orf_d6b71088a1c9fa27c26bdb7045c13d129ba044f1ca711f9c2da2c9f6f453fa56;orf_e26f88e18dbff588f982850702b3f08d83d95ef12e2be6f97ec3db05e0e0af7f;orf_e4f805ef9530d9718ca51b9f6ff04198bc8c59dc78eb56e5fbefcb672ea5c2a8;orf_e968e4cba4333d0c60a835a824607f055cbbf653ee0a3e6f24c20c0eaa914f01;orf_f20a040096c6178604c193c1405927c5bad94944228a1758c8a9b06bbcabcf11;orf_f28f0b78c960eb4fca17f3f0455f129c21702fbe3558e31b4a2a33af66aef75a;orf_f2b36dae5e30804fb13c8f9de1367da5ba3ecd39e83b475a1bf3b7bcea55e376;orf_f5b58ccf1ea29d635dcf52f59ce20d8c8885e6a9a6f5098b210385c7e4b63ad0;orf_fbb6c057f1a26022a903012d7711a9653790eb0534dc82b344ebd5f37bf7c6e0	Zc3h7a:Ppp4r1
protein_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176_single_sequence_seed20260920	peptide_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176	boltz2_2.2.1_single_sequence	20260920	844	True	267	297	56.3242073059082	0.06451612903225806	9.276195526123047	orf_27ba0e253160652e6df41bc113a17e84575ba99d2c0e9620b32b4bd4b963bad5	Psmc2:Pmpcb
protein_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176_single_sequence_seed20260921	peptide_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176	boltz2_2.2.1_single_sequence	20260921	844	True	267	297	51.80403518676758	0.06451612903225806	12.57482624053955	orf_27ba0e253160652e6df41bc113a17e84575ba99d2c0e9620b32b4bd4b963bad5	Psmc2:Pmpcb
protein_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54_single_sequence_seed20260920	peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	boltz2_2.2.1_single_sequence	20260920	346	True	101	131	32.91035079956055	0.0	22.934917449951172	orf_745e13095101e29c877072c1479e907ca6d98654e1563fe36fa46914def6a1a5;orf_92f9672c81ba0eb92441c40c56e1f16e61af25ea6dc594790a9bc3843a374230;orf_a5a4d9669b379d18f26442b9f9f1efe67877ca5b19d9ada8ee6c01f8d3651ec4;orf_e51ad483566291b1d3807e12cd3cb5fa2db9e6f4b314df6208bd885563031334	Pphln1:Phf20l1
protein_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54_single_sequence_seed20260921	peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	boltz2_2.2.1_single_sequence	20260921	346	True	101	131	31.720264434814453	0.0	24.445016860961914	orf_745e13095101e29c877072c1479e907ca6d98654e1563fe36fa46914def6a1a5;orf_92f9672c81ba0eb92441c40c56e1f16e61af25ea6dc594790a9bc3843a374230;orf_a5a4d9669b379d18f26442b9f9f1efe67877ca5b19d9ada8ee6c01f8d3651ec4;orf_e51ad483566291b1d3807e12cd3cb5fa2db9e6f4b314df6208bd885563031334	Pphln1:Phf20l1
protein_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa_single_sequence_seed20260920	peptide_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	boltz2_2.2.1_single_sequence	20260920	220	True	59	89	45.89006423950195	0.0	20.60558319091797	orf_54cd746fdd6c2d7ad1722acf8a131da0e13c3c575c6797456cc45d7b281e933b;orf_56a2b7cf0a8d8f48ac7bc0e88cb0837b45d343eb61ee2ae177f6d32daedc231e;orf_72aa4aa9c7dc2940458fed952a5c2fe8c582d5fc93f955e8d1694feb835abdfb;orf_793102b0f2fa96e0aea1c967efe71293a8dc59a9a8ec2bc3018c1221696ab570;orf_79b936c73f20a7520dfd9238b31ebd33ee54a0bd0166019a540dcb9ffe53d30d;orf_83ccc490a3f531d466e63ae4d0a9bbb22188d685cb62240d2535eb5e89646d66;orf_cd742926d553caf089c8ac933bf8bbdd7ca88ff1bf0562327bd16d8be4112418;orf_e5993add2e0661cc2e675829b5bd0cb897102ee31f6141d212fd9ca8e6a79426	Gsdmd:Tmem106a
protein_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa_single_sequence_seed20260921	peptide_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	boltz2_2.2.1_single_sequence	20260921	220	True	59	89	45.98196792602539	0.0	19.0434513092041	orf_54cd746fdd6c2d7ad1722acf8a131da0e13c3c575c6797456cc45d7b281e933b;orf_56a2b7cf0a8d8f48ac7bc0e88cb0837b45d343eb61ee2ae177f6d32daedc231e;orf_72aa4aa9c7dc2940458fed952a5c2fe8c582d5fc93f955e8d1694feb835abdfb;orf_793102b0f2fa96e0aea1c967efe71293a8dc59a9a8ec2bc3018c1221696ab570;orf_79b936c73f20a7520dfd9238b31ebd33ee54a0bd0166019a540dcb9ffe53d30d;orf_83ccc490a3f531d466e63ae4d0a9bbb22188d685cb62240d2535eb5e89646d66;orf_cd742926d553caf089c8ac933bf8bbdd7ca88ff1bf0562327bd16d8be4112418;orf_e5993add2e0661cc2e675829b5bd0cb897102ee31f6141d212fd9ca8e6a79426	Gsdmd:Tmem106a
