job_id	peptide_id	sequence_sha256	protocol_id	role	seed	job_status	analysis_status	reason	pfam_span_count	qualified_domain_count	qualified_residue_union_fraction
protein_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc_single_sequence_seed20260920	peptide_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	boltz2_2.2.1_single_sequence	sensitivity	20260920	verified	not_in_first_pass_diversity	additional_seed_kept_for_robustness_not_independent_diversity_unit	0	0	0
protein_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc_single_sequence_seed20260921	peptide_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	boltz2_2.2.1_single_sequence	sensitivity	20260921	verified	not_in_first_pass_diversity	additional_seed_kept_for_robustness_not_independent_diversity_unit	0	0	0
protein_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96_single_sequence_seed20260919	peptide_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
protein_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54_single_sequence_seed20260919	peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54_single_sequence_seed20260920	peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	boltz2_2.2.1_single_sequence	sensitivity	20260920	verified	not_in_first_pass_diversity	additional_seed_kept_for_robustness_not_independent_diversity_unit	0	0	0
protein_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54_single_sequence_seed20260921	peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	boltz2_2.2.1_single_sequence	sensitivity	20260921	verified	not_in_first_pass_diversity	additional_seed_kept_for_robustness_not_independent_diversity_unit	0	0	0
protein_345129754ff0ccc173929ddf22b27736775c4329d5023cd85485e4a3b98d6af1_single_sequence_seed20260919	control_345129754ff0ccc173929ddf22b27736775c4329d5023cd85485e4a3b98d6af1	345129754ff0ccc173929ddf22b27736775c4329d5023cd85485e4a3b98d6af1	boltz2_2.2.1_single_sequence	control	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b_single_sequence_seed20260919	peptide_3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b	3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_no_Pfam_GA_span		0	0	0.0
protein_3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53_single_sequence_seed20260919	peptide_3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53	3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_no_Pfam_GA_span		0	0	0.0
protein_3efb26690c36c414062c23d0c47a34fbb57d8f10f8edf672769c2cddb8218cfa_single_sequence_seed20260919	peptide_3efb26690c36c414062c23d0c47a34fbb57d8f10f8edf672769c2cddb8218cfa	3efb26690c36c414062c23d0c47a34fbb57d8f10f8edf672769c2cddb8218cfa	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_no_Pfam_GA_span		0	0	0.0
protein_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a_single_sequence_seed20260919	control_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	boltz2_2.2.1_single_sequence	control	20260919	verified	qualified_domain_available		6	2	0.8287292817679558
protein_5e0a55ceea7aa5596a1130b2f7a693b8a52acf6bf2ac12e69951ade5c9fb2d52_single_sequence_seed20260919	peptide_5e0a55ceea7aa5596a1130b2f7a693b8a52acf6bf2ac12e69951ade5c9fb2d52	5e0a55ceea7aa5596a1130b2f7a693b8a52acf6bf2ac12e69951ade5c9fb2d52	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_61a6c306c0a882793e9a0eb0f38e9dffb4ad15d1ae413e718969b8f43c6e86e4_single_sequence_seed20260919	control_61a6c306c0a882793e9a0eb0f38e9dffb4ad15d1ae413e718969b8f43c6e86e4	61a6c306c0a882793e9a0eb0f38e9dffb4ad15d1ae413e718969b8f43c6e86e4	boltz2_2.2.1_single_sequence	control	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06_single_sequence_seed20260919	peptide_61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06	61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
protein_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4_single_sequence_seed20260919	peptide_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4	6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_6de3b695e6fb7625fb0b645afd1d9dbcedf1ea280f2faf93d7ebafbd589a09ef_single_sequence_seed20260919	peptide_6de3b695e6fb7625fb0b645afd1d9dbcedf1ea280f2faf93d7ebafbd589a09ef	6de3b695e6fb7625fb0b645afd1d9dbcedf1ea280f2faf93d7ebafbd589a09ef	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
protein_70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c_single_sequence_seed20260919	peptide_70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c	70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
protein_7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419_single_sequence_seed20260919	peptide_7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419	7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		3	0	0.0
protein_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18_single_sequence_seed20260919	peptide_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18	74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace_single_sequence_seed20260919	peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_no_Pfam_GA_span		0	0	0.0
protein_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace_single_sequence_seed20260920	peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	boltz2_2.2.1_single_sequence	sensitivity	20260920	verified	not_in_first_pass_diversity	additional_seed_kept_for_robustness_not_independent_diversity_unit	0	0	0
protein_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace_single_sequence_seed20260921	peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	boltz2_2.2.1_single_sequence	sensitivity	20260921	verified	not_in_first_pass_diversity	additional_seed_kept_for_robustness_not_independent_diversity_unit	0	0	0
protein_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a_single_sequence_seed20260919	peptide_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a	7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	qualified_domain_available		7	4	0.6351108448172559
protein_7c620433a33c479bd09812150c15d2e0accd796c3cd40b057543080302fe009b_single_sequence_seed20260919	peptide_7c620433a33c479bd09812150c15d2e0accd796c3cd40b057543080302fe009b	7c620433a33c479bd09812150c15d2e0accd796c3cd40b057543080302fe009b	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_no_Pfam_GA_span		0	0	0.0
protein_8500b17b3f5cc9f4deaed97ff0ad19025d5d94095c67bb9c969910558b69f1f8_single_sequence_seed20260919	control_8500b17b3f5cc9f4deaed97ff0ad19025d5d94095c67bb9c969910558b69f1f8	8500b17b3f5cc9f4deaed97ff0ad19025d5d94095c67bb9c969910558b69f1f8	boltz2_2.2.1_single_sequence	control	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
protein_899325e73395c7c25bfb100e110524886b8177bae90a0ab97604b66f4b77da1e_single_sequence_seed20260919	peptide_899325e73395c7c25bfb100e110524886b8177bae90a0ab97604b66f4b77da1e	899325e73395c7c25bfb100e110524886b8177bae90a0ab97604b66f4b77da1e	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_no_Pfam_GA_span		0	0	0.0
protein_91b6c2354036f74992cb5f2520a3614bb2b0ecc3feab662dbb7e791accc4b3b7_single_sequence_seed20260919	peptide_91b6c2354036f74992cb5f2520a3614bb2b0ecc3feab662dbb7e791accc4b3b7	91b6c2354036f74992cb5f2520a3614bb2b0ecc3feab662dbb7e791accc4b3b7	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
protein_9a99577ea77e93a51bb896132001fac6caa242ee517a62995ddef9d39a72f54a_single_sequence_seed20260919	peptide_9a99577ea77e93a51bb896132001fac6caa242ee517a62995ddef9d39a72f54a	9a99577ea77e93a51bb896132001fac6caa242ee517a62995ddef9d39a72f54a	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		9	0	0.0
protein_b0d22e27937167cce8168e89f2f47683b4ada96ad48b9ebb22e347b9e99abcb8_single_sequence_seed20260919	peptide_b0d22e27937167cce8168e89f2f47683b4ada96ad48b9ebb22e347b9e99abcb8	b0d22e27937167cce8168e89f2f47683b4ada96ad48b9ebb22e347b9e99abcb8	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
protein_b38a46e68fa112ecb3d07b06ff9f3c00cfbcb19b8f9098cd396c99a0030c80ca_single_sequence_seed20260919	peptide_b38a46e68fa112ecb3d07b06ff9f3c00cfbcb19b8f9098cd396c99a0030c80ca	b38a46e68fa112ecb3d07b06ff9f3c00cfbcb19b8f9098cd396c99a0030c80ca	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_no_Pfam_GA_span		0	0	0.0
protein_b537f99b45ff96dfbe025055a4ef53a4d336495d89f7355a3e01399abae3638e_single_sequence_seed20260919	peptide_b537f99b45ff96dfbe025055a4ef53a4d336495d89f7355a3e01399abae3638e	b537f99b45ff96dfbe025055a4ef53a4d336495d89f7355a3e01399abae3638e	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_bcd139b19630cb31f3a89703fedd00936138336ed28e45f87045ef3f8222c90c_single_sequence_seed20260919	peptide_bcd139b19630cb31f3a89703fedd00936138336ed28e45f87045ef3f8222c90c	bcd139b19630cb31f3a89703fedd00936138336ed28e45f87045ef3f8222c90c	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		4	0	0.0
protein_c4c915da39d6ec74952059215262a9989ad6435c495f79363d36b565c91f216d_single_sequence_seed20260919	control_c4c915da39d6ec74952059215262a9989ad6435c495f79363d36b565c91f216d	c4c915da39d6ec74952059215262a9989ad6435c495f79363d36b565c91f216d	boltz2_2.2.1_single_sequence	control	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_ca2772f82b0e861861636ddd31697e08475ddd2b2f93467e300b85d3aa0b3c75_single_sequence_seed20260919	peptide_ca2772f82b0e861861636ddd31697e08475ddd2b2f93467e300b85d3aa0b3c75	ca2772f82b0e861861636ddd31697e08475ddd2b2f93467e300b85d3aa0b3c75	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	qualified_domain_available		8	3	0.12049639711769415
protein_d09ba36d63b4b05b94c1787f8ea186e5b841f5920b3ffb5356533bd95afd68da_single_sequence_seed20260919	peptide_d09ba36d63b4b05b94c1787f8ea186e5b841f5920b3ffb5356533bd95afd68da	d09ba36d63b4b05b94c1787f8ea186e5b841f5920b3ffb5356533bd95afd68da	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
protein_d12ded276778cca561f61708455f059a1bccb3f6e5b75d6ea02f274ab7b9a20d_single_sequence_seed20260919	peptide_d12ded276778cca561f61708455f059a1bccb3f6e5b75d6ea02f274ab7b9a20d	d12ded276778cca561f61708455f059a1bccb3f6e5b75d6ea02f274ab7b9a20d	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_d9dadae508e1aba65519f0bec221151e33dd065734ac6bd7d657c57034b61154_single_sequence_seed20260919	peptide_d9dadae508e1aba65519f0bec221151e33dd065734ac6bd7d657c57034b61154	d9dadae508e1aba65519f0bec221151e33dd065734ac6bd7d657c57034b61154	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_dba94fe4564b656dcb4c88ed9c0af05dfe78a7d6ea0ef18b1c71b29fe58fa0d9_single_sequence_seed20260919	peptide_dba94fe4564b656dcb4c88ed9c0af05dfe78a7d6ea0ef18b1c71b29fe58fa0d9	dba94fe4564b656dcb4c88ed9c0af05dfe78a7d6ea0ef18b1c71b29fe58fa0d9	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
protein_dfb8a2ccde79614b69b3425f8cd6ffcf0f2bddaf437ae76facc8bb7ebdfacb2e_single_sequence_seed20260919	peptide_dfb8a2ccde79614b69b3425f8cd6ffcf0f2bddaf437ae76facc8bb7ebdfacb2e	dfb8a2ccde79614b69b3425f8cd6ffcf0f2bddaf437ae76facc8bb7ebdfacb2e	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_e5af13d33e889258c3c023a666c476f620d82348973f983e518b9779866522d1_single_sequence_seed20260919	peptide_e5af13d33e889258c3c023a666c476f620d82348973f983e518b9779866522d1	e5af13d33e889258c3c023a666c476f620d82348973f983e518b9779866522d1	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_e6bde9e98c0c71a406cda37d339a2829de1ba0ba203b851d67e4082deda858a7_single_sequence_seed20260919	peptide_e6bde9e98c0c71a406cda37d339a2829de1ba0ba203b851d67e4082deda858a7	e6bde9e98c0c71a406cda37d339a2829de1ba0ba203b851d67e4082deda858a7	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		3	0	0.0
protein_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992_single_sequence_seed20260919	peptide_eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992	eaadb81f5c70805626da52cd61e57438d32bf21d9a2d8384477f99624294a992	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_no_Pfam_GA_span		0	0	0.0
protein_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa_single_sequence_seed20260919	peptide_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa_single_sequence_seed20260920	peptide_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	boltz2_2.2.1_single_sequence	sensitivity	20260920	verified	not_in_first_pass_diversity	additional_seed_kept_for_robustness_not_independent_diversity_unit	0	0	0
protein_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa_single_sequence_seed20260921	peptide_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	boltz2_2.2.1_single_sequence	sensitivity	20260921	verified	not_in_first_pass_diversity	additional_seed_kept_for_robustness_not_independent_diversity_unit	0	0	0
protein_f3b157eea4a7b3afed59584e95a707bc05cb7cf6e128952858f1c030fdca8e9f_single_sequence_seed20260919	peptide_f3b157eea4a7b3afed59584e95a707bc05cb7cf6e128952858f1c030fdca8e9f	f3b157eea4a7b3afed59584e95a707bc05cb7cf6e128952858f1c030fdca8e9f	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		1	0	0.0
protein_fa6506540deb5226f196b5e2c3dc3fd6a10972fec505231d4d43a33b7e157c2a_single_sequence_seed20260919	peptide_fa6506540deb5226f196b5e2c3dc3fd6a10972fec505231d4d43a33b7e157c2a	fa6506540deb5226f196b5e2c3dc3fd6a10972fec505231d4d43a33b7e157c2a	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
protein_ff641b7f66baa209ff86e50cff70775b9fc1fd0004872ad33a501711d57eaf5e_single_sequence_seed20260919	peptide_ff641b7f66baa209ff86e50cff70775b9fc1fd0004872ad33a501711d57eaf5e	ff641b7f66baa209ff86e50cff70775b9fc1fd0004872ad33a501711d57eaf5e	boltz2_2.2.1_single_sequence	sensitivity	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
protein_ff94800e922179729e86c53f89319115126e45abae0220aa9052e0fb76f532c1_single_sequence_seed20260919	control_ff94800e922179729e86c53f89319115126e45abae0220aa9052e0fb76f532c1	ff94800e922179729e86c53f89319115126e45abae0220aa9052e0fb76f532c1	boltz2_2.2.1_single_sequence	control	20260919	verified	unclassified_failed_domain_confidence_or_length_gate		2	0	0.0
