peptide_id	region	mean_f_idr	min_f_idr	max_f_idr	n_hypotheses
peptide_37ced88ed5be8c8a074c1ff82f0875d9fae0fade8abab4cb6efe0f2fcbb73097	parent_a_canonical	0.21875	0.21875	0.21875	4
peptide_37ced88ed5be8c8a074c1ff82f0875d9fae0fade8abab4cb6efe0f2fcbb73097	parent_b_canonical	0.0	0.0	0.0	4
peptide_37ced88ed5be8c8a074c1ff82f0875d9fae0fade8abab4cb6efe0f2fcbb73097	parent_b_upstream_of_annotated_CDS	0.0	0.0	0.0	4
peptide_3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53	junction_split_codon	0.0	0.0	0.0	8
peptide_3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53	junction_window	0.0	0.0	0.0	8
peptide_3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53	parent_a_canonical	0.4659090909090909	0.4659090909090909	0.4659090909090909	8
peptide_3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53	parent_b_out_of_frame	0.0	0.0	0.0	8
peptide_39c80d227d1b6b4e946adce4be85cef588e0b03a059216ffe8e45cd70776a3f8	junction_split_codon	0.0	0.0	0.0	1
peptide_39c80d227d1b6b4e946adce4be85cef588e0b03a059216ffe8e45cd70776a3f8	junction_window	0.3225806451612903	0.3225806451612903	0.3225806451612903	1
peptide_39c80d227d1b6b4e946adce4be85cef588e0b03a059216ffe8e45cd70776a3f8	parent_a_canonical	0.20930232558139536	0.20930232558139536	0.20930232558139536	1
peptide_39c80d227d1b6b4e946adce4be85cef588e0b03a059216ffe8e45cd70776a3f8	parent_b_out_of_frame	0.9456521739130435	0.9456521739130435	0.9456521739130435	1
peptide_3eea41dc2191758bba2af58f9efccf8e359349d6a85ff027e916d63e125531f4	junction_window	0.0	0.0	0.0	9
peptide_3eea41dc2191758bba2af58f9efccf8e359349d6a85ff027e916d63e125531f4	parent_a_canonical	0.10328638497652583	0.10328638497652583	0.10328638497652583	9
peptide_3eea41dc2191758bba2af58f9efccf8e359349d6a85ff027e916d63e125531f4	parent_b_canonical	0.05818181818181819	0.05818181818181818	0.05818181818181818	9
peptide_3efb26690c36c414062c23d0c47a34fbb57d8f10f8edf672769c2cddb8218cfa	junction_window	0.0	0.0	0.0	4
peptide_3efb26690c36c414062c23d0c47a34fbb57d8f10f8edf672769c2cddb8218cfa	parent_a_canonical	0.22842639593908629	0.22842639593908629	0.22842639593908629	4
peptide_3efb26690c36c414062c23d0c47a34fbb57d8f10f8edf672769c2cddb8218cfa	parent_b_canonical	0.0	0.0	0.0	4
peptide_3fe112080cd703f5864a72a00c8693231209bfbbe44887998c4bb81b1ea3b440	junction_split_codon	1.0	1.0	1.0	4
peptide_3fe112080cd703f5864a72a00c8693231209bfbbe44887998c4bb81b1ea3b440	junction_window	1.0	1.0	1.0	4
peptide_3fe112080cd703f5864a72a00c8693231209bfbbe44887998c4bb81b1ea3b440	parent_a_canonical	1.0	1.0	1.0	4
peptide_3fe112080cd703f5864a72a00c8693231209bfbbe44887998c4bb81b1ea3b440	parent_b_canonical	1.0	1.0	1.0	4
peptide_433070179775f2a51f11608ee7cdba082ebe9d602b558890f9ff511c537698ac	junction_split_codon	0.0	0.0	0.0	1
peptide_433070179775f2a51f11608ee7cdba082ebe9d602b558890f9ff511c537698ac	junction_window	0.0	0.0	0.0	1
peptide_433070179775f2a51f11608ee7cdba082ebe9d602b558890f9ff511c537698ac	parent_a_canonical	0.2043343653250774	0.2043343653250774	0.2043343653250774	1
peptide_433070179775f2a51f11608ee7cdba082ebe9d602b558890f9ff511c537698ac	parent_b_canonical	0.0	0.0	0.0	1
peptide_44e77e98a7056e62ab58c0d6e9bfb595600a4e52033173803b36e6da613738d9	junction_split_codon	0.0	0.0	0.0	2
peptide_44e77e98a7056e62ab58c0d6e9bfb595600a4e52033173803b36e6da613738d9	junction_window	0.0	0.0	0.0	2
peptide_44e77e98a7056e62ab58c0d6e9bfb595600a4e52033173803b36e6da613738d9	parent_a_canonical	0.0	0.0	0.0	2
peptide_44e77e98a7056e62ab58c0d6e9bfb595600a4e52033173803b36e6da613738d9	parent_b_out_of_frame	0.0	0.0	0.0	2
peptide_47fc51d8b4ad674a009f9c5742c21b1c917e7576d90c01ef9e0e2dd1d906f9de	junction_split_codon	0.0	0.0	0.0	1
peptide_47fc51d8b4ad674a009f9c5742c21b1c917e7576d90c01ef9e0e2dd1d906f9de	junction_window	0.12903225806451613	0.12903225806451613	0.12903225806451613	1
peptide_47fc51d8b4ad674a009f9c5742c21b1c917e7576d90c01ef9e0e2dd1d906f9de	parent_a_canonical	0.6764705882352942	0.6764705882352942	0.6764705882352942	1
peptide_47fc51d8b4ad674a009f9c5742c21b1c917e7576d90c01ef9e0e2dd1d906f9de	parent_b_canonical	0.0	0.0	0.0	1
peptide_4b2f98c509cb29c5b53a91dc288beb0f4663e51e40260899718df2cb4b118fbb	junction_split_codon	0.0	0.0	0.0	1
peptide_4b2f98c509cb29c5b53a91dc288beb0f4663e51e40260899718df2cb4b118fbb	junction_window	0.16129032258064516	0.16129032258064516	0.16129032258064516	1
peptide_4b2f98c509cb29c5b53a91dc288beb0f4663e51e40260899718df2cb4b118fbb	parent_a_canonical	0.20930232558139536	0.20930232558139536	0.20930232558139536	1
peptide_4b2f98c509cb29c5b53a91dc288beb0f4663e51e40260899718df2cb4b118fbb	parent_b_unannotated_CDS	0.7777777777777778	0.7777777777777778	0.7777777777777778	1
peptide_4d18fa70af645e46d15fe314ebcce1c4a4d97a8f5efb301e857bc9e15fa34010	junction_window	0.0	0.0	0.0	3
peptide_4d18fa70af645e46d15fe314ebcce1c4a4d97a8f5efb301e857bc9e15fa34010	parent_a_canonical	0.022988505747126436	0.022988505747126436	0.022988505747126436	3
peptide_4d18fa70af645e46d15fe314ebcce1c4a4d97a8f5efb301e857bc9e15fa34010	parent_b_out_of_frame	0.0	0.0	0.0	3
peptide_4d1e29a48689d0211f48794e07c63a0323e19504cc539691619c0ba0dc364723	junction_window	0.0	0.0	0.0	9
peptide_4d1e29a48689d0211f48794e07c63a0323e19504cc539691619c0ba0dc364723	parent_a_canonical	0.09302325581395349	0.09302325581395349	0.09302325581395349	9
peptide_4d1e29a48689d0211f48794e07c63a0323e19504cc539691619c0ba0dc364723	parent_b_canonical	0.0	0.0	0.0	6
peptide_4d1e29a48689d0211f48794e07c63a0323e19504cc539691619c0ba0dc364723	parent_b_unannotated_CDS	0.0	0.0	0.0	3
peptide_4d6b671f67914a092e9a5f3bbea33bd2487c5c33e47d7b3cb6d2e6a0beb9d2f1	junction_window	0.0	0.0	0.0	2
peptide_4d6b671f67914a092e9a5f3bbea33bd2487c5c33e47d7b3cb6d2e6a0beb9d2f1	parent_a_canonical	0.44	0.44	0.44	2
peptide_4d6b671f67914a092e9a5f3bbea33bd2487c5c33e47d7b3cb6d2e6a0beb9d2f1	parent_b_canonical	0.0	0.0	0.0	1
peptide_4d6b671f67914a092e9a5f3bbea33bd2487c5c33e47d7b3cb6d2e6a0beb9d2f1	parent_b_unannotated_CDS	0.0	0.0	0.0	1
peptide_4dbf9f2439301397cc62c56355584e851ad5440d0237c220366059cbd2a7e107	junction_split_codon	0.0	0.0	0.0	1
peptide_4dbf9f2439301397cc62c56355584e851ad5440d0237c220366059cbd2a7e107	junction_window	0.0	0.0	0.0	1
peptide_4dbf9f2439301397cc62c56355584e851ad5440d0237c220366059cbd2a7e107	parent_a_canonical	0.014285714285714285	0.014285714285714285	0.014285714285714285	1
peptide_4dbf9f2439301397cc62c56355584e851ad5440d0237c220366059cbd2a7e107	parent_b_canonical	0.0	0.0	0.0	1
peptide_52c3c3a3a74c40b0b52b57efee49c5c169200cc9ffa5a31ec683837dee43ea18	junction_window	0.43333333333333335	0.43333333333333335	0.43333333333333335	3
peptide_52c3c3a3a74c40b0b52b57efee49c5c169200cc9ffa5a31ec683837dee43ea18	parent_a_canonical	0.923076923076923	0.9230769230769231	0.9230769230769231	3
peptide_52c3c3a3a74c40b0b52b57efee49c5c169200cc9ffa5a31ec683837dee43ea18	parent_b_canonical	0.0	0.0	0.0	3
peptide_558c207f42783b30e5190e4016b2b0146626e7f1370c9f13d1fb075b69e22fb0	junction_split_codon	0.0	0.0	0.0	1
peptide_558c207f42783b30e5190e4016b2b0146626e7f1370c9f13d1fb075b69e22fb0	junction_window	0.0	0.0	0.0	1
peptide_558c207f42783b30e5190e4016b2b0146626e7f1370c9f13d1fb075b69e22fb0	parent_a_canonical	0.18181818181818182	0.18181818181818182	0.18181818181818182	1
peptide_558c207f42783b30e5190e4016b2b0146626e7f1370c9f13d1fb075b69e22fb0	parent_b_canonical	0.5727699530516432	0.5727699530516432	0.5727699530516432	1
peptide_57d0d0dcf6e822977e6241e297a8c01a63b5946f671c050ffb0862f613df07b2	junction_split_codon	1.0	1.0	1.0	5
peptide_57d0d0dcf6e822977e6241e297a8c01a63b5946f671c050ffb0862f613df07b2	junction_window	1.0	1.0	1.0	5
peptide_57d0d0dcf6e822977e6241e297a8c01a63b5946f671c050ffb0862f613df07b2	parent_a_canonical	1.0	1.0	1.0	5
peptide_57d0d0dcf6e822977e6241e297a8c01a63b5946f671c050ffb0862f613df07b2	parent_b_out_of_frame	1.0	1.0	1.0	5
peptide_597d635312bbaecad92397a89da8161ec9f7e058ec824cd5ea5ad11bacfb78f7	junction_split_codon	1.0	1.0	1.0	1
peptide_597d635312bbaecad92397a89da8161ec9f7e058ec824cd5ea5ad11bacfb78f7	junction_window	0.6451612903225806	0.6451612903225806	0.6451612903225806	1
peptide_597d635312bbaecad92397a89da8161ec9f7e058ec824cd5ea5ad11bacfb78f7	parent_a_canonical	0.8085106382978723	0.8085106382978723	0.8085106382978723	1
peptide_597d635312bbaecad92397a89da8161ec9f7e058ec824cd5ea5ad11bacfb78f7	parent_b_unannotated_CDS	0.6423841059602649	0.6423841059602649	0.6423841059602649	1
peptide_5999eb11d67df7e522c505afd90acafbdfe9801630ef60c14a9f5cd4b009d493	junction_window	1.0	1.0	1.0	3
peptide_5999eb11d67df7e522c505afd90acafbdfe9801630ef60c14a9f5cd4b009d493	parent_a_canonical	0.21449970041941283	0.21449970041941283	0.21449970041941283	3
peptide_5999eb11d67df7e522c505afd90acafbdfe9801630ef60c14a9f5cd4b009d493	parent_b_out_of_frame	1.0	1.0	1.0	2
peptide_5999eb11d67df7e522c505afd90acafbdfe9801630ef60c14a9f5cd4b009d493	parent_b_unannotated_CDS	1.0	1.0	1.0	1
peptide_5a234919c79536d3b2fa40752c1be194a577052356662814783fd92907a22081	junction_split_codon	1.0	1.0	1.0	4
peptide_5a234919c79536d3b2fa40752c1be194a577052356662814783fd92907a22081	junction_window	1.0	1.0	1.0	4
peptide_5a234919c79536d3b2fa40752c1be194a577052356662814783fd92907a22081	parent_a_canonical	1.0	1.0	1.0	4
peptide_5a234919c79536d3b2fa40752c1be194a577052356662814783fd92907a22081	parent_b_out_of_frame	1.0	1.0	1.0	2
peptide_5a234919c79536d3b2fa40752c1be194a577052356662814783fd92907a22081	parent_b_unannotated_CDS	1.0	1.0	1.0	2
peptide_5ab5e29857f2cd5da92b5e094e07c40bb5bc57e5337cb74ff8eddf36df1360ea	junction_split_codon	1.0	1.0	1.0	1
peptide_5ab5e29857f2cd5da92b5e094e07c40bb5bc57e5337cb74ff8eddf36df1360ea	junction_window	0.6129032258064516	0.6129032258064516	0.6129032258064516	1
peptide_5ab5e29857f2cd5da92b5e094e07c40bb5bc57e5337cb74ff8eddf36df1360ea	parent_a_canonical	0.4807692307692308	0.4807692307692308	0.4807692307692308	1
peptide_5ab5e29857f2cd5da92b5e094e07c40bb5bc57e5337cb74ff8eddf36df1360ea	parent_b_out_of_frame	0.0625	0.0625	0.0625	1
peptide_5b820602d0913021ac12d92f0fc7c2366f7be431a2c151cfe72ac60156f69222	junction_window	0.0	0.0	0.0	1
peptide_5b820602d0913021ac12d92f0fc7c2366f7be431a2c151cfe72ac60156f69222	parent_a_canonical	0.0	0.0	0.0	1
peptide_5b820602d0913021ac12d92f0fc7c2366f7be431a2c151cfe72ac60156f69222	parent_b_unannotated_CDS	0.06766917293233082	0.06766917293233082	0.06766917293233082	1
peptide_5c21ae184feb65c1e843decba2484c105c32fad251b9076e518b980cedb5e364	junction_window	0.0	0.0	0.0	2
peptide_5c21ae184feb65c1e843decba2484c105c32fad251b9076e518b980cedb5e364	parent_a_canonical	0.0	0.0	0.0	2
peptide_5c21ae184feb65c1e843decba2484c105c32fad251b9076e518b980cedb5e364	parent_b_canonical	0.0	0.0	0.0	2
peptide_5e0a55ceea7aa5596a1130b2f7a693b8a52acf6bf2ac12e69951ade5c9fb2d52	junction_window	1.0	1.0	1.0	6
peptide_5e0a55ceea7aa5596a1130b2f7a693b8a52acf6bf2ac12e69951ade5c9fb2d52	parent_a_canonical	1.0	1.0	1.0	6
peptide_5e0a55ceea7aa5596a1130b2f7a693b8a52acf6bf2ac12e69951ade5c9fb2d52	parent_b_out_of_frame	1.0	1.0	1.0	6
peptide_5fd8a3582535ef3ad429d94d60715365c727b6e884f71ce641a7e729a3149cfd	junction_split_codon	0.0	0.0	0.0	6
peptide_5fd8a3582535ef3ad429d94d60715365c727b6e884f71ce641a7e729a3149cfd	junction_window	0.0	0.0	0.0	6
peptide_5fd8a3582535ef3ad429d94d60715365c727b6e884f71ce641a7e729a3149cfd	parent_a_canonical	0.5405405405405406	0.5405405405405406	0.5405405405405406	6
peptide_5fd8a3582535ef3ad429d94d60715365c727b6e884f71ce641a7e729a3149cfd	parent_b_canonical	0.45390070921985815	0.45390070921985815	0.45390070921985815	4
peptide_5fd8a3582535ef3ad429d94d60715365c727b6e884f71ce641a7e729a3149cfd	parent_b_unannotated_CDS	0.45390070921985815	0.45390070921985815	0.45390070921985815	2
peptide_61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06	junction_window	0.4	0.4	0.4	8
peptide_61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06	parent_a_canonical	0.2713178294573643	0.2713178294573643	0.2713178294573643	8
peptide_61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06	parent_b_unannotated_CDS	0.9210526315789473	0.9210526315789473	0.9210526315789473	2
peptide_61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06	parent_b_upstream_of_annotated_CDS	0.9210526315789473	0.9210526315789473	0.9210526315789473	6
peptide_62ff9581d94f4b438a37a895b57e53a37f32598f2937bee77211e2616ff4c39f	junction_split_codon	0.0	0.0	0.0	6
peptide_62ff9581d94f4b438a37a895b57e53a37f32598f2937bee77211e2616ff4c39f	junction_window	0.2903225806451613	0.2903225806451613	0.2903225806451613	6
peptide_62ff9581d94f4b438a37a895b57e53a37f32598f2937bee77211e2616ff4c39f	parent_a_canonical	0.31398809523809523	0.31398809523809523	0.31398809523809523	6
peptide_62ff9581d94f4b438a37a895b57e53a37f32598f2937bee77211e2616ff4c39f	parent_b_upstream_of_annotated_CDS	0.6470588235294118	0.6470588235294118	0.6470588235294118	6
peptide_64acab400c65167ffaeee966c72b5756d55bfb825d8d85ba309ad0336fc74355	junction_split_codon	1.0	1.0	1.0	4
peptide_64acab400c65167ffaeee966c72b5756d55bfb825d8d85ba309ad0336fc74355	junction_window	1.0	1.0	1.0	4
peptide_64acab400c65167ffaeee966c72b5756d55bfb825d8d85ba309ad0336fc74355	parent_a_canonical	1.0	1.0	1.0	4
peptide_64acab400c65167ffaeee966c72b5756d55bfb825d8d85ba309ad0336fc74355	parent_b_out_of_frame	1.0	1.0	1.0	2
peptide_64acab400c65167ffaeee966c72b5756d55bfb825d8d85ba309ad0336fc74355	parent_b_unannotated_CDS	1.0	1.0	1.0	2
peptide_651cce5964555aebb8ec06a12446126fdc22fb3d9d460048b7381c5c5b59284b	junction_window	0.0	0.0	0.0	1
peptide_651cce5964555aebb8ec06a12446126fdc22fb3d9d460048b7381c5c5b59284b	parent_a_canonical	0.0	0.0	0.0	1
peptide_651cce5964555aebb8ec06a12446126fdc22fb3d9d460048b7381c5c5b59284b	parent_b_out_of_frame	0.1509433962264151	0.1509433962264151	0.1509433962264151	1
peptide_684ae47e8b38547516ae9fae92459e8f41b885d9330c57b50f31ae7e197157bc	junction_split_codon	0.0	0.0	0.0	3
peptide_684ae47e8b38547516ae9fae92459e8f41b885d9330c57b50f31ae7e197157bc	junction_window	0.2903225806451613	0.2903225806451613	0.2903225806451613	3
peptide_684ae47e8b38547516ae9fae92459e8f41b885d9330c57b50f31ae7e197157bc	parent_a_canonical	0.31422189128816086	0.31422189128816086	0.31422189128816086	3
peptide_684ae47e8b38547516ae9fae92459e8f41b885d9330c57b50f31ae7e197157bc	parent_b_upstream_of_annotated_CDS	0.6470588235294118	0.6470588235294118	0.6470588235294118	3
peptide_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4	junction_split_codon	0.0	0.0	0.0	2
peptide_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4	junction_window	0.06451612903225806	0.06451612903225806	0.06451612903225806	2
peptide_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4	parent_a_canonical	0.006993006993006993	0.006993006993006993	0.006993006993006993	2
peptide_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4	parent_b_out_of_frame	0.6323529411764706	0.6323529411764706	0.6323529411764706	2
peptide_6d671b114e1c0ccf69cdb1c4eefa26c0c6df2e22ce8b0983ef4805183aac5496	junction_window	0.20000000000000004	0.2	0.2	3
peptide_6d671b114e1c0ccf69cdb1c4eefa26c0c6df2e22ce8b0983ef4805183aac5496	parent_a_canonical	0.0	0.0	0.0	3
peptide_6d671b114e1c0ccf69cdb1c4eefa26c0c6df2e22ce8b0983ef4805183aac5496	parent_b_canonical	0.3442622950819672	0.3442622950819672	0.3442622950819672	3
peptide_6de3b695e6fb7625fb0b645afd1d9dbcedf1ea280f2faf93d7ebafbd589a09ef	junction_window	0.0	0.0	0.0	4
peptide_6de3b695e6fb7625fb0b645afd1d9dbcedf1ea280f2faf93d7ebafbd589a09ef	parent_a_canonical	0.17647058823529413	0.17647058823529413	0.17647058823529413	4
peptide_6de3b695e6fb7625fb0b645afd1d9dbcedf1ea280f2faf93d7ebafbd589a09ef	parent_b_canonical	0.10344827586206896	0.10344827586206896	0.10344827586206896	2
peptide_6de3b695e6fb7625fb0b645afd1d9dbcedf1ea280f2faf93d7ebafbd589a09ef	parent_b_downstream_of_annotated_CDS	0.10344827586206896	0.10344827586206896	0.10344827586206896	1
peptide_6de3b695e6fb7625fb0b645afd1d9dbcedf1ea280f2faf93d7ebafbd589a09ef	parent_b_out_of_frame	0.10344827586206896	0.10344827586206896	0.10344827586206896	1
peptide_6dfa9c12b06b15953a4aa17cdbb7f8f8e591a481218f1747a1efd01ed1dd0797	junction_split_codon	0.0	0.0	0.0	1
peptide_6dfa9c12b06b15953a4aa17cdbb7f8f8e591a481218f1747a1efd01ed1dd0797	junction_window	0.0	0.0	0.0	1
peptide_6dfa9c12b06b15953a4aa17cdbb7f8f8e591a481218f1747a1efd01ed1dd0797	parent_a_canonical	0.16326530612244897	0.16326530612244897	0.16326530612244897	1
peptide_6dfa9c12b06b15953a4aa17cdbb7f8f8e591a481218f1747a1efd01ed1dd0797	parent_b_unannotated_CDS	0.30434782608695654	0.30434782608695654	0.30434782608695654	1
peptide_6f9c6c95e73d37c0af4cb615693fd91bd7be5767a64ec7f7327d3527f4ed7dac	junction_window	0.23333333333333334	0.23333333333333334	0.23333333333333334	4
peptide_6f9c6c95e73d37c0af4cb615693fd91bd7be5767a64ec7f7327d3527f4ed7dac	parent_a_canonical	0.6538461538461539	0.6538461538461539	0.6538461538461539	4
peptide_6f9c6c95e73d37c0af4cb615693fd91bd7be5767a64ec7f7327d3527f4ed7dac	parent_b_canonical	0.0	0.0	0.0	4
peptide_6fb675ee937bd6012483d68e055c6066fe96784a8fb6fbac7c2a40238065d2e1	junction_split_codon	0.0	0.0	0.0	2
peptide_6fb675ee937bd6012483d68e055c6066fe96784a8fb6fbac7c2a40238065d2e1	junction_window	0.03225806451612903	0.03225806451612903	0.03225806451612903	2
peptide_6fb675ee937bd6012483d68e055c6066fe96784a8fb6fbac7c2a40238065d2e1	parent_a_canonical	0.0	0.0	0.0	2
peptide_6fb675ee937bd6012483d68e055c6066fe96784a8fb6fbac7c2a40238065d2e1	parent_b_out_of_frame	0.8478260869565217	0.8478260869565217	0.8478260869565217	2
peptide_70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c	junction_split_codon	0.0	0.0	0.0	2
peptide_70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c	junction_window	0.0	0.0	0.0	2
peptide_70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c	parent_a_canonical	0.0	0.0	0.0	2
peptide_70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c	parent_b_canonical	0.07627118644067797	0.07627118644067797	0.07627118644067797	2
peptide_7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419	junction_split_codon	0.0	0.0	0.0	1
peptide_7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419	junction_window	0.0	0.0	0.0	1
peptide_7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419	parent_a_canonical	0.20833333333333334	0.20833333333333334	0.20833333333333334	1
peptide_7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419	parent_b_canonical	0.0	0.0	0.0	1
peptide_7196f2379ef2afc723703c0e03e303f38d67b600b730adca2d6532708a2d7bf4	junction_split_codon	0.0	0.0	0.0	2
peptide_7196f2379ef2afc723703c0e03e303f38d67b600b730adca2d6532708a2d7bf4	junction_window	0.0	0.0	0.0	2
peptide_7196f2379ef2afc723703c0e03e303f38d67b600b730adca2d6532708a2d7bf4	parent_a_canonical	0.0	0.0	0.0	2
peptide_7196f2379ef2afc723703c0e03e303f38d67b600b730adca2d6532708a2d7bf4	parent_b_canonical	0.0	0.0	0.0	2
peptide_7428656ab9a4b6ef9d586205d7c1cbe8f13a8506c7ed86d4096b333215f00b20	junction_split_codon	0.0	0.0	0.0	1
peptide_7428656ab9a4b6ef9d586205d7c1cbe8f13a8506c7ed86d4096b333215f00b20	junction_window	0.0	0.0	0.0	1
peptide_7428656ab9a4b6ef9d586205d7c1cbe8f13a8506c7ed86d4096b333215f00b20	parent_a_canonical	0.17532467532467533	0.17532467532467533	0.17532467532467533	1
peptide_7428656ab9a4b6ef9d586205d7c1cbe8f13a8506c7ed86d4096b333215f00b20	parent_b_canonical	0.0	0.0	0.0	1
peptide_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18	junction_split_codon	0.0	0.0	0.0	12
peptide_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18	junction_window	0.0	0.0	0.0	12
peptide_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18	parent_a_canonical	0.0	0.0	0.0	12
peptide_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18	parent_b_downstream_of_annotated_CDS	0.0	0.0	0.0	4
peptide_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18	parent_b_out_of_frame	0.0	0.0	0.0	4
peptide_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18	parent_b_unannotated_CDS	0.0	0.0	0.0	4
peptide_74f81c5b0dd4882852f7a96e994592fa15f7d1de20b877dd0717982b2ec560c7	junction_window	0.0	0.0	0.0	10
peptide_74f81c5b0dd4882852f7a96e994592fa15f7d1de20b877dd0717982b2ec560c7	parent_a_canonical	0.4727272727272728	0.4727272727272727	0.4727272727272727	10
peptide_74f81c5b0dd4882852f7a96e994592fa15f7d1de20b877dd0717982b2ec560c7	parent_b_out_of_frame	0.0	0.0	0.0	10
peptide_75322bcdd1040b2b5cb41f68f709aa3dca2758091ab5789d18444f16472b238a	junction_split_codon	1.0	1.0	1.0	1
peptide_75322bcdd1040b2b5cb41f68f709aa3dca2758091ab5789d18444f16472b238a	junction_window	0.6774193548387096	0.6774193548387096	0.6774193548387096	1
peptide_75322bcdd1040b2b5cb41f68f709aa3dca2758091ab5789d18444f16472b238a	parent_a_canonical	0.2670807453416149	0.2670807453416149	0.2670807453416149	1
peptide_75322bcdd1040b2b5cb41f68f709aa3dca2758091ab5789d18444f16472b238a	parent_b_unannotated_CDS	1.0	1.0	1.0	1
peptide_793796e4e1c34f48ece748d9bbdd33f9d79b459a7bcd1d2d5639d6ca7121a914	junction_window	0.0	0.0	0.0	1
peptide_793796e4e1c34f48ece748d9bbdd33f9d79b459a7bcd1d2d5639d6ca7121a914	parent_a_canonical	0.0	0.0	0.0	1
peptide_793796e4e1c34f48ece748d9bbdd33f9d79b459a7bcd1d2d5639d6ca7121a914	parent_b_canonical	0.22841726618705036	0.22841726618705036	0.22841726618705036	1
peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	junction_split_codon	1.0	1.0	1.0	35
peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	junction_window	1.0	1.0	1.0	35
peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	parent_a_canonical	1.0	1.0	1.0	35
peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	parent_b_out_of_frame	1.0	1.0	1.0	21
peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	parent_b_unannotated_CDS	1.0	1.0	1.0	14
peptide_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a	junction_window	1.0	1.0	1.0	3
peptide_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a	parent_a_canonical	0.18081180811808117	0.18081180811808117	0.18081180811808117	3
peptide_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a	parent_b_out_of_frame	1.0	1.0	1.0	2
peptide_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a	parent_b_unannotated_CDS	1.0	1.0	1.0	1
peptide_7bcda12bdf29e3d6d0ef460640d8a4e51aff91f6bdd3153d1c314603883f3620	junction_split_codon	1.0	1.0	1.0	15
peptide_7bcda12bdf29e3d6d0ef460640d8a4e51aff91f6bdd3153d1c314603883f3620	junction_window	1.0	1.0	1.0	15
peptide_7bcda12bdf29e3d6d0ef460640d8a4e51aff91f6bdd3153d1c314603883f3620	parent_a_canonical	0.34551495016611294	0.34551495016611294	0.34551495016611294	15
peptide_7bcda12bdf29e3d6d0ef460640d8a4e51aff91f6bdd3153d1c314603883f3620	parent_b_out_of_frame	1.0	1.0	1.0	15
peptide_7c620433a33c479bd09812150c15d2e0accd796c3cd40b057543080302fe009b	junction_split_codon	1.0	1.0	1.0	2
peptide_7c620433a33c479bd09812150c15d2e0accd796c3cd40b057543080302fe009b	junction_window	1.0	1.0	1.0	2
peptide_7c620433a33c479bd09812150c15d2e0accd796c3cd40b057543080302fe009b	parent_a_canonical	1.0	1.0	1.0	2
