pair_id	parent_a	parent_b	parent_a_ids	parent_b_ids	parent_a_mgi_ids	parent_b_mgi_ids	parent_a_mapping	parent_b_mapping	chromosome_a	chromosome_b	species	assembly	annotation	long_read_support	sample_count	sample_count_status	is_interchromosomal	genomic_distance	in_probe_panel	label	reported_nanostring_support	short_read_reported_support	cross_reported_support	caller_names	assay_tested	assay_qc_status	exclusion_reason	source_ids	source_url
Anxa7:Gorasp2	Anxa7	Gorasp2	ENSMUSG00000021814.18	ENSMUSG00000014959.13	MGI:88031	MGI:2135962	unique_gencode_gene	unique_gencode_gene	chr14	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Anxa7:Myadm	Anxa7	Myadm	ENSMUSG00000021814.18	ENSMUSG00000068566.14	MGI:88031	MGI:1355332	unique_gencode_gene	unique_gencode_gene	chr14	chr7	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aoah:Blcap	Aoah	Blcap	ENSMUSG00000021322.9	ENSMUSG00000067787.11	MGI:1350928	MGI:1858907	unique_gencode_gene	unique_gencode_gene	chr13	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Aoah:Dtnbp1	Aoah	Dtnbp1	ENSMUSG00000021322.9	ENSMUSG00000057531.15	MGI:1350928	MGI:2137586	unique_gencode_gene	unique_gencode_gene	chr13	chr13	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	23854764	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aoah:Elmo1	Aoah	Elmo1	ENSMUSG00000021322.9	ENSMUSG00000041112.18	MGI:1350928	MGI:2153044	unique_gencode_gene	unique_gencode_gene	chr13	chr13	Mus musculus	GRCm39	GENCODE M28	2		unavailable_read_to_sample_mapping	0	185760	False		False	True	False	JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aoah:Fcgr1	Aoah	Fcgr1	ENSMUSG00000021322.9	ENSMUSG00000015947.11	MGI:1350928	MGI:95498	unique_gencode_gene	unique_gencode_gene	chr13	chr3	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aoah:Gm39556	Aoah	Gm39556	ENSMUSG00000021322.9	ENSMUSG00000116380.2	MGI:1350928	MGI:5622441	unique_gencode_gene	unique_gencode_gene	chr13	chr15	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aoah:Malsu1	Aoah	Malsu1	ENSMUSG00000021322.9	ENSMUSG00000029815.13	MGI:1350928	MGI:1922843	unique_gencode_gene	unique_gencode_gene	chr13	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aoah:Sirt5	Aoah	Sirt5	ENSMUSG00000021322.9	ENSMUSG00000054021.7	MGI:1350928	MGI:1915596	unique_gencode_gene	unique_gencode_gene	chr13	chr13	Mus musculus	GRCm39	GENCODE M28	2		unavailable_read_to_sample_mapping	0	22298185	True	1	True	True	True	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Aoah:Uba52	Aoah	Uba52	ENSMUSG00000021322.9	ENSMUSG00000090137.9	MGI:1350928	MGI:98887	unique_gencode_gene	unique_gencode_gene	chr13	chr8	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aoah:Uqcrq	Aoah	Uqcrq	ENSMUSG00000021322.9	ENSMUSG00000044894.15	MGI:1350928	MGI:107807	unique_gencode_gene	unique_gencode_gene	chr13	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aoah:Xdh	Aoah	Xdh	ENSMUSG00000021322.9	ENSMUSG00000024066.10	MGI:1350928	MGI:98973	unique_gencode_gene	unique_gencode_gene	chr13	chr17	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aopep:Akr1e1	Aopep	Akr1e1	ENSMUSG00000021458.18	ENSMUSG00000045410.19	MGI:1919311	MGI:1914758	unique_gencode_gene	unique_gencode_gene	chr13	chr13	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	58453534	True	1	True	True	True	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Aopep:B2m	Aopep	B2m	ENSMUSG00000021458.18	ENSMUSG00000060802.9	MGI:1919311	MGI:88127	unique_gencode_gene	unique_gencode_gene	chr13	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aopep:Eif4a1	Aopep	Eif4a1	ENSMUSG00000021458.18	ENSMUSG00000059796.17	MGI:1919311	MGI:95303	unique_gencode_gene	unique_gencode_gene	chr13	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aopep:Gm30409	Aopep	Gm30409	ENSMUSG00000021458.18	ENSMUSG00000113257.2	MGI:1919311	MGI:5589568	unique_gencode_gene	unique_gencode_gene	chr13	chr13	Mus musculus	GRCm39	GENCODE M28	3		unavailable_read_to_sample_mapping	0	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aopep:Ndufa8	Aopep	Ndufa8	ENSMUSG00000021458.18	ENSMUSG00000026895.8	MGI:1919311	MGI:1915625	unique_gencode_gene	unique_gencode_gene	chr13	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aopep:Rack1	Aopep	Rack1	ENSMUSG00000021458.18	ENSMUSG00000020372.16	MGI:1919311	MGI:101849	unique_gencode_gene	unique_gencode_gene	chr13	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aopep:Rps4x	Aopep	Rps4x	ENSMUSG00000021458.18	ENSMUSG00000031320.10	MGI:1919311	MGI:98158	unique_gencode_gene	unique_gencode_gene	chr13	chrX	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aopep:Sdha	Aopep	Sdha	ENSMUSG00000021458.18	ENSMUSG00000021577.15	MGI:1919311	MGI:1914195	unique_gencode_gene	unique_gencode_gene	chr13	chr13	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	10996463	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Aopep:Tbc1d9b	Aopep	Tbc1d9b	ENSMUSG00000021458.18	ENSMUSG00000036644.16	MGI:1919311	MGI:1924045	unique_gencode_gene	unique_gencode_gene	chr13	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aopep:Tmx3	Aopep	Tmx3	ENSMUSG00000021458.18	ENSMUSG00000024614.8	MGI:1919311	MGI:2442418	unique_gencode_gene	unique_gencode_gene	chr13	chr18	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aopep:Txndc9	Aopep	Txndc9	ENSMUSG00000021458.18	ENSMUSG00000058407.13	MGI:1919311	MGI:2138153	unique_gencode_gene	unique_gencode_gene	chr13	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Aopep:Zfyve16	Aopep	Zfyve16	ENSMUSG00000021458.18	ENSMUSG00000021706.15	MGI:1919311	MGI:2145181	unique_gencode_gene	unique_gencode_gene	chr13	chr13	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	29149706	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1m1:Cd52	Ap1m1	Cd52	ENSMUSG00000003033.16	ENSMUSG00000000682.8	MGI:102776	MGI:1346088	unique_gencode_gene	unique_gencode_gene	chr8	chr4	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1m1:Gm12191	Ap1m1	Gm12191	ENSMUSG00000003033.16	ENSMUSG00000083061.2	MGI:102776	MGI:3651293	unique_gencode_gene	unique_gencode_gene	chr8	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1m1:Mff	Ap1m1	Mff	ENSMUSG00000003033.16	ENSMUSG00000026150.15	MGI:102776	MGI:1922984	unique_gencode_gene	unique_gencode_gene	chr8	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1m1:Tecr	Ap1m1	Tecr	ENSMUSG00000003033.16	ENSMUSG00000031708.18	MGI:102776	MGI:1915408	unique_gencode_gene	unique_gencode_gene	chr8	chr8	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	11287098	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s1:Ccl5	Ap1s1	Ccl5	ENSMUSG00000004849.15	ENSMUSG00000035042.3	MGI:1098244	MGI:98262	unique_gencode_gene	unique_gencode_gene	chr5	chr11	Mus musculus	GRCm39	GENCODE M28	2		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s1:Dhx58	Ap1s1	Dhx58	ENSMUSG00000004849.15	ENSMUSG00000017830.16	MGI:1098244	MGI:1931560	unique_gencode_gene	unique_gencode_gene	chr5	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s1:Gm12537	Ap1s1	Gm12537	ENSMUSG00000004849.15	ENSMUSG00000095042.2	MGI:1098244	MGI:3650720	unique_gencode_gene	unique_gencode_gene	chr5	chr4	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s1:Gm7331	Ap1s1	Gm7331	ENSMUSG00000004849.15	ENSMUSG00000059461.8	MGI:1098244	MGI:3644702	unique_gencode_gene	unique_gencode_gene	chr5	chrX	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s1:Lgals3	Ap1s1	Lgals3	ENSMUSG00000004849.15	ENSMUSG00000050335.18	MGI:1098244	MGI:96778	unique_gencode_gene	unique_gencode_gene	chr5	chr14	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s1:Pop4	Ap1s1	Pop4	ENSMUSG00000004849.15	ENSMUSG00000030423.8	MGI:1098244	MGI:1913411	unique_gencode_gene	unique_gencode_gene	chr5	chr7	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s1:Rplp0	Ap1s1	Rplp0	ENSMUSG00000004849.15	ENSMUSG00000067274.11	MGI:1098244	MGI:1927636	unique_gencode_gene	unique_gencode_gene	chr5	chr5	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	21362061	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s1:Rps19	Ap1s1	Rps19	ENSMUSG00000004849.15	ENSMUSG00000040952.17	MGI:1098244	MGI:1333780	unique_gencode_gene	unique_gencode_gene	chr5	chr7	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s1:Spp1	Ap1s1	Spp1	ENSMUSG00000004849.15	ENSMUSG00000029304.15	MGI:1098244	MGI:98389	unique_gencode_gene	unique_gencode_gene	chr5	chr5	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	32474931	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s1:Tspo	Ap1s1	Tspo	ENSMUSG00000004849.15	ENSMUSG00000041736.8	MGI:1098244	MGI:88222	unique_gencode_gene	unique_gencode_gene	chr5	chr15	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s2:Gm28438	Ap1s2	Gm28438	ENSMUSG00000031367.16	ENSMUSG00000101939.2	MGI:1889383	MGI:5579144	unique_gencode_gene	unique_gencode_gene	chrX	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s2:Mrpl58	Ap1s2	Mrpl58	ENSMUSG00000031367.16	ENSMUSG00000018858.16	MGI:1889383	MGI:1915822	unique_gencode_gene	unique_gencode_gene	chrX	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap1s3:Atp6v1h	Ap1s3	Atp6v1h	ENSMUSG00000054702.15	ENSMUSG00000033793.13	MGI:1891304	MGI:1914864	unique_gencode_gene	unique_gencode_gene	chr1	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	74351841	False		False	False	False	LongGF;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2a1:Eef1a1	Ap2a1	Eef1a1	ENSMUSG00000060279.15	ENSMUSG00000037742.15	MGI:101921	MGI:1096881	unique_gencode_gene	unique_gencode_gene	chr7	chr9	Mus musculus	GRCm39	GENCODE M28	2		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2a2:B2m	Ap2a2	B2m	ENSMUSG00000002957.12	ENSMUSG00000060802.9	MGI:101920	MGI:88127	unique_gencode_gene	unique_gencode_gene	chr7	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2a2:Lpxn	Ap2a2	Lpxn	ENSMUSG00000002957.12	ENSMUSG00000024696.10	MGI:101920	MGI:2147677	unique_gencode_gene	unique_gencode_gene	chr7	chr19	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2m1-ps:Arrdc1	Ap2m1-ps	Arrdc1	ENSMUSG00000081272.2	ENSMUSG00000026972.16	MGI:3649640	MGI:2446136	unique_gencode_gene	unique_gencode_gene	chr2	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	24372903	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2m1-ps:Ccl5	Ap2m1-ps	Ccl5	ENSMUSG00000081272.2	ENSMUSG00000035042.3	MGI:3649640	MGI:98262	unique_gencode_gene	unique_gencode_gene	chr2	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2m1-ps:Eef1a1	Ap2m1-ps	Eef1a1	ENSMUSG00000081272.2	ENSMUSG00000037742.15	MGI:3649640	MGI:1096881	unique_gencode_gene	unique_gencode_gene	chr2	chr9	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2m1-ps:Hdac5	Ap2m1-ps	Hdac5	ENSMUSG00000081272.2	ENSMUSG00000008855.18	MGI:3649640	MGI:1333784	unique_gencode_gene	unique_gencode_gene	chr2	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2m1-ps:Hmgn1	Ap2m1-ps	Hmgn1	ENSMUSG00000081272.2	ENSMUSG00000040681.17	MGI:3649640	MGI:96120	unique_gencode_gene	unique_gencode_gene	chr2	chr16	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2m1-ps:Igf1	Ap2m1-ps	Igf1	ENSMUSG00000081272.2	ENSMUSG00000020053.19	MGI:3649640	MGI:96432	unique_gencode_gene	unique_gencode_gene	chr2	chr10	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2m1-ps:Ppib	Ap2m1-ps	Ppib	ENSMUSG00000081272.2	ENSMUSG00000032383.8	MGI:3649640	MGI:97750	unique_gencode_gene	unique_gencode_gene	chr2	chr9	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2m1:Plbd2	Ap2m1	Plbd2	ENSMUSG00000022841.16	ENSMUSG00000029598.13	MGI:1298405	MGI:1919022	unique_gencode_gene	unique_gencode_gene	chr16	chr5	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:B2m	Ap2s1	B2m	ENSMUSG00000008036.12	ENSMUSG00000060802.9	MGI:2141861	MGI:88127	unique_gencode_gene	unique_gencode_gene	chr7	chr2	Mus musculus	GRCm39	GENCODE M28	2		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Capg	Ap2s1	Capg	ENSMUSG00000008036.12	ENSMUSG00000056737.15	MGI:2141861	MGI:1098259	unique_gencode_gene	unique_gencode_gene	chr7	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Cyb5r1	Ap2s1	Cyb5r1	ENSMUSG00000008036.12	ENSMUSG00000026456.19	MGI:2141861	MGI:1919267	unique_gencode_gene	unique_gencode_gene	chr7	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Gm10231	Ap2s1	Gm10231	ENSMUSG00000008036.12	ENSMUSG00000068120.5	MGI:2141861	MGI:3704468	unique_gencode_gene	unique_gencode_gene	chr7	chr17	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Gm14303	Ap2s1	Gm14303	ENSMUSG00000008036.12	ENSMUSG00000081344.6	MGI:2141861	MGI:3651379	unique_gencode_gene	unique_gencode_gene	chr7	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Gm45713	Ap2s1	Gm45713	ENSMUSG00000008036.12	ENSMUSG00000089989.11	MGI:2141861	MGI:5804828	unique_gencode_gene	unique_gencode_gene	chr7	chr7	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	28292127	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Gm4799	Ap2s1	Gm4799	ENSMUSG00000008036.12	ENSMUSG00000071151.4	MGI:2141861	MGI:3648850	unique_gencode_gene	unique_gencode_gene	chr7	chr10	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Gm7536	Ap2s1	Gm7536	ENSMUSG00000008036.12	ENSMUSG00000057036.8	MGI:2141861	MGI:3645137	unique_gencode_gene	unique_gencode_gene	chr7	chr3	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Hmox1	Ap2s1	Hmox1	ENSMUSG00000008036.12	ENSMUSG00000005413.9	MGI:2141861	MGI:96163	unique_gencode_gene	unique_gencode_gene	chr7	chr8	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Ifi30	Ap2s1	Ifi30	ENSMUSG00000008036.12	ENSMUSG00000031838.11	MGI:2141861	MGI:2137648	unique_gencode_gene	unique_gencode_gene	chr7	chr8	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Keap1	Ap2s1	Keap1	ENSMUSG00000008036.12	ENSMUSG00000003308.16	MGI:2141861	MGI:1858732	unique_gencode_gene	unique_gencode_gene	chr7	chr9	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Msr1	Ap2s1	Msr1	ENSMUSG00000008036.12	ENSMUSG00000025044.17	MGI:2141861	MGI:98257	unique_gencode_gene	unique_gencode_gene	chr7	chr8	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
Ap2s1:Naca	Ap2s1	Naca	ENSMUSG00000008036.12	ENSMUSG00000061315.15	MGI:2141861	MGI:106095	unique_gencode_gene	unique_gencode_gene	chr7	chr10	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x
