pair_id	parent_a	parent_b	parent_a_ids	parent_b_ids	parent_a_mgi_ids	parent_b_mgi_ids	parent_a_mapping	parent_b_mapping	chromosome_a	chromosome_b	species	assembly	annotation	long_read_support	sample_count	sample_count_status	is_interchromosomal	genomic_distance	in_probe_panel	label	reported_nanostring_support	short_read_reported_support	cross_reported_support	caller_names	assay_tested	assay_qc_status	exclusion_reason	source_ids	source_url
Gna11:4932438A13Rik	Gna11	4932438A13Rik	ENSMUSG00000034781.6	ENSMUSG00000037270.19	MGI:95766	MGI:2444631	unique_gencode_gene	unique_gencode_gene	chr10	chr3	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Gng12:Ipo8	Gng12	Ipo8	ENSMUSG00000036402.14	ENSMUSG00000040029.16	MGI:1336171	MGI:2444611	unique_gencode_gene	unique_gencode_gene	chr6	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	81673847	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Golga4:Bcl2a1b	Golga4	Bcl2a1b	ENSMUSG00000038708.11	ENSMUSG00000089929.2	MGI:1859646	MGI:1278326	unique_gencode_gene	unique_gencode_gene	chr9	chr9	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	29245455	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Gpatch8:Trp53	Gpatch8	Trp53	ENSMUSG00000034621.15	ENSMUSG00000059552.14	MGI:1918667	MGI:98834	unique_gencode_gene	unique_gencode_gene	chr11	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	32884042	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Gpnmb:Arf2	Gpnmb	Arf2	ENSMUSG00000029816.11	ENSMUSG00000062421.14	MGI:1934765	MGI:99595	unique_gencode_gene	unique_gencode_gene	chr6	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Gsdmd:Tmem106a	Gsdmd	Tmem106a	ENSMUSG00000022575.6	ENSMUSG00000034947.14	MGI:1916396	MGI:1922056	unique_gencode_gene	unique_gencode_gene	chr15	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Gusb:Degs1	Gusb	Degs1	ENSMUSG00000025534.18	ENSMUSG00000038633.6	MGI:95872	MGI:1097711	unique_gencode_gene	unique_gencode_gene	chr5	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
H2-Q7:Tmem179b	H2-Q7	Tmem179b	ENSMUSG00000060550.17	ENSMUSG00000118346.2	MGI:95936	MGI:1914956	unique_gencode_gene	unique_gencode_gene	chr17	chr19	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Hexa:Clk3	Hexa	Clk3	ENSMUSG00000025232.9	ENSMUSG00000032316.9	MGI:96073	MGI:1098670	unique_gencode_gene	unique_gencode_gene	chr9	chr9	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	1773680	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Hmbox1:Emc4	Hmbox1	Emc4	ENSMUSG00000021972.15	ENSMUSG00000027131.4	MGI:2445066	MGI:1915282	unique_gencode_gene	unique_gencode_gene	chr14	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Hnrnph3:Ddx50	Hnrnph3	Ddx50	ENSMUSG00000020069.17	ENSMUSG00000020076.8	MGI:1926462	MGI:2182303	unique_gencode_gene	unique_gencode_gene	chr10	chr10	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	363446	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Hnrnpll:Galm	Hnrnpll	Galm	ENSMUSG00000024095.16	ENSMUSG00000035473.11	MGI:1919942	MGI:2442420	unique_gencode_gene	unique_gencode_gene	chr17	chr17	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	65137	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Hsd17b4:Wdr36	Hsd17b4	Wdr36	ENSMUSG00000024507.7	ENSMUSG00000038299.17	MGI:105089	MGI:1917819	unique_gencode_gene	unique_gencode_gene	chr18	chr18	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	17260621	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Ifnar1:Necap2	Ifnar1	Necap2	ENSMUSG00000022967.14	ENSMUSG00000028923.15	MGI:107658	MGI:1913397	unique_gencode_gene	unique_gencode_gene	chr16	chr4	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Ifngr2:Parp14	Ifngr2	Parp14	ENSMUSG00000022965.9	ENSMUSG00000034422.15	MGI:107654	MGI:1919489	unique_gencode_gene	unique_gencode_gene	chr16	chr16	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	55652046	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Igf2r:Oas2	Igf2r	Oas2	ENSMUSG00000023830.15	ENSMUSG00000032690.17	MGI:96435	MGI:2180852	unique_gencode_gene	unique_gencode_gene	chr17	chr5	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Il7r:Pygm	Il7r	Pygm	ENSMUSG00000003882.6	ENSMUSG00000032648.15	MGI:96562	MGI:97830	unique_gencode_gene	unique_gencode_gene	chr15	chr19	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Inppl1:Il18bp	Inppl1	Il18bp	ENSMUSG00000032737.14	ENSMUSG00000070427.5	MGI:1333787	MGI:1333800	unique_gencode_gene	unique_gencode_gene	chr7	chr7	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	176656	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Iqgap1:Dusp10	Iqgap1	Dusp10	ENSMUSG00000030536.11	ENSMUSG00000039384.9	MGI:1352757	MGI:1927070	unique_gencode_gene	unique_gencode_gene	chr7	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Irgm1:Ifi47	Irgm1	Ifi47	ENSMUSG00000046879.8	ENSMUSG00000078920.4	MGI:107567	MGI:99448	unique_gencode_gene	unique_gencode_gene	chr11	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	204904	True	0	False	True	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Itgav:AI182371	Itgav	AI182371	ENSMUSG00000027087.12	ENSMUSG00000035875.16	MGI:96608	MGI:2138853	unique_gencode_gene	unique_gencode_gene	chr2	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	48563186	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Itpr1:Ccdc91	Itpr1	Ccdc91	ENSMUSG00000030102.12	ENSMUSG00000030301.18	MGI:96623	MGI:1914265	unique_gencode_gene	unique_gencode_gene	chr6	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	38849256	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Itsn1:Gm34342	Itsn1	Gm34342	ENSMUSG00000022957.21	ENSMUSG00000102158.2	MGI:1338069	MGI:5593501	unique_gencode_gene	unique_gencode_gene	chr16	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Jdp2:Rnaset2b	Jdp2	Rnaset2b	ENSMUSG00000034271.17	ENSMUSG00000094724.9	MGI:1932093	MGI:3702087	unique_gencode_gene	unique_gencode_gene	chr12	chr17	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Kansl1:Lsm12	Kansl1	Lsm12	ENSMUSG00000018412.17	ENSMUSG00000020922.12	MGI:1923969	MGI:1919592	unique_gencode_gene	unique_gencode_gene	chr11	chr11	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	2147933	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Kansl1:Rilpl2	Kansl1	Rilpl2	ENSMUSG00000018412.17	ENSMUSG00000029401.9	MGI:1923969	MGI:1933112	unique_gencode_gene	unique_gencode_gene	chr11	chr5	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Kat5:Capg	Kat5	Capg	ENSMUSG00000024926.11	ENSMUSG00000056737.15	MGI:1932051	MGI:1098259	unique_gencode_gene	unique_gencode_gene	chr19	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Khsrp:Prmt1	Khsrp	Prmt1	ENSMUSG00000007670.11	ENSMUSG00000109324.3	MGI:1336214	MGI:107846	unique_gencode_gene	unique_gencode_gene	chr17	chr7	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Kif16b:Taf4	Kif16b	Taf4	ENSMUSG00000038844.11	ENSMUSG00000039117.17	MGI:1098240	MGI:2152346	unique_gencode_gene	unique_gencode_gene	chr2	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	36810494	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Klf6:Mitf	Klf6	Mitf	ENSMUSG00000000078.8	ENSMUSG00000035158.16	MGI:1346318	MGI:104554	unique_gencode_gene	unique_gencode_gene	chr13	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Kmt2e:Dmxl1	Kmt2e	Dmxl1	ENSMUSG00000029004.16	ENSMUSG00000037416.14	MGI:1924825	MGI:2443926	unique_gencode_gene	unique_gencode_gene	chr5	chr18	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Knstrn:Ralgapa2	Knstrn	Ralgapa2	ENSMUSG00000027331.16	ENSMUSG00000037110.21	MGI:1289298	MGI:3036245	unique_gencode_gene	unique_gencode_gene	chr2	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	27397361	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Lamb3:Mul1	Lamb3	Mul1	ENSMUSG00000026639.19	ENSMUSG00000041241.13	MGI:99915	MGI:1915600	unique_gencode_gene	unique_gencode_gene	chr1	chr4	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Laptm4a:Nrp2	Laptm4a	Nrp2	ENSMUSG00000020585.5	ENSMUSG00000025969.16	MGI:108017	MGI:1100492	unique_gencode_gene	unique_gencode_gene	chr12	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Large1:Rpia	Large1	Rpia	ENSMUSG00000004383.19	ENSMUSG00000053604.6	MGI:1342270	MGI:103254	unique_gencode_gene	unique_gencode_gene	chr8	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Lcp1:Itm2b	Lcp1	Itm2b	ENSMUSG00000021998.17	ENSMUSG00000022108.9	MGI:104808	MGI:1309517	unique_gencode_gene	unique_gencode_gene	chr14	chr14	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	1745812	True	0	False	True	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Ldlrad3:1700012C14Rik	Ldlrad3	1700012C14Rik	ENSMUSG00000048058.18	ENSMUSG00000085470.2	MGI:2138856	MGI:1916587	unique_gencode_gene	unique_gencode_gene	chr2	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Lmf1:Srsf5	Lmf1	Srsf5	ENSMUSG00000002279.20	ENSMUSG00000021134.18	MGI:1923733	MGI:98287	unique_gencode_gene	unique_gencode_gene	chr17	chr12	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Lncpint:Gt(ROSA)26Sor	Lncpint	Gt(ROSA)26Sor	ENSMUSG00000044471.13	ENSMUSG00000086429.10	MGI:2673128	MGI:104735	unique_gencode_gene	unique_gencode_gene	chr6	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	81846966	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Lpxn:Sem1	Lpxn	Sem1	ENSMUSG00000024696.10	ENSMUSG00000042541.11	MGI:2147677	MGI:109238	unique_gencode_gene	unique_gencode_gene	chr19	chr6	Mus musculus	GRCm39	GENCODE M28	2		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Lrp1:Mndal	Lrp1	Mndal	ENSMUSG00000040249.16	ENSMUSG00000090272.10	MGI:96828	MGI:3780953	unique_gencode_gene	unique_gencode_gene	chr10	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Macf1:Capzb	Macf1	Capzb	ENSMUSG00000028649.22	ENSMUSG00000028745.19	MGI:108559	MGI:104652	unique_gencode_gene	unique_gencode_gene	chr4	chr4	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	15342057	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Malt1:Capg	Malt1	Capg	ENSMUSG00000032688.10	ENSMUSG00000056737.15	MGI:2445027	MGI:1098259	unique_gencode_gene	unique_gencode_gene	chr18	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Map2k1:Hif1a	Map2k1	Hif1a	ENSMUSG00000004936.9	ENSMUSG00000021109.14	MGI:1346866	MGI:106918	unique_gencode_gene	unique_gencode_gene	chr9	chr12	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Map3k1:Gm47283	Map3k1	Gm47283	ENSMUSG00000021754.18	ENSMUSG00000096768.9	MGI:1346872	MGI:6096131	unique_gencode_gene	unique_gencode_gene	chr13	chrY	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Map3k2:St14	Map3k2	St14	ENSMUSG00000024383.10	ENSMUSG00000031995.10	MGI:1346873	MGI:1338881	unique_gencode_gene	unique_gencode_gene	chr18	chr9	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Mapkapk2:Arhgef2	Mapkapk2	Arhgef2	ENSMUSG00000016528.11	ENSMUSG00000028059.17	MGI:109298	MGI:103264	unique_gencode_gene	unique_gencode_gene	chr1	chr3	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Mapkapk3:Rftn1	Mapkapk3	Rftn1	ENSMUSG00000032577.17	ENSMUSG00000039316.15	MGI:2143163	MGI:1923688	unique_gencode_gene	unique_gencode_gene	chr9	chr17	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Marchf7:Mrpl15	Marchf7	Mrpl15	ENSMUSG00000026977.18	ENSMUSG00000033845.14	MGI:1931053	MGI:1351639	unique_gencode_gene	unique_gencode_gene	chr2	chr1	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Marchf8:Dcp1b	Marchf8	Dcp1b	ENSMUSG00000025702.16	ENSMUSG00000041477.15	MGI:1919029	MGI:2442404	unique_gencode_gene	unique_gencode_gene	chr6	chr6	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	2765713	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Mcub:Amy1	Mcub	Amy1	ENSMUSG00000027994.15	ENSMUSG00000074264.13	MGI:1914065	MGI:88019	unique_gencode_gene	unique_gencode_gene	chr3	chr3	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	16308261	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Med15:Eif4g1	Med15	Eif4g1	ENSMUSG00000012114.18	ENSMUSG00000045983.17	MGI:2137379	MGI:2384784	unique_gencode_gene	unique_gencode_gene	chr16	chr16	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	0	2936308	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Mef2a:Ftx	Mef2a	Ftx	ENSMUSG00000030557.18	ENSMUSG00000086370.10	MGI:99532	MGI:1926128	unique_gencode_gene	unique_gencode_gene	chr7	chrX	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Mef2d:Blvrb	Mef2d	Blvrb	ENSMUSG00000001419.18	ENSMUSG00000040466.17	MGI:99533	MGI:2385271	unique_gencode_gene	unique_gencode_gene	chr3	chr7	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Mertk:Aopep	Mertk	Aopep	ENSMUSG00000014361.6	ENSMUSG00000021458.18	MGI:96965	MGI:1919311	unique_gencode_gene	unique_gencode_gene	chr2	chr13	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Mertk:Laptm4a	Mertk	Laptm4a	ENSMUSG00000014361.6	ENSMUSG00000020585.5	MGI:96965	MGI:108017	unique_gencode_gene	unique_gencode_gene	chr2	chr12	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	1	True	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
Mia3:St6galnac4	Mia3	St6galnac4	ENSMUSG00000056050.16	ENSMUSG00000079442.13	MGI:2443183	MGI:1341894	unique_gencode_gene	unique_gencode_gene	chr1	chr2	Mus musculus	GRCm39	GENCODE M28	1		unavailable_read_to_sample_mapping	1	0	True	0	False	False	False	LongGF;JaffaL;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28;supplementary_table_7;supplementary_table_8	https://www.nature.com/articles/s41586-026-10982-x
