probe_id	pair_id	side	transcript_id	gene_id	chrom	breakpoint	strand	reference
Tmem67:Chaserr	Tmem67:Chaserr	a	ENSMUST00000131145.9	ENSMUSG00000049488.15	chr4	12079875	-	GENCODE M28 / GRCm39
Tmem67:Chaserr	Tmem67:Chaserr	a	ENSMUST00000108293.3	ENSMUSG00000049488.15	chr4	12079875	-	GENCODE M28 / GRCm39
Tmem67:Chaserr	Tmem67:Chaserr	a	ENSMUST00000146140.8	ENSMUSG00000049488.15	chr4	12079875	-	GENCODE M28 / GRCm39
Tmem67:Chaserr	Tmem67:Chaserr	a	ENSMUST00000147746.8	ENSMUSG00000049488.15	chr4	12079875	-	GENCODE M28 / GRCm39
Tmem67:Chaserr	Tmem67:Chaserr	a	ENSMUST00000151859.2	ENSMUSG00000049488.15	chr4	12079875	-	GENCODE M28 / GRCm39
Tmem67:Chaserr	Tmem67:Chaserr	b	ENSMUST00000184587.5	ENSMUSG00000101970.9	chr7	73199400	-	GENCODE M28 / GRCm39
Tmem67:Chaserr	Tmem67:Chaserr	b	ENSMUST00000190028.7	ENSMUSG00000101970.9	chr7	73199400	-	GENCODE M28 / GRCm39
Tmem67:Chaserr	Tmem67:Chaserr	b	ENSMUST00000183916.8	ENSMUSG00000101970.9	chr7	73199400	-	GENCODE M28 / GRCm39
Tmem67:Chaserr	Tmem67:Chaserr	b	ENSMUST00000187421.7	ENSMUSG00000101970.9	chr7	73199400	-	GENCODE M28 / GRCm39
Tmem67:Chaserr	Tmem67:Chaserr	b	ENSMUST00000184855.8	ENSMUSG00000101970.9	chr7	73199400	-	GENCODE M28 / GRCm39
Tnfrsf1b:Prxl2b	Tnfrsf1b:Prxl2b	a	ENSMUST00000030336.11	ENSMUSG00000028599.11	chr4	144973294	-	GENCODE M28 / GRCm39
Tnfrsf1b:Prxl2b	Tnfrsf1b:Prxl2b	a	ENSMUST00000143055.2	ENSMUSG00000028599.11	chr4	144973294	-	GENCODE M28 / GRCm39
Tnfrsf1b:Prxl2b	Tnfrsf1b:Prxl2b	b	ENSMUST00000123513.2	ENSMUSG00000029059.10	chr4	154983137	-	GENCODE M28 / GRCm39
Tnfrsf1b:Prxl2b	Tnfrsf1b:Prxl2b	b	ENSMUST00000030935.10	ENSMUSG00000029059.10	chr4	154983137	-	GENCODE M28 / GRCm39
Tomm70a:Ltn1	Tomm70a:Ltn1	a	ENSMUST00000166897.3	ENSMUSG00000022752.10	chr16	56942557	+	GENCODE M28 / GRCm39
Tomm70a:Ltn1	Tomm70a:Ltn1	b	ENSMUST00000039449.9	ENSMUSG00000052299.10	chr16	87179674	-	GENCODE M28 / GRCm39
Trappc10:Lyz2	Trappc10:Lyz2	a	ENSMUST00000000384.8	ENSMUSG00000000374.9	chr10	78046598	-	GENCODE M28 / GRCm39
Trappc10:Lyz2	Trappc10:Lyz2	b	ENSMUST00000092163.9	ENSMUSG00000069516.9	chr10	117116710	-	GENCODE M28 / GRCm39
Trim25:Atox1	Trim25:Atox1	a	ENSMUST00000100627.9	ENSMUSG00000000275.17	chr11	88895650	+	GENCODE M28 / GRCm39
Trim25:Atox1	Trim25:Atox1	a	ENSMUST00000107896.10	ENSMUSG00000000275.17	chr11	88895650	+	GENCODE M28 / GRCm39
Trim25:Atox1	Trim25:Atox1	a	ENSMUST00000000284.7	ENSMUSG00000000275.17	chr11	88895650	+	GENCODE M28 / GRCm39
Trim25:Atox1	Trim25:Atox1	b	ENSMUST00000108857.2	ENSMUSG00000018585.10	chr11	55341451	-	GENCODE M28 / GRCm39
Trim30c:Gm15133	Trim30c:Gm15133	a	ENSMUST00000106828.3	ENSMUSG00000078616.3	chr7	104036607	-	GENCODE M28 / GRCm39
Trim30c:Gm15133	Trim30c:Gm15133	b	ENSMUST00000152031.8	ENSMUSG00000087175.8	chr7	103973739	+	GENCODE M28 / GRCm39
Trim30c:Gm15133	Trim30c:Gm15133	b	ENSMUST00000139019.2	ENSMUSG00000087175.8	chr7	103973739	+	GENCODE M28 / GRCm39
Tspan31:Nup88	Tspan31:Nup88	a	ENSMUST00000060991.6	ENSMUSG00000006736.10	chr10	126905215	-	GENCODE M28 / GRCm39
Tspan31:Nup88	Tspan31:Nup88	a	ENSMUST00000218603.2	ENSMUSG00000006736.10	chr10	126905215	-	GENCODE M28 / GRCm39
Tspan31:Nup88	Tspan31:Nup88	a	ENSMUST00000220344.2	ENSMUSG00000006736.10	chr10	126905215	-	GENCODE M28 / GRCm39
Tspan31:Nup88	Tspan31:Nup88	a	ENSMUST00000217875.2	ENSMUSG00000006736.10	chr10	126905215	-	GENCODE M28 / GRCm39
Tspan31:Nup88	Tspan31:Nup88	b	ENSMUST00000148168.8	ENSMUSG00000040667.12	chr11	70835811	-	GENCODE M28 / GRCm39
Tspan31:Nup88	Tspan31:Nup88	b	ENSMUST00000108531.8	ENSMUSG00000040667.12	chr11	70835811	-	GENCODE M28 / GRCm39
Tspan31:Nup88	Tspan31:Nup88	b	ENSMUST00000123192.2	ENSMUSG00000040667.12	chr11	70835811	-	GENCODE M28 / GRCm39
Tspan31:Nup88	Tspan31:Nup88	b	ENSMUST00000035283.11	ENSMUSG00000040667.12	chr11	70835811	-	GENCODE M28 / GRCm39
Tspan31:Nup88	Tspan31:Nup88	b	ENSMUST00000141179.8	ENSMUSG00000040667.12	chr11	70835811	-	GENCODE M28 / GRCm39
Tspan31:Nup88	Tspan31:Nup88	b	ENSMUST00000123917.2	ENSMUSG00000040667.12	chr11	70835811	-	GENCODE M28 / GRCm39
Tspan31:Nup88	Tspan31:Nup88	b	ENSMUST00000129615.2	ENSMUSG00000040667.12	chr11	70835811	-	GENCODE M28 / GRCm39
Txlng:Sms	Txlng:Sms	a	ENSMUST00000041370.11	ENSMUSG00000038344.15	chrX	161612235	-	GENCODE M28 / GRCm39
Txlng:Sms	Txlng:Sms	a	ENSMUST00000112316.9	ENSMUSG00000038344.15	chrX	161612235	-	GENCODE M28 / GRCm39
Txlng:Sms	Txlng:Sms	a	ENSMUST00000112315.2	ENSMUSG00000038344.15	chrX	161612235	-	GENCODE M28 / GRCm39
Txlng:Sms	Txlng:Sms	a	ENSMUST00000150080.2	ENSMUSG00000038344.15	chrX	161612235	-	GENCODE M28 / GRCm39
Txlng:Sms	Txlng:Sms	b	ENSMUST00000112529.8	ENSMUSG00000071708.12	chrX	156239104	-	GENCODE M28 / GRCm39
Txlng:Sms	Txlng:Sms	b	ENSMUST00000146026.2	ENSMUSG00000071708.12	chrX	156239104	-	GENCODE M28 / GRCm39
Ube2g1:Skap2	Ube2g1:Skap2	a	ENSMUST00000021148.13	ENSMUSG00000020794.14	chr11	72563883	+	GENCODE M28 / GRCm39
Ube2g1:Skap2	Ube2g1:Skap2	a	ENSMUST00000138247.8	ENSMUSG00000020794.14	chr11	72563883	+	GENCODE M28 / GRCm39
Ube2g1:Skap2	Ube2g1:Skap2	a	ENSMUST00000126046.2	ENSMUSG00000020794.14	chr11	72563883	+	GENCODE M28 / GRCm39
Ube2g1:Skap2	Ube2g1:Skap2	b	ENSMUST00000204778.3	ENSMUSG00000059182.9	chr6	51856828	-	GENCODE M28 / GRCm39
Ube2g1:Skap2	Ube2g1:Skap2	b	ENSMUST00000078214.8	ENSMUSG00000059182.9	chr6	51856828	-	GENCODE M28 / GRCm39
Ube2g1:Skap2	Ube2g1:Skap2	b	ENSMUST00000203948.2	ENSMUSG00000059182.9	chr6	51856828	-	GENCODE M28 / GRCm39
Ube2g1:Skap2	Ube2g1:Skap2	b	ENSMUST00000204178.2	ENSMUSG00000059182.9	chr6	51856828	-	GENCODE M28 / GRCm39
Ubxn2b:Nsmaf	Ubxn2b:Nsmaf	a	ENSMUST00000029907.6	ENSMUSG00000028243.6	chr4	6196514	+	GENCODE M28 / GRCm39
Ubxn2b:Nsmaf	Ubxn2b:Nsmaf	b	ENSMUST00000029910.12	ENSMUSG00000028245.16	chr4	6418523	-	GENCODE M28 / GRCm39
Ubxn2b:Nsmaf	Ubxn2b:Nsmaf	b	ENSMUST00000143704.8	ENSMUSG00000028245.16	chr4	6418523	-	GENCODE M28 / GRCm39
Ubxn2b:Nsmaf	Ubxn2b:Nsmaf	b	ENSMUST00000143566.8	ENSMUSG00000028245.16	chr4	6418523	-	GENCODE M28 / GRCm39
Ubxn2b:Nsmaf	Ubxn2b:Nsmaf	b	ENSMUST00000156078.2	ENSMUSG00000028245.16	chr4	6418523	-	GENCODE M28 / GRCm39
Ufsp2:Oas1g	Ufsp2:Oas1g	a	ENSMUST00000034051.7	ENSMUSG00000031634.14	chr8	46433676	+	GENCODE M28 / GRCm39
Ufsp2:Oas1g	Ufsp2:Oas1g	a	ENSMUST00000210081.2	ENSMUSG00000031634.14	chr8	46433676	+	GENCODE M28 / GRCm39
Ufsp2:Oas1g	Ufsp2:Oas1g	a	ENSMUST00000130412.8	ENSMUSG00000031634.14	chr8	46433676	+	GENCODE M28 / GRCm39
Ufsp2:Oas1g	Ufsp2:Oas1g	a	ENSMUST00000123041.8	ENSMUSG00000031634.14	chr8	46433676	+	GENCODE M28 / GRCm39
Ufsp2:Oas1g	Ufsp2:Oas1g	a	ENSMUST00000123307.8	ENSMUSG00000031634.14	chr8	46433676	+	GENCODE M28 / GRCm39
Ufsp2:Oas1g	Ufsp2:Oas1g	b	ENSMUST00000086368.12	ENSMUSG00000066861.15	chr5	121017395	-	GENCODE M28 / GRCm39
Ufsp2:Oas1g	Ufsp2:Oas1g	b	ENSMUST00000162096.8	ENSMUSG00000066861.15	chr5	121017395	-	GENCODE M28 / GRCm39
Ufsp2:Oas1g	Ufsp2:Oas1g	b	ENSMUST00000161809.2	ENSMUSG00000066861.15	chr5	121017395	-	GENCODE M28 / GRCm39
Uty:Csnk1g3	Uty:Csnk1g3	a	ENSMUST00000143286.8	ENSMUSG00000068457.15	chrY	1186774	-	GENCODE M28 / GRCm39
Uty:Csnk1g3	Uty:Csnk1g3	a	ENSMUST00000154666.8	ENSMUSG00000068457.15	chrY	1186774	-	GENCODE M28 / GRCm39
Uty:Csnk1g3	Uty:Csnk1g3	a	ENSMUST00000069309.14	ENSMUSG00000068457.15	chrY	1186774	-	GENCODE M28 / GRCm39
Uty:Csnk1g3	Uty:Csnk1g3	a	ENSMUST00000139365.8	ENSMUSG00000068457.15	chrY	1186774	-	GENCODE M28 / GRCm39
Uty:Csnk1g3	Uty:Csnk1g3	a	ENSMUST00000154004.8	ENSMUSG00000068457.15	chrY	1186774	-	GENCODE M28 / GRCm39
Uty:Csnk1g3	Uty:Csnk1g3	a	ENSMUST00000143958.8	ENSMUSG00000068457.15	chrY	1186774	-	GENCODE M28 / GRCm39
Uty:Csnk1g3	Uty:Csnk1g3	a	ENSMUST00000137048.8	ENSMUSG00000068457.15	chrY	1186774	-	GENCODE M28 / GRCm39
Uty:Csnk1g3	Uty:Csnk1g3	a	ENSMUST00000157073.8	ENSMUSG00000068457.15	chrY	1186774	-	GENCODE M28 / GRCm39
Uty:Csnk1g3	Uty:Csnk1g3	b	ENSMUST00000069597.8	ENSMUSG00000073563.4	chr18	54028603	+	GENCODE M28 / GRCm39
Uty:Csnk1g3	Uty:Csnk1g3	b	ENSMUST00000237880.2	ENSMUSG00000073563.4	chr18	54028603	+	GENCODE M28 / GRCm39
Uxt:Pi4k2a	Uxt:Pi4k2a	a	ENSMUST00000129899.8	ENSMUSG00000001134.10	chrX	20825974	-	GENCODE M28 / GRCm39
Uxt:Pi4k2a	Uxt:Pi4k2a	a	ENSMUST00000123836.2	ENSMUSG00000001134.10	chrX	20825974	-	GENCODE M28 / GRCm39
Uxt:Pi4k2a	Uxt:Pi4k2a	a	ENSMUST00000150719.8	ENSMUSG00000001134.10	chrX	20825974	-	GENCODE M28 / GRCm39
Uxt:Pi4k2a	Uxt:Pi4k2a	a	ENSMUST00000001162.10	ENSMUSG00000001134.10	chrX	20825974	-	GENCODE M28 / GRCm39
Uxt:Pi4k2a	Uxt:Pi4k2a	a	ENSMUST00000142341.2	ENSMUSG00000001134.10	chrX	20825974	-	GENCODE M28 / GRCm39
Uxt:Pi4k2a	Uxt:Pi4k2a	b	ENSMUST00000235932.2	ENSMUSG00000025178.10	chr19	42110034	+	GENCODE M28 / GRCm39
Uxt:Pi4k2a	Uxt:Pi4k2a	b	ENSMUST00000066778.6	ENSMUSG00000025178.10	chr19	42110034	+	GENCODE M28 / GRCm39
Uxt:Pi4k2a	Uxt:Pi4k2a	b	ENSMUST00000235988.2	ENSMUSG00000025178.10	chr19	42110034	+	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	a	ENSMUST00000119818.8	ENSMUSG00000036099.17	chr10	93842822	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	a	ENSMUST00000047711.13	ENSMUSG00000036099.17	chr10	93842822	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	a	ENSMUST00000118077.8	ENSMUSG00000036099.17	chr10	93842822	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	a	ENSMUST00000118205.8	ENSMUSG00000036099.17	chr10	93842822	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	a	ENSMUST00000150704.8	ENSMUSG00000036099.17	chr10	93842822	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	a	ENSMUST00000123201.8	ENSMUSG00000036099.17	chr10	93842822	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	a	ENSMUST00000150344.2	ENSMUSG00000036099.17	chr10	93842822	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	a	ENSMUST00000132735.2	ENSMUSG00000036099.17	chr10	93842822	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	a	ENSMUST00000154267.2	ENSMUSG00000036099.17	chr10	93842822	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	b	ENSMUST00000218731.2	ENSMUSG00000069520.7	chr10	115195672	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	b	ENSMUST00000219890.2	ENSMUSG00000069520.7	chr10	115195672	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	b	ENSMUST00000217887.2	ENSMUSG00000069520.7	chr10	115195672	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	b	ENSMUST00000092170.7	ENSMUSG00000069520.7	chr10	115195672	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	b	ENSMUST00000217884.2	ENSMUSG00000069520.7	chr10	115195672	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	b	ENSMUST00000217848.2	ENSMUSG00000069520.7	chr10	115195672	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	b	ENSMUST00000218009.2	ENSMUSG00000069520.7	chr10	115195672	-	GENCODE M28 / GRCm39
Vezt:Tmem19	Vezt:Tmem19	b	ENSMUST00000220336.2	ENSMUSG00000069520.7	chr10	115195672	-	GENCODE M28 / GRCm39
Vps13d:Cmpk1	Vps13d:Cmpk1	a	ENSMUST00000036579.14	ENSMUSG00000020220.17	chr4	144894686	-	GENCODE M28 / GRCm39
Vps13d:Cmpk1	Vps13d:Cmpk1	a	ENSMUST00000020441.13	ENSMUSG00000020220.17	chr4	144894686	-	GENCODE M28 / GRCm39
Vps13d:Cmpk1	Vps13d:Cmpk1	b	ENSMUST00000030491.9	ENSMUSG00000028719.9	chr4	114820358	-	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	a	ENSMUST00000020301.14	ENSMUSG00000020101.15	chr10	60200087	+	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	a	ENSMUST00000105460.8	ENSMUSG00000020101.15	chr10	60200087	+	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	a	ENSMUST00000170507.8	ENSMUSG00000020101.15	chr10	60200087	+	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	a	ENSMUST00000105459.2	ENSMUSG00000020101.15	chr10	60200087	+	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	b	ENSMUST00000033913.11	ENSMUSG00000031516.12	chr8	34564448	-	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	b	ENSMUST00000117243.8	ENSMUSG00000031516.12	chr8	34564448	-	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	b	ENSMUST00000131839.8	ENSMUSG00000031516.12	chr8	34564448	-	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	b	ENSMUST00000152422.8	ENSMUSG00000031516.12	chr8	34564448	-	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	b	ENSMUST00000118811.8	ENSMUSG00000031516.12	chr8	34564448	-	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	b	ENSMUST00000142661.2	ENSMUSG00000031516.12	chr8	34564448	-	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	b	ENSMUST00000153537.2	ENSMUSG00000031516.12	chr8	34564448	-	GENCODE M28 / GRCm39
Vsir:Dctn6	Vsir:Dctn6	b	ENSMUST00000143411.2	ENSMUSG00000031516.12	chr8	34564448	-	GENCODE M28 / GRCm39
Wasl:Chchd3	Wasl:Chchd3	a	ENSMUST00000031695.15	ENSMUSG00000029684.15	chr6	24664535	-	GENCODE M28 / GRCm39
Wasl:Chchd3	Wasl:Chchd3	a	ENSMUST00000041737.8	ENSMUSG00000029684.15	chr6	24664535	-	GENCODE M28 / GRCm39
Wasl:Chchd3	Wasl:Chchd3	a	ENSMUST00000173399.2	ENSMUSG00000029684.15	chr6	24664535	-	GENCODE M28 / GRCm39
Wasl:Chchd3	Wasl:Chchd3	b	ENSMUST00000129069.8	ENSMUSG00000053768.14	chr6	32829150	-	GENCODE M28 / GRCm39
Wasl:Chchd3	Wasl:Chchd3	b	ENSMUST00000066379.11	ENSMUSG00000053768.14	chr6	32829150	-	GENCODE M28 / GRCm39
Wasl:Chchd3	Wasl:Chchd3	b	ENSMUST00000124436.8	ENSMUSG00000053768.14	chr6	32829150	-	GENCODE M28 / GRCm39
Wasl:Chchd3	Wasl:Chchd3	b	ENSMUST00000143206.8	ENSMUSG00000053768.14	chr6	32829150	-	GENCODE M28 / GRCm39
Wasl:Chchd3	Wasl:Chchd3	b	ENSMUST00000133375.8	ENSMUSG00000053768.14	chr6	32829150	-	GENCODE M28 / GRCm39
Wasl:Chchd3	Wasl:Chchd3	b	ENSMUST00000125264.8	ENSMUSG00000053768.14	chr6	32829150	-	GENCODE M28 / GRCm39
Wasl:Chchd3	Wasl:Chchd3	b	ENSMUST00000127666.8	ENSMUSG00000053768.14	chr6	32829150	-	GENCODE M28 / GRCm39
Wasl:Chchd3	Wasl:Chchd3	b	ENSMUST00000115091.2	ENSMUSG00000053768.14	chr6	32829150	-	GENCODE M28 / GRCm39
Wdr41:Tbca	Wdr41:Tbca	a	ENSMUST00000160115.8	ENSMUSG00000042015.18	chr13	95115093	+	GENCODE M28 / GRCm39
Wdr41:Tbca	Wdr41:Tbca	a	ENSMUST00000222995.2	ENSMUSG00000042015.18	chr13	95115093	+	GENCODE M28 / GRCm39
Wdr41:Tbca	Wdr41:Tbca	a	ENSMUST00000160801.8	ENSMUSG00000042015.18	chr13	95115093	+	GENCODE M28 / GRCm39
Wdr41:Tbca	Wdr41:Tbca	a	ENSMUST00000056512.14	ENSMUSG00000042015.18	chr13	95115093	+	GENCODE M28 / GRCm39
Wdr41:Tbca	Wdr41:Tbca	a	ENSMUST00000160409.2	ENSMUSG00000042015.18	chr13	95115093	+	GENCODE M28 / GRCm39
Wdr41:Tbca	Wdr41:Tbca	a	ENSMUST00000159647.8	ENSMUSG00000042015.18	chr13	95115093	+	GENCODE M28 / GRCm39
Wdr41:Tbca	Wdr41:Tbca	a	ENSMUST00000167155.2	ENSMUSG00000042015.18	chr13	95115093	+	GENCODE M28 / GRCm39
Wdr41:Tbca	Wdr41:Tbca	b	ENSMUST00000046644.7	ENSMUSG00000042043.7	chr13	94968868	+	GENCODE M28 / GRCm39
Wdr41:Tbca	Wdr41:Tbca	b	ENSMUST00000220819.2	ENSMUSG00000042043.7	chr13	94968868	+	GENCODE M28 / GRCm39
Wdr41:Tbca	Wdr41:Tbca	b	ENSMUST00000220825.2	ENSMUSG00000042043.7	chr13	94968868	+	GENCODE M28 / GRCm39
Wdyhv1:Prdx1	Wdyhv1:Prdx1	a	ENSMUST00000067563.9	ENSMUSG00000022359.11	chr15	58004977	+	GENCODE M28 / GRCm39
Wdyhv1:Prdx1	Wdyhv1:Prdx1	a	ENSMUST00000228761.2	ENSMUSG00000022359.11	chr15	58004977	+	GENCODE M28 / GRCm39
Wdyhv1:Prdx1	Wdyhv1:Prdx1	a	ENSMUST00000227142.2	ENSMUSG00000022359.11	chr15	58004977	+	GENCODE M28 / GRCm39
Wdyhv1:Prdx1	Wdyhv1:Prdx1	a	ENSMUST00000226955.2	ENSMUSG00000022359.11	chr15	58004977	+	GENCODE M28 / GRCm39
Wdyhv1:Prdx1	Wdyhv1:Prdx1	a	ENSMUST00000228693.2	ENSMUSG00000022359.11	chr15	58004977	+	GENCODE M28 / GRCm39
Wdyhv1:Prdx1	Wdyhv1:Prdx1	a	ENSMUST00000226889.2	ENSMUSG00000022359.11	chr15	58004977	+	GENCODE M28 / GRCm39
Wdyhv1:Prdx1	Wdyhv1:Prdx1	b	ENSMUST00000135573.8	ENSMUSG00000028691.13	chr4	116556368	+	GENCODE M28 / GRCm39
Wdyhv1:Prdx1	Wdyhv1:Prdx1	b	ENSMUST00000106470.8	ENSMUSG00000028691.13	chr4	116556368	+	GENCODE M28 / GRCm39
Wwox:Maf	Wwox:Maf	a	ENSMUST00000004756.14	ENSMUSG00000004637.16	chr8	115215744	+	GENCODE M28 / GRCm39
Wwox:Maf	Wwox:Maf	a	ENSMUST00000160862.8	ENSMUSG00000004637.16	chr8	115215744	+	GENCODE M28 / GRCm39
Wwox:Maf	Wwox:Maf	a	ENSMUST00000109108.9	ENSMUSG00000004637.16	chr8	115215744	+	GENCODE M28 / GRCm39
Wwox:Maf	Wwox:Maf	a	ENSMUST00000161753.2	ENSMUSG00000004637.16	chr8	115215744	+	GENCODE M28 / GRCm39
Wwox:Maf	Wwox:Maf	b	ENSMUST00000069009.7	ENSMUSG00000055435.7	chr8	116411500	-	GENCODE M28 / GRCm39
Ypel2:Capg	Ypel2:Capg	a	ENSMUST00000018571.5	ENSMUSG00000018427.9	chr11	86884418	-	GENCODE M28 / GRCm39
Ypel2:Capg	Ypel2:Capg	b	ENSMUST00000071044.13	ENSMUSG00000056737.15	chr6	72532256	+	GENCODE M28 / GRCm39
Ypel2:Capg	Ypel2:Capg	b	ENSMUST00000114072.8	ENSMUSG00000056737.15	chr6	72532256	+	GENCODE M28 / GRCm39
Ypel2:Capg	Ypel2:Capg	b	ENSMUST00000155188.8	ENSMUSG00000056737.15	chr6	72532256	+	GENCODE M28 / GRCm39
Ypel2:Capg	Ypel2:Capg	b	ENSMUST00000126124.8	ENSMUSG00000056737.15	chr6	72532256	+	GENCODE M28 / GRCm39
Ypel2:Capg	Ypel2:Capg	b	ENSMUST00000114071.8	ENSMUSG00000056737.15	chr6	72532256	+	GENCODE M28 / GRCm39
Ypel2:Capg	Ypel2:Capg	b	ENSMUST00000137435.2	ENSMUSG00000056737.15	chr6	72532256	+	GENCODE M28 / GRCm39
Ypel2:Capg	Ypel2:Capg	b	ENSMUST00000155705.8	ENSMUSG00000056737.15	chr6	72532256	+	GENCODE M28 / GRCm39
Ypel2:Capg	Ypel2:Capg	b	ENSMUST00000134809.8	ENSMUSG00000056737.15	chr6	72532256	+	GENCODE M28 / GRCm39
Ypel2:Capg	Ypel2:Capg	b	ENSMUST00000126101.3	ENSMUSG00000056737.15	chr6	72532256	+	GENCODE M28 / GRCm39
Zbtb17:Dhrs3	Zbtb17:Dhrs3	a	ENSMUST00000006377.13	ENSMUSG00000006215.13	chr4	141174648	+	GENCODE M28 / GRCm39
Zbtb17:Dhrs3	Zbtb17:Dhrs3	a	ENSMUST00000142438.8	ENSMUSG00000006215.13	chr4	141174648	+	GENCODE M28 / GRCm39
Zbtb17:Dhrs3	Zbtb17:Dhrs3	a	ENSMUST00000142020.8	ENSMUSG00000006215.13	chr4	141174648	+	GENCODE M28 / GRCm39
Zbtb17:Dhrs3	Zbtb17:Dhrs3	a	ENSMUST00000144899.2	ENSMUSG00000006215.13	chr4	141174648	+	GENCODE M28 / GRCm39
Zbtb17:Dhrs3	Zbtb17:Dhrs3	b	ENSMUST00000105744.8	ENSMUSG00000066026.15	chr4	144645221	+	GENCODE M28 / GRCm39
Zbtb17:Dhrs3	Zbtb17:Dhrs3	b	ENSMUST00000171001.8	ENSMUSG00000066026.15	chr4	144645221	+	GENCODE M28 / GRCm39
Zbtb17:Dhrs3	Zbtb17:Dhrs3	b	ENSMUST00000154208.8	ENSMUSG00000066026.15	chr4	144645221	+	GENCODE M28 / GRCm39
Zbtb17:Dhrs3	Zbtb17:Dhrs3	b	ENSMUST00000128926.8	ENSMUSG00000066026.15	chr4	144645221	+	GENCODE M28 / GRCm39
Zbtb17:Dhrs3	Zbtb17:Dhrs3	b	ENSMUST00000142808.8	ENSMUSG00000066026.15	chr4	144645221	+	GENCODE M28 / GRCm39
Zbtb17:Dhrs3	Zbtb17:Dhrs3	b	ENSMUST00000084184.7	ENSMUSG00000066026.15	chr4	144645221	+	GENCODE M28 / GRCm39
Zcchc8:Sars	Zcchc8:Sars	a	ENSMUST00000196282.5	ENSMUSG00000029427.12	chr5	123857555	-	GENCODE M28 / GRCm39
Zcchc8:Sars	Zcchc8:Sars	a	ENSMUST00000031376.12	ENSMUSG00000029427.12	chr5	123857555	-	GENCODE M28 / GRCm39
Zcchc8:Sars	Zcchc8:Sars	a	ENSMUST00000196333.5	ENSMUSG00000029427.12	chr5	123857555	-	GENCODE M28 / GRCm39
Zcchc8:Sars	Zcchc8:Sars	a	ENSMUST00000196001.2	ENSMUSG00000029427.12	chr5	123857555	-	GENCODE M28 / GRCm39
Zcchc8:Sars	Zcchc8:Sars	b	ENSMUST00000090553.12	ENSMUSG00000068739.14	chr3	108334705	-	GENCODE M28 / GRCm39
Zcchc8:Sars	Zcchc8:Sars	b	ENSMUST00000102625.11	ENSMUSG00000068739.14	chr3	108334705	-	GENCODE M28 / GRCm39
Zfp266:Ly6a	Zfp266:Ly6a	a	ENSMUST00000174462.8	ENSMUSG00000060510.15	chr9	20419315	-	GENCODE M28 / GRCm39
Zfp266:Ly6a	Zfp266:Ly6a	a	ENSMUST00000068296.8	ENSMUSG00000060510.15	chr9	20419315	-	GENCODE M28 / GRCm39
Zfp266:Ly6a	Zfp266:Ly6a	a	ENSMUST00000215908.2	ENSMUSG00000060510.15	chr9	20419315	-	GENCODE M28 / GRCm39
Zfp266:Ly6a	Zfp266:Ly6a	a	ENSMUST00000213418.2	ENSMUSG00000060510.15	chr9	20419315	-	GENCODE M28 / GRCm39
Zfp266:Ly6a	Zfp266:Ly6a	a	ENSMUST00000217488.2	ENSMUSG00000060510.15	chr9	20419315	-	GENCODE M28 / GRCm39
Zfp266:Ly6a	Zfp266:Ly6a	b	ENSMUST00000189068.7	ENSMUSG00000075602.11	chr15	74869481	-	GENCODE M28 / GRCm39
Zfp266:Ly6a	Zfp266:Ly6a	b	ENSMUST00000023248.13	ENSMUSG00000075602.11	chr15	74869481	-	GENCODE M28 / GRCm39
