gene_symbol	gene_id	mgi_id	chrom	start	end	strand
4930432L08Rik	ENSMUSG00000087037.2	MGI:1921871	chr5	76479085	76489732	+
Nmu	ENSMUSG00000029236.5	MGI:1860476	chr5	76481342	76511635	-
Gm42666	ENSMUSG00000107160.2	MGI:5662803	chr5	76558201	76558352	+
Gm42665	ENSMUSG00000106982.2	MGI:5662802	chr5	76598548	76599621	-
Gm7271	ENSMUSG00000091204.9	MGI:3647743	chr5	76631887	76664496	+
Exoc1	ENSMUSG00000036435.14	MGI:2445020	chr5	76677158	76718141	+
Cep135	ENSMUSG00000036403.16	MGI:2681869	chr5	76736545	76794313	+
A730089K16Rik	ENSMUSG00000103529.2	MGI:2443970	chr5	76803776	76806202	-
Cracd	ENSMUSG00000036377.20	MGI:2444817	chr5	76804359	77021401	+
Gm7494	ENSMUSG00000083874.2	MGI:3643474	chr5	76889920	76890360	-
Aasdh	ENSMUSG00000055923.17	MGI:2442517	chr5	77021506	77053361	-
Ppat	ENSMUSG00000029246.15	MGI:2387203	chr5	77061096	77099425	-
2310040G07Rik	ENSMUSG00000072852.5	MGI:1917534	chr5	77076219	77095605	+
Paics	ENSMUSG00000029247.18	MGI:1914304	chr5	77099154	77115356	+
Srp72	ENSMUSG00000036323.15	MGI:1333795	chr5	77122530	77147784	+
Arl9	ENSMUSG00000063820.12	MGI:1915496	chr5	77151902	77158453	+
1700112J05Rik	ENSMUSG00000086632.2	MGI:3696786	chr5	77154296	77166710	-
Thegl	ENSMUSG00000029248.15	MGI:1919118	chr5	77163870	77209376	+
Hopx	ENSMUSG00000059325.15	MGI:1916782	chr5	77234835	77262968	-
Hopxos	ENSMUSG00000087541.2	MGI:3801917	chr5	77242379	77250150	+
Gm15831	ENSMUSG00000085858.2	MGI:3801916	chr5	77264657	77270195	-
Chaer1	ENSMUSG00000106783.2	MGI:5624990	chr5	77286318	77288099	-
Spink2	ENSMUSG00000053030.12	MGI:1917232	chr5	77352954	77359318	-
Gm19060	ENSMUSG00000107034.2	MGI:5011245	chr5	77375225	77375797	+
Rest	ENSMUSG00000029249.16	MGI:104897	chr5	77413338	77434279	+
Mir5098	ENSMUSG00000093061.3	MGI:4950415	chr5	77420604	77420685	+
Noa1	ENSMUSG00000036285.11	MGI:1914306	chr5	77442029	77457931	-
Polr2b	ENSMUSG00000029250.6	MGI:2388280	chr5	77457994	77497171	+
Gm42758	ENSMUSG00000107238.2	MGI:5662895	chr5	77466502	77466784	+
Igfbp7	ENSMUSG00000036256.14	MGI:1352480	chr5	77497087	77555888	-
Gm34648	ENSMUSG00000106828.2	MGI:5593807	chr5	77534446	77541530	+
Gm34728	ENSMUSG00000106906.2	MGI:5593887	chr5	77581881	77621066	+
1700017L05Rik	ENSMUSG00000107232.2	MGI:1916620	chr5	77613335	77616698	+
Gm42761	ENSMUSG00000106985.2	MGI:5662898	chr5	77633574	77642208	+
Pea15b-ps	ENSMUSG00000047652.5	MGI:3525016	chr5	77659025	77659595	-
Gm22011	ENSMUSG00000089415.3	MGI:5451788	chr5	77817571	77817693	-
Gm31049	ENSMUSG00000106996.2	MGI:5590208	chr5	77835223	77837059	+
Gm42673	ENSMUSG00000106960.2	MGI:5662810	chr5	78056971	78057307	-
Mthfr-ps1	ENSMUSG00000044058.9	MGI:2384077	chr5	78621732	78622582	+
Gm43232	ENSMUSG00000107309.2	MGI:5663369	chr5	78688375	78688738	+
Gm25756	ENSMUSG00000077178.3	MGI:5455533	chr5	78927706	78927841	+
Gm43234	ENSMUSG00000107308.2	MGI:5663371	chr5	79588044	79588061	+
Gm18452	ENSMUSG00000107183.2	MGI:5010637	chr5	79655248	79656358	+
Gm23429	ENSMUSG00000084435.4	MGI:5453206	chr5	79898228	79898376	-
Gm24304	ENSMUSG00000119601.1	MGI:5454081	chr5	80246755	80246861	+
Gm22974	ENSMUSG00000065235.3	MGI:5452751	chr5	81041501	81041603	+
Gm2199	ENSMUSG00000083829.2	MGI:3780369	chr5	81048597	81049470	-
Adgrl3	ENSMUSG00000037605.17	MGI:2441950	chr5	81167985	81972980	+
Gm43594	ENSMUSG00000107226.2	MGI:5663731	chr5	81397096	81400537	+
Gm43084	ENSMUSG00000107375.2	MGI:5663221	chr5	81683573	81684519	+
ENSMUSG00002074859	ENSMUSG00002074859.1		chr5	81883774	81883862	+
Gm16054	ENSMUSG00000087431.2	MGI:3801819	chr5	81939756	81946273	-
2900064F13Rik	ENSMUSG00000106746.2	MGI:1920293	chr5	81974663	81975670	+
1700008H02Rik	ENSMUSG00000106860.2	MGI:1913575	chr5	82267526	82269209	-
1700031L13Rik	ENSMUSG00000099863.2	MGI:1914577	chr5	82270255	82272560	-
Rpl7-ps7	ENSMUSG00000106926.2	MGI:3644615	chr5	82484698	82485496	+
Mir1187	ENSMUSG00000080586.3	MGI:3783361	chr5	82946791	82946912	-
Gm24129	ENSMUSG00000089162.4	MGI:5453906	chr5	82951612	82951708	+
Gm43217	ENSMUSG00000106606.2	MGI:5663354	chr5	83188485	83188851	-
Tecrl	ENSMUSG00000049537.11	MGI:2444966	chr5	83425992	83503042	-
Gm15626	ENSMUSG00000081822.2	MGI:3783070	chr5	83447432	83448299	-
ENSMUSG00002076941	ENSMUSG00002076941.1		chr5	83612641	83612723	+
Gm25765	ENSMUSG00000077288.3	MGI:5455542	chr5	83796670	83796801	-
Gm25806	ENSMUSG00000084731.4	MGI:5455583	chr5	83837851	83837972	-
Gm24792	ENSMUSG00000077474.3	MGI:5454569	chr5	83871309	83871436	-
Gm4866	ENSMUSG00000106576.2	MGI:3646530	chr5	84011021	84011609	+
Epha5	ENSMUSG00000029245.17	MGI:99654	chr5	84202620	84565241	-
Hmgn2-ps1	ENSMUSG00000079067.6	MGI:3783162	chr5	84271172	84271450	+
Gm43532	ENSMUSG00000106598.2	MGI:5663669	chr5	84576664	84580479	+
Gm43531	ENSMUSG00000105658.2	MGI:5663668	chr5	84766565	84767678	+
Gm21006	ENSMUSG00000106389.2	MGI:5434361	chr5	85014038	85014704	-
Gm43567	ENSMUSG00000104878.2	MGI:5663704	chr5	85868633	85870610	+
Gm24626	ENSMUSG00000064555.3	MGI:5454403	chr5	85977486	85977646	+
Gm43564	ENSMUSG00000106225.2	MGI:5663701	chr5	86153266	86153476	-
Cenpc1	ENSMUSG00000029253.13	MGI:99700	chr5	86159883	86213442	-
Gm2287	ENSMUSG00000106282.2	MGI:3780458	chr5	86214616	86215754	+
Stap1	ENSMUSG00000029254.17	MGI:1926193	chr5	86219605	86253984	+
Gm24524	ENSMUSG00000064859.3	MGI:5454301	chr5	86227625	86227794	+
Uba6	ENSMUSG00000035898.14	MGI:1913894	chr5	86257146	86320662	-
Gnrhr	ENSMUSG00000029255.9	MGI:95790	chr5	86328613	86345760	-
Tmprss11c	ENSMUSG00000061184.9	MGI:3521861	chr5	86379340	86437167	-
Gm25473	ENSMUSG00000119790.1	MGI:5455250	chr5	86384714	86384820	-
Tmprss11d	ENSMUSG00000061259.12	MGI:2385221	chr5	86450076	86521279	-
Tmprss11a	ENSMUSG00000072845.4	MGI:2684853	chr5	86558269	86616849	-
Tmprss11g	ENSMUSG00000079451.10	MGI:2444058	chr5	86633735	86666459	-
Tmprss11f	ENSMUSG00000048764.17	MGI:2442348	chr5	86669757	86780283	-
Tmprss11b	ENSMUSG00000035861.7	MGI:2442893	chr5	86805490	86824221	-
Gm43056	ENSMUSG00000106507.2	MGI:5663193	chr5	86831709	86834499	-
Tmprss11e	ENSMUSG00000054537.9	MGI:3513175	chr5	86853045	86893674	-
Gm16579	ENSMUSG00000089851.2	MGI:4414999	chr5	86876758	86907595	+
Gm43055	ENSMUSG00000105704.2	MGI:5663192	chr5	86876765	86964965	+
Gm43057	ENSMUSG00000104937.2	MGI:5663194	chr5	86915000	86930892	-
Ythdc1	ENSMUSG00000035851.15	MGI:2443713	chr5	86952080	86984518	+
Gm21461	ENSMUSG00000105309.2	MGI:5434816	chr5	87008516	87011365	-
Ugt2b34	ENSMUSG00000029260.16	MGI:2140962	chr5	87037626	87054796	-
Gm25211	ENSMUSG00000119825.1	MGI:5454988	chr5	87064075	87064181	-
Ugt2b1	ENSMUSG00000035836.3	MGI:1919023	chr5	87064497	87074389	-
Gm24121	ENSMUSG00000075983.3	MGI:5453898	chr5	87076762	87076867	-
Gm20121	ENSMUSG00000104798.2	MGI:5012306	chr5	87107980	87109573	-
Gm53044	ENSMUSG00000118539.2	MGI:6388938	chr5	87110235	87110423	+
Gm7631	ENSMUSG00000106185.2	MGI:3644524	chr5	87124679	87139636	+
Gm5869	ENSMUSG00000104802.2	MGI:3648808	chr5	87145018	87146274	+
Ugt2b35	ENSMUSG00000035811.11	MGI:3576100	chr5	87148719	87161134	+
Gm18635	ENSMUSG00000105315.2	MGI:5010820	chr5	87162019	87163078	+
Gm42465	ENSMUSG00000106003.2	MGI:5662602	chr5	87202462	87203524	-
Ugt2b36	ENSMUSG00000070704.11	MGI:3576103	chr5	87213786	87240414	-
Gm31230	ENSMUSG00000105625.2	MGI:5590389	chr5	87245041	87248254	-
Gm42795	ENSMUSG00000106502.2	MGI:5662932	chr5	87262393	87262468	-
Ugt2b5	ENSMUSG00000054630.8	MGI:98900	chr5	87272819	87288177	-
Gm5717	ENSMUSG00000106111.2	MGI:3649128	chr5	87310138	87323149	-
Gm43369	ENSMUSG00000106330.2	MGI:5663506	chr5	87339481	87341032	-
Gm19418	ENSMUSG00000105240.2	MGI:5011603	chr5	87354976	87365970	-
Ugt2b37	ENSMUSG00000057425.4	MGI:2148239	chr5	87388352	87402663	-
Gm7646	ENSMUSG00000105897.3	MGI:3646880	chr5	87438038	87459676	-
Ugt2a3	ENSMUSG00000035780.3	MGI:1919344	chr5	87472831	87485054	-
Gm7652	ENSMUSG00000106303.2	MGI:3643731	chr5	87499339	87512677	-
Gm42796	ENSMUSG00000105192.2	MGI:5662933	chr5	87503694	87504780	+
Idi1-ps2	ENSMUSG00000104664.2	MGI:5594729	chr5	87517662	87518342	-
Gm21049	ENSMUSG00000106397.2	MGI:5434404	chr5	87524017	87527779	-
Gm43370	ENSMUSG00000106132.2	MGI:5663507	chr5	87549178	87550837	-
Ugt2b38	ENSMUSG00000061906.6	MGI:2140794	chr5	87557801	87572062	-
Ugt2a2	ENSMUSG00000029268.15	MGI:3576095	chr5	87607349	87630119	-
Ugt2a1	ENSMUSG00000106677.2	MGI:2149905	chr5	87607349	87638730	-
Gm43638	ENSMUSG00000107180.2	MGI:5663775	chr5	87608099	87634665	-
Sult1b1	ENSMUSG00000029269.12	MGI:2136282	chr5	87661198	87686054	-
Sult1d1	ENSMUSG00000029273.11	MGI:1926341	chr5	87702504	87716886	-
Sult1e1	ENSMUSG00000029272.9	MGI:98431	chr5	87723828	87739453	-
Mir3969	ENSMUSG00000106074.3	MGI:4950408	chr5	87743761	87743852	-
Gm43368	ENSMUSG00000106217.2	MGI:5663505	chr5	87748930	87749338	+
Gm21043	ENSMUSG00000105246.2	MGI:5434398	chr5	87751561	87753475	+
Csn1s1	ENSMUSG00000070702.10	MGI:88540	chr5	87814067	87830437	+
Csn2	ENSMUSG00000063157.10	MGI:88541	chr5	87840483	87847489	-
Gm25066	ENSMUSG00000119930.1	MGI:5454843	chr5	87881387	87881509	+
Gm42845	ENSMUSG00000105796.2	MGI:5662982	chr5	87884965	87885069	-
Gm24314	ENSMUSG00000119270.1	MGI:5454091	chr5	87912538	87912660	-
Csn1s2a	ENSMUSG00000061937.8	MGI:88542	chr5	87922426	87936656	+
Csn1s2b	ENSMUSG00000061388.12	MGI:105312	chr5	87955941	87972285	+
Prr27	ENSMUSG00000002240.13	MGI:1921029	chr5	87973545	87994246	+
Gm42794	ENSMUSG00000104839.2	MGI:5662931	chr5	87987748	87991277	-
Gm7337	ENSMUSG00000067156.6	MGI:3646689	chr5	87998218	88000872	+
Odam	ENSMUSG00000009580.16	MGI:1916842	chr5	88032888	88042033	+
1700066N21Rik	ENSMUSG00000099605.2	MGI:1920721	chr5	88056438	88127210	-
BC037156	ENSMUSG00000105888.2	MGI:3512757	chr5	88056638	88062030	+
Csn3	ENSMUSG00000001622.16	MGI:107461	chr5	88073438	88080524	+
BC051076	ENSMUSG00000055961.8	MGI:2670982	chr5	88111344	88114211	+
2310003L06Rik	ENSMUSG00000007457.4	MGI:1921498	chr5	88117318	88120729	+
Gm28434	ENSMUSG00000100704.2	MGI:5579140	chr5	88117376	88156136	+
Cabs1	ENSMUSG00000007907.5	MGI:1918227	chr5	88127298	88129403	+
Smr3a	ENSMUSG00000029280.14	MGI:102763	chr5	88150408	88156393	+
Gm7709	ENSMUSG00000105905.2	MGI:3646978	chr5	88210375	88212232	+
Gm42623	ENSMUSG00000104640.2	MGI:5662760	chr5	88218805	88219183	+
Smr2	ENSMUSG00000029281.14	MGI:102762	chr5	88234415	88256912	+
Gm11116	ENSMUSG00000079439.2	MGI:3779368	chr5	88258426	88259389	-
Gm42622	ENSMUSG00000105807.2	MGI:5662759	chr5	88292563	88292917	+
Gm11115	ENSMUSG00000079438.2	MGI:3779367	chr5	88301882	88301958	-
Gm42621	ENSMUSG00000106065.2	MGI:5662758	chr5	88344847	88349266	+
Gm42164	ENSMUSG00000105576.2	MGI:5625049	chr5	88358518	88358896	+
Gm7048	ENSMUSG00000106593.2	MGI:3779657	chr5	88379209	88381099	+
Smr2l	ENSMUSG00000090302.2	MGI:3646267	chr5	88416778	88430694	+
Prol1	ENSMUSG00000064156.9	MGI:107496	chr5	88465171	88476673	+
Amtn	ENSMUSG00000029282.4	MGI:1918671	chr5	88523967	88533775	+
Gm43431	ENSMUSG00000106633.2	MGI:5663568	chr5	88571074	88571413	+
Gm7721	ENSMUSG00000105013.2	MGI:3644419	chr5	88575672	88576217	+
Ambn	ENSMUSG00000029288.12	MGI:104655	chr5	88603850	88616390	+
Enam	ENSMUSG00000029286.13	MGI:1333772	chr5	88635834	88653908	+
Jchain	ENSMUSG00000067149.7	MGI:96493	chr5	88667668	88675750	-
Gm43432	ENSMUSG00000106322.2	MGI:5663569	chr5	88692895	88693015	-
Utp3	ENSMUSG00000070697.5	MGI:1919230	chr5	88702321	88703949	+
Rufy3	ENSMUSG00000029291.12	MGI:106484	chr5	88712899	88799251	+
Grsf1	ENSMUSG00000044221.15	MGI:106479	chr5	88807307	88824030	-
Mob1b	ENSMUSG00000006262.16	MGI:1915723	chr5	88868714	88912079	+
Gm15682	ENSMUSG00000095524.2	MGI:3783124	chr5	88887106	88887588	-
Dck	ENSMUSG00000029366.11	MGI:102726	chr5	88912855	88931140	+
Gm42912	ENSMUSG00000105640.2	MGI:5663049	chr5	88941755	88961329	+
Gm42911	ENSMUSG00000106305.2	MGI:5663048	chr5	88951453	88953082	-
Mkrn1-ps1	ENSMUSG00000082389.3	MGI:2663191	chr5	88985869	88987258	-
Slc4a4	ENSMUSG00000060961.17	MGI:1927555	chr5	89034345	89387512	+
Gc	ENSMUSG00000035540.13	MGI:95669	chr5	89565381	89605757	-
Gm6366	ENSMUSG00000106534.2	MGI:3646411	chr5	89647011	89647836	-
Gm43515	ENSMUSG00000104715.2	MGI:5663652	chr5	89670719	89672859	+
Npffr2	ENSMUSG00000035528.5	MGI:1860130	chr5	89675288	89731599	+
Adamts3	ENSMUSG00000043635.13	MGI:3045353	chr5	89824946	90031193	-
Gm25758	ENSMUSG00000077175.3	MGI:5455535	chr5	89976730	89976858	+
Eif5al3-ps	ENSMUSG00000043618.10	MGI:3643585	chr5	90280088	90280534	+
Cox18	ENSMUSG00000035505.15	MGI:2448532	chr5	90362583	90371860	-
Ankrd17	ENSMUSG00000055204.16	MGI:1932101	chr5	90375025	90514436	-
Gm9958	ENSMUSG00000054945.5	MGI:3641866	chr5	90514479	90516347	+
Gm43363	ENSMUSG00000106725.2	MGI:5663500	chr5	90545132	90547778	+
Alb	ENSMUSG00000029368.11	MGI:87991	chr5	90608756	90624461	+
Afp	ENSMUSG00000054932.7	MGI:87951	chr5	90638596	90656766	+
Gm43449	ENSMUSG00000106788.2	MGI:5663586	chr5	90646947	90663790	-
Afm	ENSMUSG00000029369.18	MGI:2429409	chr5	90666791	90701402	+
Gm42109	ENSMUSG00000106863.4	MGI:5624994	chr5	90701058	90736936	-
Gm2602	ENSMUSG00000106705.2	MGI:3780770	chr5	90706708	90707278	+
Albfm1	ENSMUSG00000070690.8	MGI:1923342	chr5	90708966	90745730	+
Rassf6	ENSMUSG00000029370.11	MGI:1920496	chr5	90750935	90788516	-
Gm43090	ENSMUSG00000107072.2	MGI:5663227	chr5	90898384	90898697	+
Cxcl5	ENSMUSG00000029371.8	MGI:1096868	chr5	90907219	90909483	+
Ppbp	ENSMUSG00000029372.8	MGI:1888712	chr5	90916377	90917922	+
Pf4	ENSMUSG00000029373.8	MGI:1888711	chr5	90920294	90921242	+
Cxcl3	ENSMUSG00000029379.11	MGI:3037818	chr5	90933962	90937459	+
Cxcl15	ENSMUSG00000029375.7	MGI:1339941	chr5	90942393	90950926	+
ENSMUSG00002076065	ENSMUSG00002076065.1		chr5	90944045	90944114	-
Gm43085	ENSMUSG00000106957.2	MGI:5663222	chr5	90951120	90954251	+
Gm43086	ENSMUSG00000107044.2	MGI:5663223	chr5	90980187	90983810	+
Cxcl1	ENSMUSG00000029380.12	MGI:108068	chr5	91039100	91040974	+
Cxcl2	ENSMUSG00000058427.11	MGI:1340094	chr5	91051730	91053797	+
Gm42530	ENSMUSG00000107218.2	MGI:5662667	chr5	91070591	91072761	+
Mthfd2l	ENSMUSG00000029376.9	MGI:1915871	chr5	91078976	91169227	+
Epgn	ENSMUSG00000035020.12	MGI:1919170	chr5	91175323	91183074	+
Gm19610	ENSMUSG00000107350.2	MGI:5011795	chr5	91199730	91222632	-
Ereg	ENSMUSG00000029377.6	MGI:107508	chr5	91222481	91241505	+
Areg	ENSMUSG00000029378.6	MGI:88068	chr5	91287458	91296291	+
Gm23092	ENSMUSG00000119278.1	MGI:5452869	chr5	91365757	91365863	-
Gm19619	ENSMUSG00000107198.2	MGI:5011804	chr5	91405430	91431280	-
Btc	ENSMUSG00000082361.7	MGI:99439	chr5	91505120	91550853	-
Parm1	ENSMUSG00000034981.10	MGI:2443349	chr5	91665474	91774753	+
Trmt112-ps1	ENSMUSG00000107261.2	MGI:3643840	chr5	91885564	91885938	-
Gm7832	ENSMUSG00000106917.2	MGI:3779767	chr5	91908555	91909434	-
Gm28271	ENSMUSG00000099468.2	MGI:5578977	chr5	91911184	91915773	-
1700063O14Rik	ENSMUSG00000101978.2	MGI:1920702	chr5	91914101	91915159	-
Gm19649	ENSMUSG00000106712.2	MGI:5011834	chr5	91933920	91934741	-
Gm43596	ENSMUSG00000107337.2	MGI:5663733	chr5	91936457	91937340	+
Gm5558	ENSMUSG00000096726.3	MGI:3644616	chr5	91954438	91954932	-
Gm43688	ENSMUSG00000107301.2	MGI:5663825	chr5	92059259	92061262	-
Rchy1	ENSMUSG00000029397.16	MGI:1915348	chr5	92096763	92110927	-
Gm43039	ENSMUSG00000107200.2	MGI:5663176	chr5	92105859	92106821	-
Thap6	ENSMUSG00000102644.6	MGI:1922436	chr5	92110248	92119925	+
Odaph	ENSMUSG00000096035.3	MGI:2685891	chr5	92135334	92143179	+
Cdkl2	ENSMUSG00000029403.15	MGI:1858227	chr5	92153933	92191742	-
G3bp2	ENSMUSG00000029405.17	MGI:2442040	chr5	92200005	92231578	-
Gm22728	ENSMUSG00000088712.3	MGI:5452505	chr5	92203923	92204051	-
Uso1	ENSMUSG00000029407.11	MGI:1929095	chr5	92285797	92350657	+
Gm15710	ENSMUSG00000084111.5	MGI:3783151	chr5	92288153	92288788	-
Gm43040	ENSMUSG00000107354.2	MGI:5663177	chr5	92339219	92339776	-
Gm25290	ENSMUSG00000084745.3	MGI:5455067	chr5	92341181	92341324	+
U90926	ENSMUSG00000029409.8	MGI:1930915	chr5	92357752	92363267	-
Ppef2	ENSMUSG00000029410.12	MGI:1342304	chr5	92374538	92404137	-
Naaa	ENSMUSG00000029413.15	MGI:1914361	chr5	92405518	92426029	-
Sdad1	ENSMUSG00000029415.5	MGI:2140779	chr5	92431869	92458338	-
Gm43599	ENSMUSG00000106698.2	MGI:5663736	chr5	92437911	92450619	+
Gm23031	ENSMUSG00000088623.3	MGI:5452808	chr5	92450033	92450151	+
Cxcl9	ENSMUSG00000029417.10	MGI:1352449	chr5	92469206	92475938	-
Art3	ENSMUSG00000034842.17	MGI:1202729	chr5	92479686	92562487	+
Cxcl10	ENSMUSG00000034855.14	MGI:1352450	chr5	92494497	92496748	-
Cxcl11	ENSMUSG00000060183.7	MGI:1860203	chr5	92507403	92513344	-
Gm2673	ENSMUSG00000082068.2	MGI:3780842	chr5	92511763	92513370	+
Nup54	ENSMUSG00000034826.15	MGI:1920460	chr5	92563399	92583078	-
ENSMUSG00002076272	ENSMUSG00002076272.1		chr5	92577644	92577787	+
Scarb2	ENSMUSG00000029426.9	MGI:1196458	chr5	92589173	92654692	-
Mir6415	ENSMUSG00000099160.3	MGI:5531096	chr5	92606416	92606515	+
Fam47e	ENSMUSG00000057068.16	MGI:2686227	chr5	92702928	92739138	+
Stbd1	ENSMUSG00000047963.8	MGI:1261768	chr5	92750900	92754438	+
Ccdc158	ENSMUSG00000050050.18	MGI:2444555	chr5	92755813	92823130	-
Shroom3	ENSMUSG00000029381.17	MGI:1351655	chr5	92831294	93113177	+
Gm20500	ENSMUSG00000092266.2	MGI:5141965	chr5	92884064	92885301	+
Mir1961	ENSMUSG00000089268.3	MGI:3837206	chr5	92936310	92936421	-
Gm6450	ENSMUSG00000106930.2	MGI:3648082	chr5	93151690	93152263	+
Gm25521	ENSMUSG00000089018.3	MGI:5455298	chr5	93160891	93160998	-
Sowahb	ENSMUSG00000045314.6	MGI:1925338	chr5	93188982	93192881	-
Gm22915	ENSMUSG00000088240.3	MGI:5452692	chr5	93221720	93221855	+
Gm43172	ENSMUSG00000107374.2	MGI:5663309	chr5	93238853	93240989	+
Gm43173	ENSMUSG00000107194.2	MGI:5663310	chr5	93240618	93241210	-
Septin11	ENSMUSG00000058013.12	MGI:1277214	chr5	93241296	93324306	+
Gm43682	ENSMUSG00000107019.2	MGI:5663819	chr5	93324829	93326918	+
Ccni	ENSMUSG00000063015.13	MGI:1341077	chr5	93329792	93354354	-
Gm43681	ENSMUSG00000106870.2	MGI:5663818	chr5	93331715	93333617	-
Gm2986	ENSMUSG00000083700.2	MGI:3781164	chr5	93343657	93344038	+
2010109A12Rik	ENSMUSG00000029384.6	MGI:1922860	chr5	93354377	93361334	+
Ccng2	ENSMUSG00000029385.15	MGI:1095734	chr5	93415116	93424090	+
Kat2b-ps	ENSMUSG00000053208.11	MGI:3648817	chr5	93538461	93540950	-
Gm18118	ENSMUSG00000107356.2	MGI:5010303	chr5	93558621	93559719	+
Gm43224	ENSMUSG00000106699.2	MGI:5663361	chr5	93569531	93571255	+
Pramel33	ENSMUSG00000096044.5	MGI:3704103	chr5	93629688	93688059	-
Pramel34	ENSMUSG00000070686.11	MGI:2141341	chr5	93782852	93819410	-
Gm43225	ENSMUSG00000107346.2	MGI:5663362	chr5	93842853	93845580	-
Gm43226	ENSMUSG00000106954.2	MGI:5663363	chr5	93854333	93854591	+
Gm7919	ENSMUSG00000107159.2	MGI:3645426	chr5	93885955	93888642	+
Gm43227	ENSMUSG00000107247.2	MGI:5663364	chr5	93918159	93919659	+
Pramel35	ENSMUSG00000107392.2	MGI:3704104	chr5	93991635	94003966	+
Pramel36	ENSMUSG00000096230.5	MGI:3704105	chr5	94072636	94076911	-
Gm6346	ENSMUSG00000106701.2	MGI:3644199	chr5	94084614	94087344	+
Gm3089	ENSMUSG00000106916.2	MGI:3781265	chr5	94144340	94147033	+
Pramel37	ENSMUSG00000072822.3	MGI:2681870	chr5	94214010	94218404	-
Gm6351	ENSMUSG00000072821.5	MGI:3647817	chr5	94224244	94228856	+
Pramel38	ENSMUSG00000096259.3	MGI:3781282	chr5	94365864	94369869	+
Pramel39	ENSMUSG00000094560.2	MGI:2683305	chr5	94450378	94454655	-
Pramel40	ENSMUSG00000095718.3	MGI:3779601	chr5	94462294	94465114	+
AA792892	ENSMUSG00000073497.7	MGI:2140789	chr5	94487608	94532938	+
BC080696	ENSMUSG00000107315.2	MGI:3770624	chr5	94582216	94584784	-
Pramel41	ENSMUSG00000074011.5	MGI:3779756	chr5	94593643	94596512	+
Pramel42	ENSMUSG00000095074.5	MGI:3781318	chr5	94674146	94694282	+
Pramel43	ENSMUSG00000095503.5	MGI:3781326	chr5	94759928	94764201	-
Pramel44	ENSMUSG00000094195.3	MGI:3779602	chr5	94771838	94774707	+
Gm6205	ENSMUSG00000092073.9	MGI:3779572	chr5	94796241	94834212	+
Gm42561	ENSMUSG00000107064.2	MGI:5662698	chr5	94881215	94883946	+
Gm7663	ENSMUSG00000107187.2	MGI:3779755	chr5	94917478	94919925	-
Gm3183	ENSMUSG00000095954.5	MGI:3781362	chr5	95013295	95033247	+
Gm3176	ENSMUSG00000107285.2	MGI:3781355	chr5	95099396	95101993	-
Gm7647	ENSMUSG00000073510.3	MGI:3779753	chr5	95110877	95113553	+
Gm6367	ENSMUSG00000096742.2	MGI:3704106	chr5	95136485	95174395	+
Gm42661	ENSMUSG00000107376.2	MGI:5662798	chr5	95211435	95214166	+
Gm7939	ENSMUSG00000106780.2	MGI:3647260	chr5	95247883	95250141	-
Pramel45	ENSMUSG00000092166.3	MGI:3646599	chr5	95254563	95259017	+
Gm16513	ENSMUSG00000095996.5	MGI:2141041	chr5	95330483	95343201	+
Pramel46	ENSMUSG00000096066.5	MGI:3704250	chr5	95416352	95420627	-
Gm6468	ENSMUSG00000107348.2	MGI:3646666	chr5	95428321	95431051	+
Pramel47	ENSMUSG00000079424.9	MGI:3781437	chr5	95453770	95491776	+
Gm32072	ENSMUSG00000107122.2	MGI:5591231	chr5	95528913	95531643	+
Gm7961	ENSMUSG00000106821.2	MGI:3643212	chr5	95564969	95567610	-
Gm42662	ENSMUSG00000107357.2	MGI:5662799	chr5	95573794	95576487	-
Pramel48	ENSMUSG00000070677.9	MGI:1261918	chr5	95604665	95633446	+
Gm3286	ENSMUSG00000079423.7	MGI:3781464	chr5	95658617	95670812	+
Pramel49	ENSMUSG00000094043.3	MGI:3779772	chr5	95738458	95742734	-
Gm6348	ENSMUSG00000106690.2	MGI:3643967	chr5	95750437	95753167	+
Gm3302	ENSMUSG00000107213.2	MGI:3781480	chr5	95810164	95812857	+
Pramel50	ENSMUSG00000096139.5	MGI:3704107	chr5	95879648	95884032	-
Gm7982	ENSMUSG00000072814.11	MGI:3648891	chr5	95889873	95894476	+
E330014E10Rik	ENSMUSG00000072813.6	MGI:3615333	chr5	95923849	95952567	+
Gm42714	ENSMUSG00000106805.2	MGI:5662851	chr5	95982820	95985309	-
Gm5559	ENSMUSG00000096617.4	MGI:3779498	chr5	96009573	96010574	+
Gm25937	ENSMUSG00000119041.1	MGI:5455714	chr5	96015193	96015299	+
Cxcl13	ENSMUSG00000023078.7	MGI:1888499	chr5	96104810	96108927	+
Gm7993	ENSMUSG00000107092.2	MGI:3647399	chr5	96122099	96123482	+
Cnot6l	ENSMUSG00000034724.19	MGI:2443154	chr5	96218192	96312030	-
Gm2840	ENSMUSG00000090468.4	MGI:3781012	chr5	96321799	96322209	+
Mrpl1	ENSMUSG00000029486.14	MGI:2137202	chr5	96357352	96414586	+
Fras1	ENSMUSG00000034687.9	MGI:2385368	chr5	96521814	96932587	+
Gm33050	ENSMUSG00000106263.2	MGI:5592209	chr5	96604248	96605602	-
Gm42605	ENSMUSG00000105446.2	MGI:5662742	chr5	96633625	96634009	+
Gm42604	ENSMUSG00000106526.2	MGI:5662741	chr5	96883406	96887223	-
