read_id	pair_id	parent_a	chrom1	breakpoint1	strand1	parent_b	chrom2	breakpoint2	strand2	Chromosomal_Status	source_row	sample_id	assembly	source_id
3cfcd49a-865e-4486-a9f5-41ebaedfd1b0	Osbpl8:Atp2b1	Osbpl8	chr10	111091619	+	Atp2b1	chr10	98845265	+	Intrachromosomal	311		GRCm39	supplementary_table_3
8b965009-4968-4d3b-8bcc-ae316d3bb985	Agap3:Atp6v0a1	Agap3	chr5	24698124	+	Atp6v0a1	chr11	100953137	+	Interchromosomal	312		GRCm39	supplementary_table_3
c7454964-8a01-4b19-9855-8357f97d8f47	Appbp2:Atp6v1b2	Appbp2	chr11	85085400	-	Atp6v1b2	chr8	69548871	+	Interchromosomal	313		GRCm39	supplementary_table_3
74bf7a36-49af-452d-a2d1-16b30cfec063	Lpl:Atp6v1b2	Lpl	chr8	69333492	+	Atp6v1b2	chr8	69548871	+	Intrachromosomal	314		GRCm39	supplementary_table_3
cbe47207-99ad-4587-acab-3f3e4c7f5e2e	Ubr5:Atxn10	Ubr5	chr15	38078607	-	Atxn10	chr15	85243654	+	Intrachromosomal	315		GRCm39	supplementary_table_3
7f576736-9317-4cf2-97a5-e249ba745d40	Rptor:Baiap2	Rptor	chr11	119765090	+	Baiap2	chr11	119897184	+	Intrachromosomal	316		GRCm39	supplementary_table_3
80cb647c-3602-4a3f-96a4-419dc88d3b03	Mcl1:BC005537	Mcl1	chr3	95567319	+	BC005537	chr13	24993868	+	Interchromosomal	317		GRCm39	supplementary_table_3
c84c92d8-afbf-4ef5-a0fb-69e3711456bc	BC005537:Tmem70	BC005537	chr13	24989967	+	Tmem70	chr1	16737891	+	Interchromosomal	318		GRCm39	supplementary_table_3
0af4dfee-ea9f-4778-ab48-ee93085449ba	BC028528:Ctss	BC028528	chr3	95797034	-	Ctss	chr3	95463396	+	Intrachromosomal	319		GRCm39	supplementary_table_3
ee0a04e6-dfe1-46f2-9dff-58c53755e525	Bcar3:Eif4e	Bcar3	chr3	122248741	+	Eif4e	chr3	138252081	+	Intrachromosomal	320		GRCm39	supplementary_table_3
71a489e6-8061-49fd-b00a-95b650d0fd6b	Sirpa:Bcl2l11	Sirpa	chr2	129435614	+	Bcl2l11	chr2	127989004	+	Intrachromosomal	321		GRCm39	supplementary_table_3
f43c26c0-43b3-4d1d-a035-b7391f9ed35c	Plekhf2:Brca1	Plekhf2	chr4	11007392	-	Brca1	chr11	101396230	-	Interchromosomal	322		GRCm39	supplementary_table_3
2757cacc-3ca0-4a0b-bfbb-c450f1c7e775	Caap1:Gm12655	Caap1	chr4	94409298	-	Gm12655	chr4	94356102	-	Intrachromosomal	323		GRCm39	supplementary_table_3
b41100b8-45e6-49a7-92b7-3a85214199af	Lilr4b:Capns1	Lilr4b	chr10	51357037	+	Capns1	chr7	29889593	-	Interchromosomal	324		GRCm39	supplementary_table_3
e8e51cb4-4313-4d8d-8aad-773325afc97d	Trappc11:Cct4	Trappc11	chr8	47946273	-	Cct4	chr11	22953136	+	Interchromosomal	325		GRCm39	supplementary_table_3
7f32e98a-3030-44c7-a98e-6ebfdb7364bd	Cd180:1700099I09Rik	Cd180	chr13	102839375	+	1700099I09Rik	chr13	102897769	+	Intrachromosomal	326		GRCm39	supplementary_table_3
cb6880ab-3c75-4899-94e4-079e03397465	Mms19:Cdc37	Mms19	chr19	41954652	-	Cdc37	chr9	21051259	-	Interchromosomal	327		GRCm39	supplementary_table_3
004b6c5d-68ee-4519-9763-2d9e357640fc	Cdk17:Ube2n-ps1	Cdk17	chr10	92997062	+	Ube2n-ps1	chr5	76380917	-	Interchromosomal	328		GRCm39	supplementary_table_3
8888c99f-5ce2-4de1-8ed4-67fdd68990e6	Cdk17:Xdh	Cdk17	chr10	92997062	+	Xdh	chr17	74193514	-	Interchromosomal	329		GRCm39	supplementary_table_3
8dda6b95-64ab-489f-bff5-8624e93aaf26	Chchd3:1810058I24Rik	Chchd3	chr6	32985417	-	1810058I24Rik	chr6	35237344	+	Intrachromosomal	330		GRCm39	supplementary_table_3
dae5e24f-6edb-4609-b668-288de112080e	Chd1:Ttc27	Chd1	chr17	15927401	+	Ttc27	chr17	75147293	+	Intrachromosomal	331		GRCm39	supplementary_table_3
3fca5f6b-bf9d-49c1-b268-ea0b84ffac3e	Chic2:Ndufa13	Chic2	chr5	75204840	-	Ndufa13	chr8	70347970	-	Interchromosomal	332		GRCm39	supplementary_table_3
e731a564-ac00-4e11-b82a-18ebd73d1540	Cisd2:Ddrgk1	Cisd2	chr3	135129019	-	Ddrgk1	chr2	130497162	-	Interchromosomal	333		GRCm39	supplementary_table_3
92edee5b-9d71-408c-ad11-c670f2be5f82	Apobec1:Clk3	Apobec1	chr6	122565103	-	Clk3	chr9	57660010	-	Interchromosomal	334		GRCm39	supplementary_table_3
010c157e-cc76-4d15-ba36-58a2dc1b5f71	Gm44148:Cnot7	Gm44148	chr6	121249513	-	Cnot7	chr8	40963267	-	Interchromosomal	335		GRCm39	supplementary_table_3
c32e42a1-7043-49b2-aea2-005080d3370a	Cog6:Dhx36	Cog6	chr3	52922889	-	Dhx36	chr3	62385100	-	Intrachromosomal	336		GRCm39	supplementary_table_3
1101bb70-0e50-450d-b374-6fdab4243351	B3gnt2:Commd1	B3gnt2	chr11	22809493	-	Commd1	chr11	22906692	-	Intrachromosomal	337		GRCm39	supplementary_table_3
6362f19b-3c94-4cca-9c0a-d75b2e348743	Coro1b:Pitpnm1	Coro1b	chr19	4199543	+	Pitpnm1	chr19	4161581	+	Intrachromosomal	338		GRCm39	supplementary_table_3
8dc4c18c-6d5c-4414-b399-2168b37d0090	Mbtps2:Ctps2	Mbtps2	chrX	156381491	-	Ctps2	chrX	161758178	+	Intrachromosomal	339		GRCm39	supplementary_table_3
6aa09e2b-7960-4dd0-ad15-6be9bc4f57f8	Ctsa:Pex16	Ctsa	chr2	164677641	+	Pex16	chr2	92211380	+	Intrachromosomal	340		GRCm39	supplementary_table_3
ab770e40-8533-48c1-b8cd-d04fb4acaa3a	Tmem189:Ctsz	Tmem189	chr2	167503292	-	Ctsz	chr2	174270999	-	Intrachromosomal	341		GRCm39	supplementary_table_3
ff11d783-c401-40e5-9956-8393312fa792	Fam120a:Cwc27	Fam120a	chr13	49099417	-	Cwc27	chr13	104768246	-	Intrachromosomal	342		GRCm39	supplementary_table_3
579a242e-5fcd-4f14-bb77-bb259cde7083	Cblb:Dad1	Cblb	chr16	51867812	+	Dad1	chr14	54473170	-	Interchromosomal	343		GRCm39	supplementary_table_3
f4d18ecc-4334-48c3-9f09-eb01eb1ad073	Steap3:Dbi	Steap3	chr1	120161971	-	Dbi	chr1	120047742	-	Intrachromosomal	344		GRCm39	supplementary_table_3
c9d26c43-ebec-44c7-986b-be9ab3b22ac6	Atp11b:Dcun1d1	Atp11b	chr3	35843810	+	Dcun1d1	chr3	35949848	-	Intrachromosomal	345		GRCm39	supplementary_table_3
f36fa69f-72df-4c46-b007-2286b97185ed	Pxk:Decr1	Pxk	chr14	14371356	-	Decr1	chr4	15922557	-	Interchromosomal	346		GRCm39	supplementary_table_3
20d6c25f-bb4f-4569-bd63-2118ea7262aa	Dmap1:Eri3	Dmap1	chr4	117538039	-	Eri3	chr4	117530937	+	Intrachromosomal	347		GRCm39	supplementary_table_3
35b71353-1c44-4db2-8ec8-f11bbdba6144	Dcp1b:DPCD	Dcp1b	chr6	119160738	+	DPCD	chr19	45553349	+	Interchromosomal	348		GRCm39	supplementary_table_3
9c6dd3de-b53b-4d05-bc30-980244fdd8f7	Dram2:Rsrp1	Dram2	chr3	106462624	+	Rsrp1	chr4	134654045	+	Interchromosomal	349		GRCm39	supplementary_table_3
172fb0e3-244b-418c-936c-44a841c1c833	Ikbke:Dus1l	Ikbke	chr1	131203443	-	Dus1l	chr11	120682176	-	Interchromosomal	350		GRCm39	supplementary_table_3
2cbdae4d-83e3-46c1-9a0f-e47cf842b159	Csf2rb:Dusp3	Csf2rb	chr15	78210298	+	Dusp3	chr11	101865765	-	Interchromosomal	351		GRCm39	supplementary_table_3
8fc1d8ec-d161-4c8e-ab02-5a60eca765f4	Slc23a2:Dync1i2	Slc23a2	chr2	131943391	-	Dync1i2	chr2	71088427	+	Intrachromosomal	352		GRCm39	supplementary_table_3
681c87e6-626e-4f89-ac0c-b21cdcaded01	Slc35f6:Eif4g2	Slc35f6	chr5	30805442	+	Eif4g2	chr7	110674919	-	Interchromosomal	353		GRCm39	supplementary_table_3
aad8fd8c-e6c0-4367-9d92-769940b8c642	Emc8:Usp10	Emc8	chr8	121387522	-	Usp10	chr8	120683321	+	Intrachromosomal	354		GRCm39	supplementary_table_3
980470ce-a531-448f-a390-0af302b8665e	Clec7a:Esd	Clec7a	chr6	129444479	-	Esd	chr14	74987084	+	Interchromosomal	355		GRCm39	supplementary_table_3
236c215e-712c-45de-b8ed-9116c6491e09	Etfb:Trim30a	Etfb	chr7	43104004	+	Trim30a	chr7	104060876	-	Intrachromosomal	356		GRCm39	supplementary_table_3
246068e2-525b-4743-b66a-d1724664a7b0	Ankrd17:Ets1	Ankrd17	chr5	90513525	-	Ets1	chr9	32639970	+	Interchromosomal	357		GRCm39	supplementary_table_3
ba14b492-6757-4a8d-8a42-fce95747ceb7	Exoc4:Cnot4	Exoc4	chr6	33324892	+	Cnot4	chr6	35041957	-	Intrachromosomal	358		GRCm39	supplementary_table_3
8e75273e-927a-4c99-94a2-3baecf5d081d	Mrpl20:Faf1	Mrpl20	chr4	155891442	+	Faf1	chr4	109792679	+	Intrachromosomal	359		GRCm39	supplementary_table_3
47be4964-af97-499d-b34b-5d822f16fea6	Macf1:Fam120b	Macf1	chr4	123325790	-	Fam120b	chr17	15626016	+	Interchromosomal	360		GRCm39	supplementary_table_3
4e6d0f20-a329-4b17-bb6d-1164d894b659	Fam219a:1110017D15Rik	Fam219a	chr4	41569176	-	1110017D15Rik	chr4	41511576	-	Intrachromosomal	361		GRCm39	supplementary_table_3
1a855fd3-39e1-474f-8407-bfbdbebe3b6c	Fbxw7:Arf1	Fbxw7	chr3	84723076	+	Arf1	chr11	59104349	-	Interchromosomal	362		GRCm39	supplementary_table_3
07218348-7010-400e-95dc-b9f2dcbfbfba	Psme2:Ftl1	Psme2	chr14	55827489	-	Ftl1	chr7	45108084	-	Interchromosomal	363		GRCm39	supplementary_table_3
9f8b06c6-53ce-4c07-823b-ec694726c12a	Gamt:Psmd12	Gamt	chr10	80094773	-	Psmd12	chr11	107386513	+	Interchromosomal	364		GRCm39	supplementary_table_3
ddd4401e-0a56-4c84-a1b3-644e0fd89478	Gphn:Glrx5	Gphn	chr12	78273615	+	Glrx5	chr12	105006533	+	Intrachromosomal	365		GRCm39	supplementary_table_3
b219908d-83df-449f-9879-2d9f2c930d59	Ksr2:Gltp	Ksr2	chr5	117846356	+	Gltp	chr5	114808650	-	Intrachromosomal	366		GRCm39	supplementary_table_3
a039e2ed-6645-4fb1-9cb2-af38127635d6	Gm26652:Gm14636	Gm26652	chrX	19099201	-	Gm14636	chrX	19033181	-	Intrachromosomal	367		GRCm39	supplementary_table_3
9c5783c0-f091-4630-9d5f-07d7e16fa0a8	Gmds:Gm15160	Gmds	chr13	32003561	-	Gm15160	chrX	154705912	+	Interchromosomal	368		GRCm39	supplementary_table_3
e020f2ab-c4f9-46dd-91e1-0a071cbeb6d8	Gmds:Gm15160	Gmds	chr13	32003561	-	Gm15160	chrX	154705912	+	Interchromosomal	369		GRCm39	supplementary_table_3
3744ad8a-d4b2-4e3f-8126-e87ac849a9f9	Golga4:Bcl2a1b	Golga4	chr9	118356389	+	Bcl2a1b	chr9	89089634	+	Intrachromosomal	370		GRCm39	supplementary_table_3
6c6cb906-fbdd-4420-9a48-08a523b1782c	Golph3:Zfr	Golph3	chr15	12322042	+	Zfr	chr15	12180707	+	Intrachromosomal	371		GRCm39	supplementary_table_3
0ee6f2b6-6aa8-4be2-8021-eea5cff5bf03	Gpr137b:Tbca	Gpr137b	chr13	13567709	-	Tbca	chr13	94968867	+	Intrachromosomal	372		GRCm39	supplementary_table_3
c70b0756-d29b-4023-812e-ffca270116a4	St7l:Gyg	St7l	chr3	104826817	+	Gyg	chr3	20192307	-	Intrachromosomal	373		GRCm39	supplementary_table_3
d50d6278-a9e1-4d6b-b986-d27c31eadb47	Hcls1:Dnm2	Hcls1	chr16	36776381	+	Dnm2	chr9	21405799	+	Interchromosomal	374		GRCm39	supplementary_table_3
ac089ebf-b2ba-431f-8cc3-fafcea5d033c	Inpp4a:Vcpip1	Inpp4a	chr1	37419258	+	Vcpip1	chr1	9807277	-	Intrachromosomal	375		GRCm39	supplementary_table_3
0c9cb360-9baa-4786-b0a6-7441dd8c27ed	Pigu:Itch	Pigu	chr2	155178601	-	Itch	chr2	155045200	+	Intrachromosomal	376		GRCm39	supplementary_table_3
d904abc2-3f87-45af-b9e4-2b832ec81f35	Pdpk1:Kctd5	Pdpk1	chr17	24360410	-	Kctd5	chr17	24279325	-	Intrachromosomal	377		GRCm39	supplementary_table_3
e191e3ac-253b-451a-8253-254ad80ab950	Khsrp:Prmt1	Khsrp	chr17	57336041	-	Prmt1	chr7	44628949	-	Interchromosomal	378		GRCm39	supplementary_table_3
6526e293-eb65-48df-8a8b-1daee43ca9ef	Kpnb1:Ubap2l	Kpnb1	chr11	97078214	-	Ubap2l	chr3	89930936	-	Interchromosomal	379		GRCm39	supplementary_table_3
0337bdee-8b39-4f72-9263-a03b070269db	Tnks:Leprotl1	Tnks	chr8	35334434	-	Leprotl1	chr8	34607990	-	Intrachromosomal	380		GRCm39	supplementary_table_3
0da581bb-8213-443b-b976-dcd31787cee3	Lpcat3:Clec4a4	Lpcat3	chr6	124640322	+	Clec4a4	chr6	123000857	+	Intrachromosomal	381		GRCm39	supplementary_table_3
5e02e30b-ae69-4d2b-87ee-a8472da1e75e	Manba:Ube2d3	Manba	chr3	135191618	+	Ube2d3	chr3	135160946	+	Intrachromosomal	382		GRCm39	supplementary_table_3
b78f393f-0d22-4e88-981b-52c3bfcdfaf8	Map3k2:St14	Map3k2	chr18	32325023	+	St14	chr9	31020026	-	Interchromosomal	383		GRCm39	supplementary_table_3
ccaa680a-88c4-4752-80ff-a7a55cd14743	Map3k20:Cers6	Map3k20	chr2	72128724	+	Cers6	chr2	68764858	+	Intrachromosomal	384		GRCm39	supplementary_table_3
06c5c9b1-c27b-4d6d-9199-80f2627e98aa	Marchf7:Mrpl15	Marchf7	chr2	60040428	+	Mrpl15	chr1	4847871	-	Interchromosomal	385		GRCm39	supplementary_table_3
3538a7f4-b899-474e-b73e-905112afcd8f	Lamp2:Mcts1	Lamp2	chrX	37513143	-	Mcts1	chrX	37702097	+	Intrachromosomal	386		GRCm39	supplementary_table_3
62e76e97-ac2d-48a5-a225-6570dcf9f886	Mcub:Amy1	Mcub	chr3	129763598	-	Amy1	chr3	113363706	-	Intrachromosomal	387		GRCm39	supplementary_table_3
4f6e1022-eed5-4b1d-a6b1-3080c9e51560	Insig1:Mdk	Insig1	chr5	28276793	+	Mdk	chr2	91761793	-	Interchromosomal	388		GRCm39	supplementary_table_3
c17ed05f-9ae1-4add-a358-b2f5710dbf8e	Med15:Eif4g1	Med15	chr16	17498412	-	Eif4g1	chr16	20510996	+	Intrachromosomal	389		GRCm39	supplementary_table_3
727f661d-a94f-40f3-a35e-31c0828b4d78	Mia3:St6galnac4	Mia3	chr1	183111946	-	St6galnac4	chr2	32477592	+	Interchromosomal	390		GRCm39	supplementary_table_3
6a476ae0-c8d5-4be2-a4e7-e64b04c80e1c	6330562C20Rik:Mindy1	6330562C20Rik	chr3	95222113	-	Mindy1	chr3	95198332	+	Intrachromosomal	391		GRCm39	supplementary_table_3
70abf105-68f3-42ae-883d-1be0574bb71f	Mitf:Suclg1	Mitf	chr6	97918263	+	Suclg1	chr6	73240790	+	Intrachromosomal	392		GRCm39	supplementary_table_3
56f62e02-6577-4269-90bc-542f5cb94ecc	Simc1:Mnd1	Simc1	chr13	54651817	+	Mnd1	chr3	84049071	-	Interchromosomal	393		GRCm39	supplementary_table_3
0057902f-9c52-4955-806e-615b0bd91b99	Rprd1a:Mocos	Rprd1a	chr18	24662972	-	Mocos	chr18	24807287	+	Intrachromosomal	394		GRCm39	supplementary_table_3
2a742e0c-05fa-44b0-af5c-d192eddbac45	Rprd1a:Mocos	Rprd1a	chr18	24662972	-	Mocos	chr18	24807287	+	Intrachromosomal	395		GRCm39	supplementary_table_3
be337587-c9fb-4816-9afb-f79f8c8321fa	Dync1li1:Ms4a7	Dync1li1	chr9	114534238	+	Ms4a7	chr19	11299764	-	Interchromosomal	396		GRCm39	supplementary_table_3
e91a7f19-7de9-42f2-bd9a-b0637fcb8881	Itgam:Ms4a7	Itgam	chr7	127667868	+	Ms4a7	chr19	11299764	-	Interchromosomal	397		GRCm39	supplementary_table_3
f5adc222-313c-4540-8cd5-8876ac673749	Fam168b:Nab1	Fam168b	chr1	34875813	-	Nab1	chr1	52498465	-	Intrachromosomal	398		GRCm39	supplementary_table_3
0f8340d1-ab02-4761-b2a8-537011e4d552	Tpcn2:Nedd8	Tpcn2	chr7	144832473	-	Nedd8	chr14	55900954	-	Interchromosomal	399		GRCm39	supplementary_table_3
bbaacd4b-1097-42b6-a5b2-ad1ad319dbc5	Rae1:Nelfcd	Rae1	chr2	172845404	+	Nelfcd	chr2	174268281	+	Intrachromosomal	400		GRCm39	supplementary_table_3
0d757640-954a-407c-8b48-5f6ce55eb23f	Nfe2l2:Ctss	Nfe2l2	chr2	75507888	-	Ctss	chr3	95436747	+	Interchromosomal	401		GRCm39	supplementary_table_3
0d58ffa1-5d9a-4696-9633-25f8eee93476	Nipbl:Oxct1	Nipbl	chr15	8473608	-	Oxct1	chr15	4158315	+	Intrachromosomal	402		GRCm39	supplementary_table_3
606d2093-fd6f-4f1a-b824-6e4479a2b1f4	Nmt1:Tcp1	Nmt1	chr11	102919528	+	Tcp1	chr17	13142104	+	Interchromosomal	403		GRCm39	supplementary_table_3
17c11d31-b6e6-48e4-b642-c5114b041418	Nrbf2:Npc2	Nrbf2	chr10	67120875	-	Npc2	chr12	84812158	-	Interchromosomal	404		GRCm39	supplementary_table_3
f22cc71d-22cc-453c-8823-568c79f96e93	Nsd1:Tipin	Nsd1	chr13	55381843	+	Tipin	chr9	64208323	+	Interchromosomal	405		GRCm39	supplementary_table_3
e05b60b1-eb6f-4a2c-b3d3-96f0694fc1e8	Tmem164:Nsdhl	Tmem164	chrX	141465945	+	Nsdhl	chrX	71992770	+	Intrachromosomal	406		GRCm39	supplementary_table_3
eeacbdc8-6e85-435d-9b2b-b20e8ad657fa	Jmjd1c:Nus1	Jmjd1c	chr10	67025628	+	Nus1	chr10	52305288	+	Intrachromosomal	407		GRCm39	supplementary_table_3
df33e2fa-d2e2-4139-8cad-b4354924ed25	Hvcn1:Orai1	Hvcn1	chr5	122354426	+	Orai1	chr5	123167137	+	Intrachromosomal	408		GRCm39	supplementary_table_3
9b3078c9-7928-4176-9ac0-44d528a608df	Osbpl8:Sucla2	Osbpl8	chr10	111069551	+	Sucla2	chr14	73828196	+	Interchromosomal	409		GRCm39	supplementary_table_3
c20e935a-f213-408b-b280-68053400e420	Cpt2:Osbpl9	Cpt2	chr4	107780511	-	Osbpl9	chr4	108940445	-	Intrachromosomal	410		GRCm39	supplementary_table_3
c4c6d790-c239-43c1-9549-eb888291dcca	Ano6:Pabpc1	Ano6	chr15	95811866	+	Pabpc1	chr15	36597785	-	Intrachromosomal	411		GRCm39	supplementary_table_3
54758480-c4f8-4240-921f-c21098320863	C5ar2:Pdrg1	C5ar2	chr7	15977947	-	Pdrg1	chr2	152852258	-	Interchromosomal	412		GRCm39	supplementary_table_3
4c3329ac-1926-4c8b-9f0e-9921bd155583	Gm7240:Pfkp	Gm7240	chr13	61952219	+	Pfkp	chr13	6638689	-	Intrachromosomal	413		GRCm39	supplementary_table_3
cb228b3b-ddc6-4116-a4b9-a59665799193	Phf19:Serhl	Phf19	chr2	34796469	-	Serhl	chr15	82988509	+	Interchromosomal	414		GRCm39	supplementary_table_3
262e273f-e738-4c4b-a59e-2f0932f90c1b	Snx29:Picalm	Snx29	chr16	11265372	+	Picalm	chr7	89856790	+	Interchromosomal	415		GRCm39	supplementary_table_3
92777501-0fe3-4c8d-9851-4f8a23ce686f	Plin2:Ndufa7	Plin2	chr4	86586603	-	Ndufa7	chr17	34057072	+	Interchromosomal	416		GRCm39	supplementary_table_3
c086aae0-6eb8-4760-904e-b11212e51fe5	Polrmt:Rplp2	Polrmt	chr10	79581507	-	Rplp2	chr7	141030916	+	Interchromosomal	417		GRCm39	supplementary_table_3
629d088f-189b-4f5b-94a6-d64e0ae0903e	Aim2:Ppp2r2a	Aim2	chr1	173255464	+	Ppp2r2a	chr14	67276421	-	Interchromosomal	418		GRCm39	supplementary_table_3
e289eb26-60e8-45a7-a18b-b62240a94b2e	Hmga1:Prdx2	Hmga1	chr17	27779985	+	Prdx2	chr8	85700628	+	Interchromosomal	419		GRCm39	supplementary_table_3
c44df1e0-5118-407f-901d-8f7bd44fc3d9	Arl10:Prkar1a	Arl10	chr13	54726781	+	Prkar1a	chr11	109557469	+	Interchromosomal	420		GRCm39	supplementary_table_3
39c65483-1297-456d-95d7-064989d08191	Prkcd:Taf1d	Prkcd	chr14	30329119	-	Taf1d	chr9	15225285	+	Interchromosomal	421		GRCm39	supplementary_table_3
be9e977a-cf4c-4f65-ac33-f977f2f5e126	Ifi207:Prkdc	Ifi207	chr1	173569153	-	Prkdc	chr16	15617730	+	Interchromosomal	422		GRCm39	supplementary_table_3
51bea48c-4a60-4e18-b47b-d2d930ec49ca	Prkn:Pacrg	Prkn	chr17	11059376	+	Pacrg	chr17	10816168	-	Intrachromosomal	423		GRCm39	supplementary_table_3
0bdb891e-e918-497e-a94e-0c07606edca1	Prpf4b:C920006O11Rik	Prpf4b	chr13	35074688	+	C920006O11Rik	chr9	78084280	+	Interchromosomal	424		GRCm39	supplementary_table_3
846d6edf-be99-4b35-a688-54aa817f6921	Psap:Tspan3	Psap	chr10	60131786	+	Tspan3	chr9	56044019	-	Interchromosomal	425		GRCm39	supplementary_table_3
f72a21eb-22d5-4ecd-93e5-b95f6ed3ca3c	Apobec1:Psma1	Apobec1	chr6	122579215	-	Psma1	chr7	113869085	-	Interchromosomal	426		GRCm39	supplementary_table_3
5305473f-1e6e-4bcf-9a1d-9cff54b1e0a9	Babam2:Qdpr	Babam2	chr5	31888387	+	Qdpr	chr5	45592020	-	Intrachromosomal	427		GRCm39	supplementary_table_3
58af0700-420c-4cc3-9c0c-5c8074be540b	Agps:Rab14	Agps	chr2	75662855	+	Rab14	chr2	35082691	-	Intrachromosomal	428		GRCm39	supplementary_table_3
3754413b-5dad-43bb-a473-0e402258489f	Jmjd1c:Rab21	Jmjd1c	chr10	66932497	+	Rab21	chr10	115138696	-	Intrachromosomal	429		GRCm39	supplementary_table_3
4249eb78-b092-4e85-b302-1667aa22c1e9	Rb1cc1:Atp6v1h	Rb1cc1	chr1	6285181	+	Atp6v1h	chr1	5194499	+	Intrachromosomal	430		GRCm39	supplementary_table_3
b5033f7e-e651-4f5d-9fb4-04a92324035f	Rbl1:Hnrnpdl	Rbl1	chr2	157041335	-	Hnrnpdl	chr5	100182843	-	Interchromosomal	431		GRCm39	supplementary_table_3
c9d3ea50-a8c7-4304-acb4-6bd055556e68	Retreg3:Psd4	Retreg3	chr11	100991747	-	Psd4	chr2	24294393	+	Interchromosomal	432		GRCm39	supplementary_table_3
07d7b5e8-70e4-474a-85cd-96ac41223485	Rfc2:Prim1	Rfc2	chr5	134620073	+	Prim1	chr10	127862386	+	Interchromosomal	433		GRCm39	supplementary_table_3
615cb6ba-c906-4a9e-914e-1793eecbb2e8	Ip6k1:Rhoa	Ip6k1	chr9	107880021	+	Rhoa	chr9	108192506	+	Intrachromosomal	434		GRCm39	supplementary_table_3
602ff919-1707-404e-b852-c22032d781be	Mir99ahg:Rpl37	Mir99ahg	chr16	77157606	+	Rpl37	chr15	5147100	+	Interchromosomal	435		GRCm39	supplementary_table_3
bb04d5a3-7928-42da-9a44-77021a986a7a	Samd8:Vdac2	Samd8	chr14	21830249	+	Vdac2	chr14	21881918	+	Intrachromosomal	436		GRCm39	supplementary_table_3
2d8a5e87-7869-4ca0-b9c9-a9f25c6ef2f7	Rab8b:Sdcbp	Rab8b	chr9	66826791	-	Sdcbp	chr4	6377076	+	Interchromosomal	437		GRCm39	supplementary_table_3
06242a2f-5ec2-452f-983f-0da0fd5d79f3	Fam222b:Sdf2	Fam222b	chr11	78034040	+	Sdf2	chr11	78145676	+	Intrachromosomal	438		GRCm39	supplementary_table_3
38afb315-d4b8-44da-96e3-357356532c88	Ybx3:Sdhb	Ybx3	chr6	131364980	-	Sdhb	chr4	140703425	+	Interchromosomal	439		GRCm39	supplementary_table_3
abaeab4c-1b42-436f-a2a5-5483dbeb2cc3	Sh2b2:Lyrm9	Sh2b2	chr5	136273482	-	Lyrm9	chr11	78726843	+	Interchromosomal	440		GRCm39	supplementary_table_3
ee56bd67-4f45-4410-86c9-71e9324bc5b4	Slc25a13:Sem1	Slc25a13	chr6	6052764	-	Sem1	chr6	6560501	-	Intrachromosomal	441		GRCm39	supplementary_table_3
19ac60a9-de3c-4c50-bbee-1598489cab4e	Slc25a37:Gm27177	Slc25a37	chr14	69522180	-	Gm27177	chr14	69877723	-	Intrachromosomal	442		GRCm39	supplementary_table_3
70732a03-54cd-4b25-9202-c90f0cd110e1	Ppil2:Slc3a2	Ppil2	chr16	16927508	-	Slc3a2	chr19	8689292	-	Interchromosomal	443		GRCm39	supplementary_table_3
86f5dbff-481c-4a44-90c1-dca97db858ed	Slc40a1:Bivm	Slc40a1	chr1	45957468	-	Bivm	chr1	44176143	+	Intrachromosomal	444		GRCm39	supplementary_table_3
a70814a8-5af9-45b6-bea1-749bbf0cc72c	Gm6209:Slc7a11	Gm6209	chr3	50503773	-	Slc7a11	chr3	50393364	-	Intrachromosomal	445		GRCm39	supplementary_table_3
6315851c-6adc-4eef-98bd-c25f9e6a7001	Dym:Smad2	Dym	chr18	75152055	+	Smad2	chr18	76420998	+	Intrachromosomal	446		GRCm39	supplementary_table_3
a2dbcbce-fb15-475b-9115-15b2a1d02e5d	Hnrnpm:Smarcb1	Hnrnpm	chr17	33877361	-	Smarcb1	chr10	75751027	-	Interchromosomal	447		GRCm39	supplementary_table_3
b2e91586-6035-4c3b-9961-c8c5c2e0bf95	Snd1:Ppp4r1	Snd1	chr6	28480641	+	Ppp4r1	chr17	66131254	+	Interchromosomal	448		GRCm39	supplementary_table_3
f2b518d1-dafb-4f71-8d81-0909df2610bf	Snx5:Ctsc	Snx5	chr2	144112296	-	Ctsc	chr7	87946290	+	Interchromosomal	449		GRCm39	supplementary_table_3
40af4f39-34e4-4ff6-ae99-2f4d41319e86	Gpr137b-ps:Son	Gpr137b-ps	chr13	12664805	-	Son	chr16	91461085	+	Interchromosomal	450		GRCm39	supplementary_table_3
806b26e4-4b15-48ef-abf1-19f67fe0f4ef	Rftn1:Spcs2	Rftn1	chr17	50393595	-	Spcs2	chr7	99498266	-	Interchromosomal	451		GRCm39	supplementary_table_3
b90cec06-50fc-46fb-a9db-b795ba7194b3	Rpl18:Srp72	Rpl18	chr7	45370260	+	Srp72	chr5	77141988	+	Interchromosomal	452		GRCm39	supplementary_table_3
c8c8ef7a-7c0e-4f46-a7a1-2c9a22c35027	Ssh1:Ifi204	Ssh1	chr5	114127706	-	Ifi204	chr1	173576949	-	Interchromosomal	453		GRCm39	supplementary_table_3
076677d1-d45d-4b3a-b6e9-8815d369dfd5	St3gal1:Rab5c	St3gal1	chr15	67000401	-	Rab5c	chr11	100610994	-	Interchromosomal	454		GRCm39	supplementary_table_3
