job_id	peptide_id	sequence_sha256	seed	role	length_aa	protocol_id	msa_mode	selection_cohort	status	reused_prior_prediction	mean_plddt	fraction_plddt_ge70	fraction_plddt_ge90	fraction_plddt_below_50	mean_pae_angstrom	ptm	reason
protein_1bb99356d918b0fbaa9b069fdeb691f9390e078bfa32068a8186f372bbfd91a3_single_sequence_seed20260919	control_1bb99356d918b0fbaa9b069fdeb691f9390e078bfa32068a8186f372bbfd91a3	1bb99356d918b0fbaa9b069fdeb691f9390e078bfa32068a8186f372bbfd91a3	20260919	control	162	boltz2_2.2.1_single_sequence	single_sequence	annotated_parent_complete_ORF;retained_canonical_fragment	verified	False	54.881710052490234	0.12345679012345678	0.0	0.4444444444444444	20.767122268676758	0.3490964472293854	
protein_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a_single_sequence_seed20260919	control_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	20260919	control	181	boltz2_2.2.1_single_sequence	single_sequence	annotated_parent_complete_ORF;retained_canonical_fragment	verified	False	78.81968688964844	0.7513812154696132	0.22099447513812154	0.03867403314917127	9.146848678588867	0.7877437472343445	
protein_13af641587610835ccf13231157fe90ef6e91f0485fa14f7ec5a46506b5a8823_single_sequence_seed20260919	control_13af641587610835ccf13231157fe90ef6e91f0485fa14f7ec5a46506b5a8823	13af641587610835ccf13231157fe90ef6e91f0485fa14f7ec5a46506b5a8823	20260919	control	68	boltz2_2.2.1_single_sequence	single_sequence	retained_canonical_fragment	verified	False	55.24551773071289	0.0	0.0	0.25	10.516684532165527	0.47130653262138367	
protein_345129754ff0ccc173929ddf22b27736775c4329d5023cd85485e4a3b98d6af1_single_sequence_seed20260919	control_345129754ff0ccc173929ddf22b27736775c4329d5023cd85485e4a3b98d6af1	345129754ff0ccc173929ddf22b27736775c4329d5023cd85485e4a3b98d6af1	20260919	control	156	boltz2_2.2.1_single_sequence	single_sequence	retained_canonical_fragment	verified	False	33.563507080078125	0.0	0.0	0.9935897435897436	21.165616989135742	0.20977100729942322	
protein_61a6c306c0a882793e9a0eb0f38e9dffb4ad15d1ae413e718969b8f43c6e86e4_single_sequence_seed20260919	control_61a6c306c0a882793e9a0eb0f38e9dffb4ad15d1ae413e718969b8f43c6e86e4	61a6c306c0a882793e9a0eb0f38e9dffb4ad15d1ae413e718969b8f43c6e86e4	20260919	control	153	boltz2_2.2.1_single_sequence	single_sequence	retained_canonical_fragment	verified	False	36.97886657714844	0.0	0.0	0.9150326797385621	20.892135620117188	0.21407662332057953	
protein_8500b17b3f5cc9f4deaed97ff0ad19025d5d94095c67bb9c969910558b69f1f8_single_sequence_seed20260919	control_8500b17b3f5cc9f4deaed97ff0ad19025d5d94095c67bb9c969910558b69f1f8	8500b17b3f5cc9f4deaed97ff0ad19025d5d94095c67bb9c969910558b69f1f8	20260919	control	559	boltz2_2.2.1_single_sequence	single_sequence	retained_canonical_fragment	verified	False	38.78268814086914	0.0	0.0	0.8962432915921288	26.3181209564209	0.20321901142597198	
protein_c4c915da39d6ec74952059215262a9989ad6435c495f79363d36b565c91f216d_single_sequence_seed20260919	control_c4c915da39d6ec74952059215262a9989ad6435c495f79363d36b565c91f216d	c4c915da39d6ec74952059215262a9989ad6435c495f79363d36b565c91f216d	20260919	control	45	boltz2_2.2.1_single_sequence	single_sequence	retained_canonical_fragment	verified	False	51.86315155029297	0.0	0.0	0.37777777777777777	18.093053817749023	0.16725166141986847	
protein_ff94800e922179729e86c53f89319115126e45abae0220aa9052e0fb76f532c1_single_sequence_seed20260919	control_ff94800e922179729e86c53f89319115126e45abae0220aa9052e0fb76f532c1	ff94800e922179729e86c53f89319115126e45abae0220aa9052e0fb76f532c1	20260919	control	129	boltz2_2.2.1_single_sequence	single_sequence	retained_canonical_fragment	verified	False	56.60386657714844	0.10852713178294573	0.0	0.2868217054263566	17.231590270996094	0.380843847990036	
protein_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c_single_sequence_seed20260919	peptide_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c	00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c	20260919	sensitivity	47	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	64.86199951171875	0.3617021276595745	0.0	0.0851063829787234	7.947317600250244	0.5271791815757751	
protein_101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5_single_sequence_seed20260919	peptide_101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5	101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5	20260919	sensitivity	159	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	40.058372497558594	0.0	0.0	0.8427672955974843	18.052846908569336	0.33815905451774597	
protein_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e_single_sequence_seed20260919	peptide_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	20260919	sensitivity	164	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	47.40483474731445	0.018292682926829267	0.0	0.6646341463414634	22.975393295288086	0.29389816522598267	
protein_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96_single_sequence_seed20260919	peptide_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	20260919	sensitivity	44	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	60.829830169677734	0.25	0.0	0.1590909090909091	10.688644409179688	0.4613019526004791	
protein_3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b_single_sequence_seed20260919	peptide_3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b	3538354085b81ef36c100a2816d54993d184f50f51149beb3c72110afb62890b	20260919	sensitivity	39	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	52.41388702392578	0.0	0.0	0.1794871794871795	13.292813301086426	0.3069494664669037	
protein_3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53_single_sequence_seed20260919	peptide_3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53	3868fed335582b3a056d423efc2dbae9dfa7c7350d3572a0f67798065f307d53	20260919	sensitivity	99	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	53.30686569213867	0.050505050505050504	0.0	0.5050505050505051	20.232452392578125	0.2881195843219757	
protein_3efb26690c36c414062c23d0c47a34fbb57d8f10f8edf672769c2cddb8218cfa_single_sequence_seed20260919	peptide_3efb26690c36c414062c23d0c47a34fbb57d8f10f8edf672769c2cddb8218cfa	3efb26690c36c414062c23d0c47a34fbb57d8f10f8edf672769c2cddb8218cfa	20260919	sensitivity	207	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	33.2018928527832	0.0	0.0	0.9758454106280193	23.44550132751465	0.19348235428333282	
protein_5e0a55ceea7aa5596a1130b2f7a693b8a52acf6bf2ac12e69951ade5c9fb2d52_single_sequence_seed20260919	peptide_5e0a55ceea7aa5596a1130b2f7a693b8a52acf6bf2ac12e69951ade5c9fb2d52	5e0a55ceea7aa5596a1130b2f7a693b8a52acf6bf2ac12e69951ade5c9fb2d52	20260919	sensitivity	118	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	37.95859146118164	0.0	0.0	1.0	19.07205581665039	0.23294517397880554	
protein_61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06_single_sequence_seed20260919	peptide_61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06	61dbcd41ff74ad3f3b63240c13327fee06c0feb5d06fe4cf72c1220d5d18bb06	20260919	sensitivity	167	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	50.705780029296875	0.04790419161676647	0.0	0.47904191616766467	20.55527114868164	0.31677934527397156	
protein_7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419_single_sequence_seed20260919	peptide_7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419	7153a9988f10e3f16ef9401be9c3ebf0e792e0075a0738bde80362e44019b419	20260919	sensitivity	304	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	38.7589111328125	0.0	0.0	0.8717105263157895	24.457387924194336	0.21481303870677948	
protein_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18_single_sequence_seed20260919	peptide_74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18	74500f70e6a9f3f7e33db93e70c8610c8c7af7704f8522687bc26abc4cd3eb18	20260919	sensitivity	234	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	65.052490234375	0.4358974358974359	0.017094017094017096	0.19230769230769232	15.027517318725586	0.593002438545227	
protein_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace_single_sequence_seed20260919	peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	20260919	sensitivity	39	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	87.41344451904297	0.9487179487179487	0.48717948717948717	0.0	7.095099449157715	0.56634920835495	
protein_899325e73395c7c25bfb100e110524886b8177bae90a0ab97604b66f4b77da1e_single_sequence_seed20260919	peptide_899325e73395c7c25bfb100e110524886b8177bae90a0ab97604b66f4b77da1e	899325e73395c7c25bfb100e110524886b8177bae90a0ab97604b66f4b77da1e	20260919	sensitivity	95	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	50.851863861083984	0.0	0.0	0.4842105263157895	20.858091354370117	0.23666127026081085	
protein_b0d22e27937167cce8168e89f2f47683b4ada96ad48b9ebb22e347b9e99abcb8_single_sequence_seed20260919	peptide_b0d22e27937167cce8168e89f2f47683b4ada96ad48b9ebb22e347b9e99abcb8	b0d22e27937167cce8168e89f2f47683b4ada96ad48b9ebb22e347b9e99abcb8	20260919	sensitivity	141	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	50.87779235839844	0.03546099290780142	0.0	0.5035460992907801	18.602380752563477	0.3396202027797699	
protein_b537f99b45ff96dfbe025055a4ef53a4d336495d89f7355a3e01399abae3638e_single_sequence_seed20260919	peptide_b537f99b45ff96dfbe025055a4ef53a4d336495d89f7355a3e01399abae3638e	b537f99b45ff96dfbe025055a4ef53a4d336495d89f7355a3e01399abae3638e	20260919	sensitivity	568	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	44.18708419799805	0.051056338028169015	0.0	0.7394366197183099	27.876005172729492	0.2141634225845337	
protein_d09ba36d63b4b05b94c1787f8ea186e5b841f5920b3ffb5356533bd95afd68da_single_sequence_seed20260919	peptide_d09ba36d63b4b05b94c1787f8ea186e5b841f5920b3ffb5356533bd95afd68da	d09ba36d63b4b05b94c1787f8ea186e5b841f5920b3ffb5356533bd95afd68da	20260919	sensitivity	259	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	56.679237365722656	0.33976833976833976	0.10424710424710425	0.5173745173745173	18.62776756286621	0.5172137022018433	
protein_dfb8a2ccde79614b69b3425f8cd6ffcf0f2bddaf437ae76facc8bb7ebdfacb2e_single_sequence_seed20260919	peptide_dfb8a2ccde79614b69b3425f8cd6ffcf0f2bddaf437ae76facc8bb7ebdfacb2e	dfb8a2ccde79614b69b3425f8cd6ffcf0f2bddaf437ae76facc8bb7ebdfacb2e	20260919	sensitivity	193	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	31.234756469726562	0.0	0.0	0.9948186528497409	23.200542449951172	0.17166587710380554	
protein_e6bde9e98c0c71a406cda37d339a2829de1ba0ba203b851d67e4082deda858a7_single_sequence_seed20260919	peptide_e6bde9e98c0c71a406cda37d339a2829de1ba0ba203b851d67e4082deda858a7	e6bde9e98c0c71a406cda37d339a2829de1ba0ba203b851d67e4082deda858a7	20260919	sensitivity	383	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	37.484832763671875	0.0783289817232376	0.0	0.8746736292428199	26.118925094604492	0.2123860865831375	
protein_f3b157eea4a7b3afed59584e95a707bc05cb7cf6e128952858f1c030fdca8e9f_single_sequence_seed20260919	peptide_f3b157eea4a7b3afed59584e95a707bc05cb7cf6e128952858f1c030fdca8e9f	f3b157eea4a7b3afed59584e95a707bc05cb7cf6e128952858f1c030fdca8e9f	20260919	sensitivity	70	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	50.60160827636719	0.02857142857142857	0.0	0.42857142857142855	13.007613182067871	0.42822355031967163	
protein_ff641b7f66baa209ff86e50cff70775b9fc1fd0004872ad33a501711d57eaf5e_single_sequence_seed20260919	peptide_ff641b7f66baa209ff86e50cff70775b9fc1fd0004872ad33a501711d57eaf5e	ff641b7f66baa209ff86e50cff70775b9fc1fd0004872ad33a501711d57eaf5e	20260919	sensitivity	133	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	51.05569839477539	0.0	0.0	0.38345864661654133	17.035308837890625	0.3068754971027374	
protein_19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a_single_sequence_seed20260919	peptide_19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a	19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a	20260919	sensitivity	112	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	40.66495895385742	0.0	0.0	0.875	17.12796401977539	0.32868629693984985	
protein_d9dadae508e1aba65519f0bec221151e33dd065734ac6bd7d657c57034b61154_single_sequence_seed20260919	peptide_d9dadae508e1aba65519f0bec221151e33dd065734ac6bd7d657c57034b61154	d9dadae508e1aba65519f0bec221151e33dd065734ac6bd7d657c57034b61154	20260919	sensitivity	86	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	60.84474182128906	0.3023255813953488	0.0	0.29069767441860467	20.80318260192871	0.2603166401386261	
protein_b38a46e68fa112ecb3d07b06ff9f3c00cfbcb19b8f9098cd396c99a0030c80ca_single_sequence_seed20260919	peptide_b38a46e68fa112ecb3d07b06ff9f3c00cfbcb19b8f9098cd396c99a0030c80ca	b38a46e68fa112ecb3d07b06ff9f3c00cfbcb19b8f9098cd396c99a0030c80ca	20260919	sensitivity	75	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	42.900447845458984	0.0	0.0	0.9466666666666667	20.75557518005371	0.13140232861042023	
protein_70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c_single_sequence_seed20260919	peptide_70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c	70b1ed4ba81a68375cfb42e68d1af3b9cf1105b34faaa49a883b93a8bfa81b6c	20260919	sensitivity	154	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	46.24773406982422	0.0	0.0	0.6103896103896104	19.91093635559082	0.2694849967956543	
protein_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4_single_sequence_seed20260919	peptide_6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4	6ae36d8a89ac3ac04b43b02983f3cb8994037ee6cadc0be1d50523eaca3430e4	20260919	sensitivity	212	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	36.644256591796875	0.02358490566037736	0.0	0.8915094339622641	22.64269256591797	0.20344236493110657	
protein_d12ded276778cca561f61708455f059a1bccb3f6e5b75d6ea02f274ab7b9a20d_single_sequence_seed20260919	peptide_d12ded276778cca561f61708455f059a1bccb3f6e5b75d6ea02f274ab7b9a20d	d12ded276778cca561f61708455f059a1bccb3f6e5b75d6ea02f274ab7b9a20d	20260919	sensitivity	290	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	40.3947868347168	0.0	0.0	0.7965517241379311	25.46384048461914	0.22825101017951965	
protein_bcd139b19630cb31f3a89703fedd00936138336ed28e45f87045ef3f8222c90c_single_sequence_seed20260919	peptide_bcd139b19630cb31f3a89703fedd00936138336ed28e45f87045ef3f8222c90c	bcd139b19630cb31f3a89703fedd00936138336ed28e45f87045ef3f8222c90c	20260919	sensitivity	328	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	43.414920806884766	0.06097560975609756	0.0	0.7530487804878049	23.134122848510742	0.3663281202316284	
protein_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54_single_sequence_seed20260919	peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	20260919	sensitivity	399	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	32.13313674926758	0.0	0.0	1.0	28.846860885620117	0.09803741425275803	
protein_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee_single_sequence_seed20260919	peptide_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	20260919	sensitivity	786	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	34.92095947265625	0.0	0.0	0.9338422391857506	27.687358856201172	0.19717271625995636	
protein_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a_single_sequence_seed20260919	peptide_7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a	7b0d5d3c3a31c1168531049ad5eb4bf68c7070067b6a2cd48ed4f7d87f40e85a	20260919	sensitivity	1669	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	67.47438049316406	0.5662073097663272	0.1012582384661474	0.2606351108448173	21.5162353515625	0.6052125692367554	
protein_fa6506540deb5226f196b5e2c3dc3fd6a10972fec505231d4d43a33b7e157c2a_single_sequence_seed20260919	peptide_fa6506540deb5226f196b5e2c3dc3fd6a10972fec505231d4d43a33b7e157c2a	fa6506540deb5226f196b5e2c3dc3fd6a10972fec505231d4d43a33b7e157c2a	20260919	sensitivity	915	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	31.588390350341797	0.0	0.0	0.9650273224043716	29.1634521484375	0.18869023025035858	
protein_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c_single_sequence_seed20260920	peptide_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c	00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c	20260920	sensitivity	47	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	64.79042053222656	0.40425531914893614	0.0	0.1276595744680851	6.951660633087158	0.5811819434165955	
protein_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c_single_sequence_seed20260921	peptide_00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c	00fb8657255fb894315401cecb9ab9e3047ef7b3d1f0d35d357663269780201c	20260921	sensitivity	47	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	67.25130462646484	0.46808510638297873	0.0	0.02127659574468085	8.062440872192383	0.5195007920265198	
protein_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e_single_sequence_seed20260920	peptide_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	20260920	sensitivity	164	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	47.746337890625	0.006097560975609756	0.0	0.6646341463414634	23.12849998474121	0.289345383644104	
protein_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e_single_sequence_seed20260921	peptide_17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	17d111deb4d6dc3037080cfa51b4f13d1b3e22d45fa78ccc97a0cca4c2afed7e	20260921	sensitivity	164	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	46.38542556762695	0.018292682926829267	0.0	0.6951219512195121	23.082530975341797	0.2967667281627655	
protein_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df_single_sequence_seed20260920	peptide_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df	1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df	20260920	sensitivity	32	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	87.69857788085938	0.90625	0.5625	0.0	3.541024684906006	0.6424989700317383	
protein_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df_single_sequence_seed20260921	peptide_1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df	1bce31ef49449220635ddadc203907308fc7f2ec67e7d48732292471c9bbe3df	20260921	sensitivity	32	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	88.4555892944336	0.9375	0.625	0.0	3.5501928329467773	0.6526026725769043	
protein_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc_single_sequence_seed20260920	peptide_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	20260920	sensitivity	81	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	62.149845123291016	0.37037037037037035	0.0	0.2716049382716049	9.667986869812012	0.6113125085830688	
protein_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc_single_sequence_seed20260921	peptide_1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	1e8bc65243a9facc8e4feddf58cbbe693b2477dfe7a89be4bd6f1930464904dc	20260921	sensitivity	81	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	69.17831420898438	0.49382716049382713	0.0	0.09876543209876543	10.30569839477539	0.6115371584892273	
protein_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace_single_sequence_seed20260920	peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	20260920	sensitivity	39	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	88.73089599609375	0.9743589743589743	0.5897435897435898	0.0	7.349070072174072	0.5348540544509888	
protein_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace_single_sequence_seed20260921	peptide_7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	7a9f6f4887bd814b003cf10313fd2533c1efedd27d7e63a1d4f1508167c28ace	20260921	sensitivity	39	boltz2_2.2.1_single_sequence	single_sequence	conditional_consensus	verified	False	86.56045532226562	0.9230769230769231	0.46153846153846156	0.0	7.277987957000732	0.539669394493103	
protein_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176_single_sequence_seed20260920	peptide_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176	06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176	20260920	sensitivity	357	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	41.73148727416992	0.0056022408963585435	0.0	0.6974789915966386	23.290924072265625	0.3832482099533081	
protein_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176_single_sequence_seed20260921	peptide_06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176	06a47ea8fb14decf2e1f83ce3d7b3bc9900a29ed89cc722332a43a369472b176	20260921	sensitivity	357	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	43.03013229370117	0.022408963585434174	0.0	0.6638655462184874	23.017024993896484	0.3992859721183777	
protein_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54_single_sequence_seed20260920	peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	20260920	sensitivity	399	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	32.806453704833984	0.0	0.0	1.0	28.871313095092773	0.1017942875623703	
protein_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54_single_sequence_seed20260921	peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	20260921	sensitivity	399	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	32.3781623840332	0.0	0.0	0.9974937343358395	28.856143951416016	0.10054752230644226	
protein_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa_single_sequence_seed20260920	peptide_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	20260920	sensitivity	118	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	41.701690673828125	0.0	0.0	0.847457627118644	21.497295379638672	0.19876298308372498	
protein_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa_single_sequence_seed20260921	peptide_f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	f0766d124b52f0061597ce4e822e9275a04152df574f9a512631a0fa6ed8a2fa	20260921	sensitivity	118	boltz2_2.2.1_single_sequence	single_sequence	conditional_annotated_start	verified	False	42.3551025390625	0.0	0.0	0.864406779661017	21.138208389282227	0.19682256877422333	
