protein_id	pair	arm	gene	gene_id	transcript_id	chromosome	strand	exon_id	exon_number	exon_start_1	exon_end_1	coding_nt_start_1	coding_nt_end_1	coding_bases	aa_start_1	aa_end_1	source_row	source_line
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000221758.2	chr12	+	ENSMUSE00001413471.2	8	40699337	40699488	322	473	152	108	158	1269519	"chr12	HAVANA	exon	40699337	40699488	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000221758.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""retained_intron""; transcript_name ""Dock4-207""; exon_number 8; exon_id ""ENSMUSE00001413471.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918006""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162169.1"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000222798.2	chr12	+	ENSMUSE00001417014.2	5	40681521	40681617	1	87	87	1	29	1269536	"chr12	HAVANA	exon	40681521	40681617	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000222798.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""retained_intron""; transcript_name ""Dock4-209""; exon_number 5; exon_id ""ENSMUSE00001417014.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918006""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162164.1"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000222798.2	chr12	+	ENSMUSE00001416858.2	6	40686082	40686230	88	236	149	30	79	1269537	"chr12	HAVANA	exon	40686082	40686230	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000222798.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""retained_intron""; transcript_name ""Dock4-209""; exon_number 6; exon_id ""ENSMUSE00001416858.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918006""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162164.1"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000222798.2	chr12	+	ENSMUSE00001420142.2	7	40690360	40690901	237	321	85	79	107	1269538	"chr12	HAVANA	exon	40690360	40690901	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000222798.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""retained_intron""; transcript_name ""Dock4-209""; exon_number 7; exon_id ""ENSMUSE00001420142.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918006""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162164.1"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000220912.2	chr12	+	ENSMUSE00000347476.4	5	40681521	40681617	1	87	87	1	29	1269549	"chr12	HAVANA	exon	40681521	40681617	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000220912.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""protein_coding""; transcript_name ""Dock4-204""; exon_number 5; exon_id ""ENSMUSE00000347476.4""; level 2; protein_id ""ENSMUSP00000152420.2""; transcript_support_level ""1""; mgi_id ""MGI:1918006""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162175.2"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000220912.2	chr12	+	ENSMUSE00000393085.4	6	40686082	40686230	88	236	149	30	79	1269551	"chr12	HAVANA	exon	40686082	40686230	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000220912.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""protein_coding""; transcript_name ""Dock4-204""; exon_number 6; exon_id ""ENSMUSE00000393085.4""; level 2; protein_id ""ENSMUSP00000152420.2""; transcript_support_level ""1""; mgi_id ""MGI:1918006""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162175.2"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000220912.2	chr12	+	ENSMUSE00000532536.2	7	40690360	40690444	237	321	85	79	107	1269553	"chr12	HAVANA	exon	40690360	40690444	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000220912.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""protein_coding""; transcript_name ""Dock4-204""; exon_number 7; exon_id ""ENSMUSE00000532536.2""; level 2; protein_id ""ENSMUSP00000152420.2""; transcript_support_level ""1""; mgi_id ""MGI:1918006""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162175.2"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	left	Dock4	ENSMUSG00000035954.11	ENSMUST00000220912.2	chr12	+	ENSMUSE00000655166.2	8	40699337	40699488	322	473	152	108	158	1269555	"chr12	HAVANA	exon	40699337	40699488	.	+	.	gene_id ""ENSMUSG00000035954.11""; transcript_id ""ENSMUST00000220912.2""; gene_type ""protein_coding""; gene_name ""Dock4""; transcript_type ""protein_coding""; transcript_name ""Dock4-204""; exon_number 8; exon_id ""ENSMUSE00000655166.2""; level 2; protein_id ""ENSMUSP00000152420.2""; transcript_support_level ""1""; mgi_id ""MGI:1918006""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000066686.8""; havana_transcript ""OTTMUST00000162175.2"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	right	Nbas	ENSMUSG00000020576.11	ENSMUST00000042953.10	chr12	+	ENSMUSE00000229324.4	48	13584381	13584576	473	543	71	158	181	1258756	"chr12	HAVANA	exon	13584381	13584576	.	+	.	gene_id ""ENSMUSG00000020576.11""; transcript_id ""ENSMUST00000042953.10""; gene_type ""protein_coding""; gene_name ""Nbas""; transcript_type ""protein_coding""; transcript_name ""Nbas-201""; exon_number 48; exon_id ""ENSMUSE00000229324.4""; level 2; protein_id ""ENSMUSP00000036082.9""; transcript_support_level ""5""; mgi_id ""MGI:1918419""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS49031.1""; havana_gene ""OTTMUSG00000065893.2""; havana_transcript ""OTTMUST00000160267.2"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	right	Nbas	ENSMUSG00000020576.11	ENSMUST00000221714.2	chr12	+	ENSMUSE00001420149.2	5	13584381	13584576	473	543	71	158	181	1258776	"chr12	HAVANA	exon	13584381	13584576	.	+	.	gene_id ""ENSMUSG00000020576.11""; transcript_id ""ENSMUST00000221714.2""; gene_type ""protein_coding""; gene_name ""Nbas""; transcript_type ""processed_transcript""; transcript_name ""Nbas-203""; exon_number 5; exon_id ""ENSMUSE00001420149.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918419""; tag ""NAGNAG_splice_site""; havana_gene ""OTTMUSG00000065893.2""; havana_transcript ""OTTMUST00000160269.1"";"
protein_5fbb65263d2cee8b90549b93739189a4d923d56399dd9965cb39df5b591bf18d	Dock4 → Nbas	right	Nbas	ENSMUSG00000020576.11	ENSMUST00000223081.2	chr12	+	ENSMUSE00001420149.2	5	13584381	13584576	473	543	71	158	181	1258786	"chr12	HAVANA	exon	13584381	13584576	.	+	.	gene_id ""ENSMUSG00000020576.11""; transcript_id ""ENSMUST00000223081.2""; gene_type ""protein_coding""; gene_name ""Nbas""; transcript_type ""retained_intron""; transcript_name ""Nbas-204""; exon_number 5; exon_id ""ENSMUSE00001420149.2""; level 2; transcript_support_level ""1""; mgi_id ""MGI:1918419""; tag ""NAGNAG_splice_site""; havana_gene ""OTTMUSG00000065893.2""; havana_transcript ""OTTMUST00000160270.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105344.8	chr10	-	ENSMUSE00000101316.4	2	80266771	80266902	1	75	75	1	25	1085538	"chr10	HAVANA	exon	80266771	80266902	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105344.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-208""; exon_number 2; exon_id ""ENSMUSE00000101316.4""; level 2; protein_id ""ENSMUSP00000100981.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48635.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045821.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105344.8	chr10	-	ENSMUSE00000338290.4	3	80263505	80263577	76	148	73	26	50	1085541	"chr10	HAVANA	exon	80263505	80263577	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105344.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-208""; exon_number 3; exon_id ""ENSMUSE00000338290.4""; level 2; protein_id ""ENSMUSP00000100981.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48635.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045821.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105344.8	chr10	-	ENSMUSE00000371825.4	4	80257166	80257239	149	222	74	50	74	1085543	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105344.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-208""; exon_number 4; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000100981.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48635.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045821.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105344.8	chr10	-	ENSMUSE00000332403.4	5	80256922	80257000	223	301	79	75	101	1085545	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105344.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-208""; exon_number 5; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000100981.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48635.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045821.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105345.10	chr10	-	ENSMUSE00000101316.4	2	80266771	80266902	1	75	75	1	25	1085581	"chr10	HAVANA	exon	80266771	80266902	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105345.10""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-209""; exon_number 2; exon_id ""ENSMUSE00000101316.4""; level 2; protein_id ""ENSMUSP00000100982.4""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS24022.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045818.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105345.10	chr10	-	ENSMUSE00000338290.4	3	80263505	80263577	76	148	73	26	50	1085584	"chr10	HAVANA	exon	80263505	80263577	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105345.10""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-209""; exon_number 3; exon_id ""ENSMUSE00000338290.4""; level 2; protein_id ""ENSMUSP00000100982.4""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS24022.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045818.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105345.10	chr10	-	ENSMUSE00000371825.4	4	80257166	80257239	149	222	74	50	74	1085586	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105345.10""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-209""; exon_number 4; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000100982.4""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS24022.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045818.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105345.10	chr10	-	ENSMUSE00000332403.4	5	80256922	80257000	223	301	79	75	101	1085588	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105345.10""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-209""; exon_number 5; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000100982.4""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS24022.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045818.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105342.8	chr10	-	ENSMUSE00000101316.4	2	80266771	80266902	1	75	75	1	25	1085624	"chr10	HAVANA	exon	80266771	80266902	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105342.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-206""; exon_number 2; exon_id ""ENSMUSE00000101316.4""; level 2; protein_id ""ENSMUSP00000100979.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48636.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045822.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105342.8	chr10	-	ENSMUSE00000338290.4	3	80263505	80263577	76	148	73	26	50	1085627	"chr10	HAVANA	exon	80263505	80263577	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105342.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-206""; exon_number 3; exon_id ""ENSMUSE00000338290.4""; level 2; protein_id ""ENSMUSP00000100979.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48636.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045822.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105342.8	chr10	-	ENSMUSE00000371825.4	4	80257166	80257239	149	222	74	50	74	1085629	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105342.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-206""; exon_number 4; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000100979.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48636.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045822.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105342.8	chr10	-	ENSMUSE00000332403.4	5	80256922	80257000	223	301	79	75	101	1085631	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105342.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-206""; exon_number 5; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000100979.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48636.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045822.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105343.8	chr10	-	ENSMUSE00000101316.4	2	80266771	80266902	1	75	75	1	25	1085667	"chr10	HAVANA	exon	80266771	80266902	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105343.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-207""; exon_number 2; exon_id ""ENSMUSE00000101316.4""; level 2; protein_id ""ENSMUSP00000100980.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48633.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045823.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105343.8	chr10	-	ENSMUSE00000338290.4	3	80263505	80263577	76	148	73	26	50	1085670	"chr10	HAVANA	exon	80263505	80263577	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105343.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-207""; exon_number 3; exon_id ""ENSMUSE00000338290.4""; level 2; protein_id ""ENSMUSP00000100980.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48633.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045823.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105343.8	chr10	-	ENSMUSE00000371825.4	4	80257166	80257239	149	222	74	50	74	1085672	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105343.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-207""; exon_number 4; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000100980.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48633.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045823.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105343.8	chr10	-	ENSMUSE00000332403.4	5	80256922	80257000	223	301	79	75	101	1085674	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105343.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-207""; exon_number 5; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000100980.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48633.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045823.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105346.10	chr10	-	ENSMUSE00000101316.4	2	80266771	80266902	1	75	75	1	25	1085710	"chr10	HAVANA	exon	80266771	80266902	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105346.10""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-210""; exon_number 2; exon_id ""ENSMUSE00000101316.4""; level 2; protein_id ""ENSMUSP00000100983.4""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48630.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045817.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105346.10	chr10	-	ENSMUSE00000338290.4	3	80263505	80263577	76	148	73	26	50	1085713	"chr10	HAVANA	exon	80263505	80263577	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105346.10""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-210""; exon_number 3; exon_id ""ENSMUSE00000338290.4""; level 2; protein_id ""ENSMUSP00000100983.4""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48630.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045817.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105346.10	chr10	-	ENSMUSE00000371825.4	4	80257166	80257239	149	222	74	50	74	1085715	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105346.10""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-210""; exon_number 4; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000100983.4""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48630.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045817.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105346.10	chr10	-	ENSMUSE00000332403.4	5	80256922	80257000	223	301	79	75	101	1085717	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105346.10""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-210""; exon_number 5; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000100983.4""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48630.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045817.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000020377.13	chr10	-	ENSMUSE00000101316.4	2	80266771	80266902	1	75	75	1	25	1085753	"chr10	HAVANA	exon	80266771	80266902	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000020377.13""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-201""; exon_number 2; exon_id ""ENSMUSE00000101316.4""; level 2; protein_id ""ENSMUSP00000020377.7""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48634.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045820.1"";"
