peptide_id	sequence_sha256	pair_ids	selection_arm	status	interpretation
peptide_63dd703eaf70c2f7e150463b9a60ba3d2eaa0981de4ebf68fd688c9ae367e4be	63dd703eaf70c2f7e150463b9a60ba3d2eaa0981de4ebf68fd688c9ae367e4be	Gask1b:Sh3glb1	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_8d17bd7c69c2a00c5474e8c1f004b5ab90610641adfbbcd66db4597cccfa44d8	8d17bd7c69c2a00c5474e8c1f004b5ab90610641adfbbcd66db4597cccfa44d8	Atp8a1:Tmem33	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_c2242e9153aea2727940af4cdfd64124fd1d0feb6e9e3c47462fc0ac3182cbe3	c2242e9153aea2727940af4cdfd64124fd1d0feb6e9e3c47462fc0ac3182cbe3	Ubap2:Dcaf12	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_28536f672df270d2151e581be4a94d4f8d31fc12b161bbbb62332e96433c854d	28536f672df270d2151e581be4a94d4f8d31fc12b161bbbb62332e96433c854d	Mapkapk2:Arhgef2	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_878f0691166eb9e6115f34d6e02499cdacfa2655ddafb67f916b37abe6d99c5e	878f0691166eb9e6115f34d6e02499cdacfa2655ddafb67f916b37abe6d99c5e	Fubp1:Pgd	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_d1425bf096af39fcdfa03c831af7b35e6cfbe04eb5fc750ab214f9850d21aa41	d1425bf096af39fcdfa03c831af7b35e6cfbe04eb5fc750ab214f9850d21aa41	Gask1b:Sh3glb1	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_eac0d87da5685014ff70e6b93186922795dd4bb0dc0532a6e46a2260fd1c23be	eac0d87da5685014ff70e6b93186922795dd4bb0dc0532a6e46a2260fd1c23be	Tmem181a:Bin2	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_c095d138b9a31f1559faa30e7ebe25c04526b367580dcc06f5afc830b241fa53	c095d138b9a31f1559faa30e7ebe25c04526b367580dcc06f5afc830b241fa53	Osbpl8:Cpne2	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_cc90bc9796553d00521020f77df3e095ee9c366cb6ca188e72cd49a6f9b2dd9e	cc90bc9796553d00521020f77df3e095ee9c366cb6ca188e72cd49a6f9b2dd9e	Itgav:AI182371	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
peptide_648cc68c2ab813bb66e8df6677a48e6495cfca968b5a07c63e92368d4c7de5cf	648cc68c2ab813bb66e8df6677a48e6495cfca968b5a07c63e92368d4c7de5cf	Aopep:Sdha	domain_diversity_enriched	not_verified_by_cutoff	Missing computation, not negative biological evidence
control_37bfb856665b42403f050f04de3dbc832370f08f95349fe3d2592c2d76f7b966	37bfb856665b42403f050f04de3dbc832370f08f95349fe3d2592c2d76f7b966	Srpk1:Esd	matched_parent_fragment_control	not_verified_by_cutoff	Missing computation, not negative biological evidence
control_44bf64b70c81c9c472c53d729870226b18298e5cfe7c38178f6db36dc6d4a302	44bf64b70c81c9c472c53d729870226b18298e5cfe7c38178f6db36dc6d4a302	Abr:Pitpna	matched_parent_fragment_control	not_verified_by_cutoff	Missing computation, not negative biological evidence
control_a657c572200640de52e6259aad4b0c0652625ede78bf49808abb4805b5a5fce0	a657c572200640de52e6259aad4b0c0652625ede78bf49808abb4805b5a5fce0	Vps8:2510009E07Rik	matched_parent_fragment_control	not_verified_by_cutoff	Missing computation, not negative biological evidence
control_5f676bade11bc4e3f4443d8977b0247a4d3f538bb87dbd224d73b1373a10c83d	5f676bade11bc4e3f4443d8977b0247a4d3f538bb87dbd224d73b1373a10c83d	Rasa1:Ahnak	matched_parent_fragment_control	not_verified_by_cutoff	Missing computation, not negative biological evidence
control_b6c33b39dd7513ee8b350e45ca697c0db3f5a4ed43ca361d324772fab8d86845	b6c33b39dd7513ee8b350e45ca697c0db3f5a4ed43ca361d324772fab8d86845	Kif16b:Taf4	matched_parent_fragment_control	not_verified_by_cutoff	Missing computation, not negative biological evidence
control_d828e61fcd661d07344342a171aa108e5c3bc35d9371fce427ac4996e65df9d3	d828e61fcd661d07344342a171aa108e5c3bc35d9371fce427ac4996e65df9d3	Trim25:Il27	matched_parent_fragment_control	not_verified_by_cutoff	Missing computation, not negative biological evidence
control_b7b8f5fcfd76ca9d411de9e821551cd9eec5be84f003c53a95320559c00ee0de	b7b8f5fcfd76ca9d411de9e821551cd9eec5be84f003c53a95320559c00ee0de	Atp8a1:Tmem33	matched_parent_fragment_control	not_verified_by_cutoff	Missing computation, not negative biological evidence
control_ed2540e5451bc165857ffa4611576ac09953f9f44fdb7145ae31d26d933d24e0	ed2540e5451bc165857ffa4611576ac09953f9f44fdb7145ae31d26d933d24e0	Atp2b1:Spata6	matched_parent_fragment_control	not_verified_by_cutoff	Missing computation, not negative biological evidence
