peptide_id	sequence_sha256	pair_ids	role	selection_arm	category	architecture	architecture_absent_current	f_idr	inclusion_probability	length_aa	sequence_matches	mean_plddt	fraction_plddt_below_50	fraction_plddt_ge70	mean_pae_angstrom	worker	wall_seconds	protocol_id	seed	junction_window_mean_plddt	model_path
peptide_891142de4762e91fde52ddd4d927eba7bd87eb77c4e6588fb27e94ef50163d7e	891142de4762e91fde52ddd4d927eba7bd87eb77c4e6588fb27e94ef50163d7e	Nsd1:Tipin	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF00855.24	True		not_probability_sample	478	True	31.863079071044922	0.9644351464435147	0.0	27.738235473632812	chrna-expand-1026-2		boltz2_2.2.1_single_sequence_batch8	20260919	30.672691345214844	collected/chrna-expand-1026-2/models/protein_891142de4762e91fde52ddd4d927eba7bd87eb77c4e6588fb27e94ef50163d7e_single_sequence_seed20260919/model.cif
peptide_da4a1ebaf21582c46e4982554f273d0b1a54b302195ef6e6b5dd58ea966c7b48	da4a1ebaf21582c46e4982554f273d0b1a54b302195ef6e6b5dd58ea966c7b48	Abr:Pitpna	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF00621.26;PF19057.7;PF00168.37;PF02121.26	True		not_probability_sample	497	True	36.06868362426758	0.8370221327967807	0.056338028169014086	26.549571990966797	chrna-expand-1026-2		boltz2_2.2.1_single_sequence_batch8	20260919	32.52695846557617	collected/chrna-expand-1026-2/models/protein_da4a1ebaf21582c46e4982554f273d0b1a54b302195ef6e6b5dd58ea966c7b48_single_sequence_seed20260919/model.cif
peptide_46f09489747a9a0907f311ed5540ff4deddc764ead0d7cc070b918c9f053679b	46f09489747a9a0907f311ed5540ff4deddc764ead0d7cc070b918c9f053679b	Osbpl8:Cpne2	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF00168.37;PF07002.23	True		not_probability_sample	524	True	42.87330627441406	0.7309160305343512	0.05534351145038168	24.785301208496094	chrna-expand-1026-2		boltz2_2.2.1_single_sequence_batch8	20260919	33.499088287353516	collected/chrna-expand-1026-2/models/protein_46f09489747a9a0907f311ed5540ff4deddc764ead0d7cc070b918c9f053679b_single_sequence_seed20260919/model.cif
peptide_e9d10b5117bc4ef7ad88fc40886c8a0db39ed928c17dfa3c3960f613c88118df	e9d10b5117bc4ef7ad88fc40886c8a0db39ed928c17dfa3c3960f613c88118df	Fkbp8:Pirb	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF00254.35;PF00047.32	True		not_probability_sample	571	True	43.67169189453125	0.7845884413309983	0.12609457092819615	27.30121612548828	chrna-expand-1026-2		boltz2_2.2.1_single_sequence_batch8	20260919	46.587615966796875	collected/chrna-expand-1026-2/models/protein_e9d10b5117bc4ef7ad88fc40886c8a0db39ed928c17dfa3c3960f613c88118df_single_sequence_seed20260919/model.cif
peptide_39c77a4a07176a332fe9825b10ab92962d37e6ab9ec65c651185ceeef7192cc3	39c77a4a07176a332fe9825b10ab92962d37e6ab9ec65c651185ceeef7192cc3	Exoc1:Npm1	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF15277.13;PF09763.16	True		not_probability_sample	574	True	39.43144989013672	0.8310104529616724	0.0	27.627826690673828	chrna-expand-1026-2		boltz2_2.2.1_single_sequence_batch8	20260919	29.239469528198242	collected/chrna-expand-1026-2/models/protein_39c77a4a07176a332fe9825b10ab92962d37e6ab9ec65c651185ceeef7192cc3_single_sequence_seed20260919/model.cif
peptide_3001efb6119fb99f01db5d7d4363581895953b5a7b6961cc2fd75f7290e1eb7e	3001efb6119fb99f01db5d7d4363581895953b5a7b6961cc2fd75f7290e1eb7e	Sptlc2:Azi2	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF00155.28;PF12845.13	True		not_probability_sample	607	True	36.69733428955078	0.841845140032949	0.09719934102141681	25.858888626098633	chrna-expand-1026-2		boltz2_2.2.1_single_sequence_batch8	20260919	28.766868591308594	collected/chrna-expand-1026-2/models/protein_3001efb6119fb99f01db5d7d4363581895953b5a7b6961cc2fd75f7290e1eb7e_single_sequence_seed20260919/model.cif
peptide_672dfb4b684a2bfabf419cdb3ce7cc67dda0fb743396ade3445039742eaa573b	672dfb4b684a2bfabf419cdb3ce7cc67dda0fb743396ade3445039742eaa573b	Marchf8:Dcp1b	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF12906.14;PF31018.1;PF16741.11	True		not_probability_sample	625	True	31.96222496032715	1.0	0.0	28.1207218170166	chrna-expand-1026-2		boltz2_2.2.1_single_sequence_batch8	20260919	30.44574546813965	collected/chrna-expand-1026-2/models/protein_672dfb4b684a2bfabf419cdb3ce7cc67dda0fb743396ade3445039742eaa573b_single_sequence_seed20260919/model.cif
peptide_035943e42f3c245011a7f12ccb482fc1f27acd0d9b50f46e1f1b520c88915037	035943e42f3c245011a7f12ccb482fc1f27acd0d9b50f46e1f1b520c88915037	Map2k1:Hif1a	sensitivity	representative_stratified_random	multiple_domain_hits	PF00069.32;PF07714.24;PF14598.13;PF00989.32;PF08447.19;PF11413.14;PF08778.16	True		0.39759036144578314	873	True	31.315153121948242	0.9095074455899198	0.026345933562428408	28.291236877441406	chrna-expand-1026-2		boltz2_2.2.1_single_sequence_batch8	20260919	25.0354061126709	collected/chrna-expand-1026-2/models/protein_035943e42f3c245011a7f12ccb482fc1f27acd0d9b50f46e1f1b520c88915037_single_sequence_seed20260919/model.cif
peptide_763ac207806e35b3f70854ec0339d95586cceba0bf4aa634fbecdf080f902157	763ac207806e35b3f70854ec0339d95586cceba0bf4aa634fbecdf080f902157	Car5b:Gm20658	sensitivity	representative_stratified_random	no_Pfam_hit		False		0.3979591836734694	92	True	36.83912658691406	1.0	0.0	18.55360984802246	chrna-expand-1026-2__extra		boltz2_2.2.1_single_sequence_batch8	20260919	39.20897674560547	collected/chrna-expand-1026-2__extra/models/protein_763ac207806e35b3f70854ec0339d95586cceba0bf4aa634fbecdf080f902157_single_sequence_seed20260919/model.cif
peptide_c45fcc6bd3af187f41628994c340c52aa5c8fe4eee93a00472571e76543a3fee	c45fcc6bd3af187f41628994c340c52aa5c8fe4eee93a00472571e76543a3fee	Parp8:Usp25	sensitivity	representative_stratified_random	no_Pfam_hit		False		0.3979591836734694	93	True	44.5699462890625	0.7526881720430108	0.0	19.119558334350586	chrna-expand-1026-2__extra		boltz2_2.2.1_single_sequence_batch8	20260919	43.58725357055664	collected/chrna-expand-1026-2__extra/models/protein_c45fcc6bd3af187f41628994c340c52aa5c8fe4eee93a00472571e76543a3fee_single_sequence_seed20260919/model.cif
peptide_5dec96c2893d12a82d66c809f9ca0dbab9872f69c8d880123cbe4fbbcd65ed7e	5dec96c2893d12a82d66c809f9ca0dbab9872f69c8d880123cbe4fbbcd65ed7e	Acod1:Gm34643	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF03972.20	False		not_probability_sample	126	True	35.80842971801758	1.0	0.0	20.553403854370117	chrna-expand-1026-2__extra		boltz2_2.2.1_single_sequence_batch8	20260919	36.26180648803711	collected/chrna-expand-1026-2__extra/models/protein_5dec96c2893d12a82d66c809f9ca0dbab9872f69c8d880123cbe4fbbcd65ed7e_single_sequence_seed20260919/model.cif
peptide_26ee5b92a46b362f9cfdc40dbd797c71f471310967f966da5fccced101edfc99	26ee5b92a46b362f9cfdc40dbd797c71f471310967f966da5fccced101edfc99	Map3k1:Gm47283	sensitivity	domain_diversity_enriched	no_Pfam_hit		False		not_probability_sample	174	True	46.359764099121094	0.7126436781609196	0.0	26.397451400756836	chrna-expand-1026-2__extra		boltz2_2.2.1_single_sequence_batch8	20260919	49.0722770690918	collected/chrna-expand-1026-2__extra/models/protein_26ee5b92a46b362f9cfdc40dbd797c71f471310967f966da5fccced101edfc99_single_sequence_seed20260919/model.cif
peptide_8368a2d1c4cc4ec8aff9a89a5426c2bbe6f16df50a127608e7b2ae482abcdb87	8368a2d1c4cc4ec8aff9a89a5426c2bbe6f16df50a127608e7b2ae482abcdb87	Pdia3:Ubac1	sensitivity	representative_stratified_random	single_domain_hit	PF00085.27	True		0.4069767441860465	195	True	78.11286926269531	0.0	0.5743589743589743	14.037925720214844	chrna-expand-1026-2__extra		boltz2_2.2.1_single_sequence_batch8	20260919	64.25511169433594	collected/chrna-expand-1026-2__extra/models/protein_8368a2d1c4cc4ec8aff9a89a5426c2bbe6f16df50a127608e7b2ae482abcdb87_single_sequence_seed20260919/model.cif
peptide_a06512005b4636bd4ce18d3e96aa5bb3fb4f236862db910998e7369f75207562	a06512005b4636bd4ce18d3e96aa5bb3fb4f236862db910998e7369f75207562	Vps45:Ctsh	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF00995.29	True		not_probability_sample	231	True	46.326080322265625	0.6666666666666666	0.025974025974025976	18.656896591186523	chrna-expand-1026-2__extra		boltz2_2.2.1_single_sequence_batch8	20260919	34.4431266784668	collected/chrna-expand-1026-2__extra/models/protein_a06512005b4636bd4ce18d3e96aa5bb3fb4f236862db910998e7369f75207562_single_sequence_seed20260919/model.cif
peptide_07bb91915af17919f491fdc293812ef495a9b51a10cd4fb5fc7d25fb29d949db	07bb91915af17919f491fdc293812ef495a9b51a10cd4fb5fc7d25fb29d949db	Trim25:Atox1	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF13920.13;PF13639.13;PF13445.13;PF00097.32;PF13923.13;PF15227.13;PF14634.13	True		not_probability_sample	281	True	60.241722106933594	0.33807829181494664	0.28825622775800713	23.132221221923828	chrna-expand-1026-2__extra		boltz2_2.2.1_single_sequence_batch8	20260919	58.08211898803711	collected/chrna-expand-1026-2__extra/models/protein_07bb91915af17919f491fdc293812ef495a9b51a10cd4fb5fc7d25fb29d949db_single_sequence_seed20260919/model.cif
peptide_dde764fa2d30588140490056325148a470f609050e908673266d2d727f3cd52c	dde764fa2d30588140490056325148a470f609050e908673266d2d727f3cd52c	Hexa:Clk3	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF14845.12;PF00069.32;PF07714.24	True		not_probability_sample	302	True	61.67656707763672	0.3443708609271523	0.39072847682119205	17.086336135864258	chrna-expand-1026-2__extra		boltz2_2.2.1_single_sequence_batch8	20260919	62.847442626953125	collected/chrna-expand-1026-2__extra/models/protein_dde764fa2d30588140490056325148a470f609050e908673266d2d727f3cd52c_single_sequence_seed20260919/model.cif
peptide_9e11e5d6e11773e0e3042affec21b8b7fa0f1d62dcbc8f5db9bd20ad6364ecea	9e11e5d6e11773e0e3042affec21b8b7fa0f1d62dcbc8f5db9bd20ad6364ecea	Marchf8:Dcp1b	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF12906.14;PF31018.1;PF16741.11	True		not_probability_sample	604	True	31.492801666259766	1.0	0.0	28.065502166748047	chrna-expand-1026-2__extra		boltz2_2.2.1_single_sequence_batch8	20260919	29.755348205566406	collected/chrna-expand-1026-2__extra/models/protein_9e11e5d6e11773e0e3042affec21b8b7fa0f1d62dcbc8f5db9bd20ad6364ecea_single_sequence_seed20260919/model.cif
peptide_e0bf582d7900310d3ebb52dea59d0837e0aaf830161e7658a84ffeed3a5d9c01	e0bf582d7900310d3ebb52dea59d0837e0aaf830161e7658a84ffeed3a5d9c01	Plekhm2:Map4	sensitivity	representative_stratified_random	no_Pfam_hit		False		0.3979591836734694	31	True	79.63478088378906	0.0	0.7741935483870968	7.629523277282715	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	77.3089828491211	collected/chrna-expand-1026-3/models/protein_e0bf582d7900310d3ebb52dea59d0837e0aaf830161e7658a84ffeed3a5d9c01_single_sequence_seed20260919/model.cif
peptide_1837b3f50c669b53f2cb54ddf011fc07fa8340a83aefe3accfac4a1212376219	1837b3f50c669b53f2cb54ddf011fc07fa8340a83aefe3accfac4a1212376219	Nudt3:Anks1	sensitivity	domain_diversity_enriched	no_Pfam_hit		False		not_probability_sample	44	True	56.73464584350586	0.045454545454545456	0.0	9.432331085205078	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	57.550315856933594	collected/chrna-expand-1026-3/models/protein_1837b3f50c669b53f2cb54ddf011fc07fa8340a83aefe3accfac4a1212376219_single_sequence_seed20260919/model.cif
control_a4382c9d8fdd703487544ee1c349df14444e92b8e3ed64705e3671cc5e667c58	a4382c9d8fdd703487544ee1c349df14444e92b8e3ed64705e3671cc5e667c58	Ric1:Ppcdc	control	matched_parent_fragment_control	parent_fragment				matched_control	48	True	47.915313720703125	0.6666666666666666	0.0	15.957480430603027	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919		collected/chrna-expand-1026-3/models/protein_a4382c9d8fdd703487544ee1c349df14444e92b8e3ed64705e3671cc5e667c58_single_sequence_seed20260919/model.cif
peptide_27f45c3ab0b286ffe9b79b4f58f03e65c206f7943983e0191ee89a79bcce5ef3	27f45c3ab0b286ffe9b79b4f58f03e65c206f7943983e0191ee89a79bcce5ef3	Macf1:Capzb	sensitivity	representative_stratified_random	no_Pfam_hit		False		0.3979591836734694	56	True	57.47032928466797	0.19642857142857142	0.0	15.174530982971191	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	54.82029342651367	collected/chrna-expand-1026-3/models/protein_27f45c3ab0b286ffe9b79b4f58f03e65c206f7943983e0191ee89a79bcce5ef3_single_sequence_seed20260919/model.cif
peptide_e1b073afb577d6df99e8030739da52b87e21e1299a2a836c7c0a45a37377a194	e1b073afb577d6df99e8030739da52b87e21e1299a2a836c7c0a45a37377a194	Srpk1:Esd	sensitivity	representative_stratified_random	no_Pfam_hit		False		0.3979591836734694	70	True	67.15424346923828	0.07142857142857142	0.45714285714285713	18.36455726623535	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	60.857818603515625	collected/chrna-expand-1026-3/models/protein_e1b073afb577d6df99e8030739da52b87e21e1299a2a836c7c0a45a37377a194_single_sequence_seed20260919/model.cif
control_2f739187e90bcf03989e8984345543d371bbcad1aaeee9d1c61c2428e0030931	2f739187e90bcf03989e8984345543d371bbcad1aaeee9d1c61c2428e0030931	Napg:Garem1	control	matched_parent_fragment_control	parent_fragment				matched_control	81	True	64.05647277832031	0.037037037037037035	0.19753086419753085	7.7690324783325195	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919		collected/chrna-expand-1026-3/models/protein_2f739187e90bcf03989e8984345543d371bbcad1aaeee9d1c61c2428e0030931_single_sequence_seed20260919/model.cif
control_1f25d8ad165f30d4b144e15f1c5fbdf8205aabeb7e3cc2e51ae7030c99d4bc37	1f25d8ad165f30d4b144e15f1c5fbdf8205aabeb7e3cc2e51ae7030c99d4bc37	Zmiz1:Pinx1	control	matched_parent_fragment_control	parent_fragment				matched_control	93	True	71.59931945800781	0.010752688172043012	0.6989247311827957	7.117611885070801	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919		collected/chrna-expand-1026-3/models/protein_1f25d8ad165f30d4b144e15f1c5fbdf8205aabeb7e3cc2e51ae7030c99d4bc37_single_sequence_seed20260919/model.cif
control_f17fb4ff7f49079801fdb3130bd2d9b478426dace00c34c650cb498c5109d377	f17fb4ff7f49079801fdb3130bd2d9b478426dace00c34c650cb498c5109d377	Piezo1:Isca2	control	matched_parent_fragment_control	parent_fragment				matched_control	94	True	57.19403076171875	0.1595744680851064	0.0	15.377264976501465	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919		collected/chrna-expand-1026-3/models/protein_f17fb4ff7f49079801fdb3130bd2d9b478426dace00c34c650cb498c5109d377_single_sequence_seed20260919/model.cif
peptide_027defea00b26fa7c7e9a4638732f64c0ccea2b297e5eee8cdc324c81f52b1d5	027defea00b26fa7c7e9a4638732f64c0ccea2b297e5eee8cdc324c81f52b1d5	Nedd4l:Lman1	sensitivity	domain_diversity_enriched	single_domain_hit	PF00168.37	False		not_probability_sample	109	True	52.83856201171875	0.3486238532110092	0.0	12.194051742553711	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	61.43619918823242	collected/chrna-expand-1026-3/models/protein_027defea00b26fa7c7e9a4638732f64c0ccea2b297e5eee8cdc324c81f52b1d5_single_sequence_seed20260919/model.cif
peptide_d3440da42af9f63a25fd682c69f19e1dc20e80c3f9411fb433082f5a8acfd1fb	d3440da42af9f63a25fd682c69f19e1dc20e80c3f9411fb433082f5a8acfd1fb	Ptpn6:Ptms	sensitivity	representative_stratified_random	single_domain_hit	PF00017.31	True		0.4069767441860465	112	True	50.830726623535156	0.39285714285714285	0.0	15.5723876953125	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	36.978511810302734	collected/chrna-expand-1026-3/models/protein_d3440da42af9f63a25fd682c69f19e1dc20e80c3f9411fb433082f5a8acfd1fb_single_sequence_seed20260919/model.cif
peptide_7ae8e62a4721786a34407993c9d0bd712320ff76301c3be05a4694cc5d83e242	7ae8e62a4721786a34407993c9d0bd712320ff76301c3be05a4694cc5d83e242	Strn:Fez2	sensitivity	representative_stratified_random	junction_within_candidate_domain	PF08232.18	True		0.4069767441860465	113	True	47.12968826293945	0.5575221238938053	0.0	20.408620834350586	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	38.55451583862305	collected/chrna-expand-1026-3/models/protein_7ae8e62a4721786a34407993c9d0bd712320ff76301c3be05a4694cc5d83e242_single_sequence_seed20260919/model.cif
peptide_67c5da7bb13927abc0392140297340bf2fd096352615d836d732118191c5a10e	67c5da7bb13927abc0392140297340bf2fd096352615d836d732118191c5a10e	Arid5b:Nampt	sensitivity	representative_stratified_random	junction_within_candidate_domain	PF18127.7	True		0.4069767441860465	123	True	34.90019607543945	0.991869918699187	0.0	17.02735710144043	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	38.881195068359375	collected/chrna-expand-1026-3/models/protein_67c5da7bb13927abc0392140297340bf2fd096352615d836d732118191c5a10e_single_sequence_seed20260919/model.cif
peptide_9e68304f9447ab229feeca64e73501fe59c5f0f4ff97ef6af6fcd023d3c920e7	9e68304f9447ab229feeca64e73501fe59c5f0f4ff97ef6af6fcd023d3c920e7	Ldlrad3:1700012C14Rik	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF00057.24;PF00057.24	True		not_probability_sample	135	True	50.921268463134766	0.5259259259259259	0.044444444444444446	20.375078201293945	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	42.07079315185547	collected/chrna-expand-1026-3/models/protein_9e68304f9447ab229feeca64e73501fe59c5f0f4ff97ef6af6fcd023d3c920e7_single_sequence_seed20260919/model.cif
peptide_f4e045d5182808952897414f88e0233ef2a9ad645a1e650613caf6fc13cbad3e	f4e045d5182808952897414f88e0233ef2a9ad645a1e650613caf6fc13cbad3e	Syngr1:Hnrnpdl	sensitivity	representative_stratified_random	single_domain_hit	PF01284.29	True		0.4069767441860465	135	True	42.02460479736328	0.8814814814814815	0.0	21.970548629760742	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	39.26274871826172	collected/chrna-expand-1026-3/models/protein_f4e045d5182808952897414f88e0233ef2a9ad645a1e650613caf6fc13cbad3e_single_sequence_seed20260919/model.cif
peptide_07e4a77058d756bfe8d091980b83e27057f72b907adea56145b8b0e64b2dd4fb	07e4a77058d756bfe8d091980b83e27057f72b907adea56145b8b0e64b2dd4fb	Tmbim6:Rmc1	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF01027.27	True		not_probability_sample	148	True	53.871337890625	0.3310810810810811	0.0	19.921192169189453	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	51.2851448059082	collected/chrna-expand-1026-3/models/protein_07e4a77058d756bfe8d091980b83e27057f72b907adea56145b8b0e64b2dd4fb_single_sequence_seed20260919/model.cif
peptide_cb389fefd9a4a3a1f74d2d3104b94bff58d8224970e649876c79543e8c514549	cb389fefd9a4a3a1f74d2d3104b94bff58d8224970e649876c79543e8c514549	Uty:Csnk1g3	sensitivity	representative_stratified_random	single_domain_hit	PF00515.35	True		0.4069767441860465	159	True	84.40641784667969	0.006289308176100629	0.8930817610062893	8.207879066467285	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	73.98417663574219	collected/chrna-expand-1026-3/models/protein_cb389fefd9a4a3a1f74d2d3104b94bff58d8224970e649876c79543e8c514549_single_sequence_seed20260919/model.cif
peptide_c8e077f64cb21fbb1cd794a8d3ddd26580056c9b69ff01ec06f29e93d21453a1	c8e077f64cb21fbb1cd794a8d3ddd26580056c9b69ff01ec06f29e93d21453a1	Cux1:Cmtm7	sensitivity	representative_stratified_random	junction_within_candidate_domain	PF25398.2;PF01284.29	True		0.4069767441860465	169	True	55.7014274597168	0.25443786982248523	0.08284023668639054	15.880560874938965	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	50.85538864135742	collected/chrna-expand-1026-3/models/protein_c8e077f64cb21fbb1cd794a8d3ddd26580056c9b69ff01ec06f29e93d21453a1_single_sequence_seed20260919/model.cif
peptide_674fc521daeacd7094e56c3dcea621dd2343783f2767e0c3a9d10c3710563f9d	674fc521daeacd7094e56c3dcea621dd2343783f2767e0c3a9d10c3710563f9d	Asl:Cct6a	sensitivity	domain_diversity_enriched	single_domain_hit	PF00118.30	True		not_probability_sample	180	True	41.567161560058594	0.8444444444444444	0.0	19.06586456298828	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	47.62875747680664	collected/chrna-expand-1026-3/models/protein_674fc521daeacd7094e56c3dcea621dd2343783f2767e0c3a9d10c3710563f9d_single_sequence_seed20260919/model.cif
peptide_8115f44fdbbd88481df2cdc8a1be680f26d492ffd945c70cd15ff849d3c80abe	8115f44fdbbd88481df2cdc8a1be680f26d492ffd945c70cd15ff849d3c80abe	P2rx4:2900089D17Rik	sensitivity	representative_stratified_random	single_domain_hit	PF00864.25	True		0.4069767441860465	192	True	37.31939697265625	0.828125	0.0	23.770641326904297	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	32.457550048828125	collected/chrna-expand-1026-3/models/protein_8115f44fdbbd88481df2cdc8a1be680f26d492ffd945c70cd15ff849d3c80abe_single_sequence_seed20260919/model.cif
peptide_f4f5d12a140051f1427d261259db823afa60e6e8bb2945517d3c3a6fa8663e81	f4f5d12a140051f1427d261259db823afa60e6e8bb2945517d3c3a6fa8663e81	Spast:Memo1	sensitivity	domain_diversity_enriched	single_domain_hit	PF01875.24	True		not_probability_sample	197	True	49.162967681884766	0.700507614213198	0.07614213197969544	24.73731803894043	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	44.88610076904297	collected/chrna-expand-1026-3/models/protein_f4f5d12a140051f1427d261259db823afa60e6e8bb2945517d3c3a6fa8663e81_single_sequence_seed20260919/model.cif
peptide_7be2991666543a0f04d31f6ed711e6f81472e965489ac46ad46052310bc8285d	7be2991666543a0f04d31f6ed711e6f81472e965489ac46ad46052310bc8285d	Pdxk:Lyz2	sensitivity	representative_stratified_random	junction_within_candidate_domain	PF00062.26	True		0.4020100502512563	213	True	47.78144454956055	0.6713615023474179	0.004694835680751174	18.433853149414062	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	52.21593475341797	collected/chrna-expand-1026-3/models/protein_7be2991666543a0f04d31f6ed711e6f81472e965489ac46ad46052310bc8285d_single_sequence_seed20260919/model.cif
peptide_8c5017bc6b1a22ef2380283d8a527e9eef02b86c9e3f79f15d45e21ce0477d42	8c5017bc6b1a22ef2380283d8a527e9eef02b86c9e3f79f15d45e21ce0477d42	Smu1:Chmp5	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF17814.8;PF03357.27	True		not_probability_sample	220	True	59.95786666870117	0.2636363636363636	0.23636363636363636	21.492250442504883	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	55.3454704284668	collected/chrna-expand-1026-3/models/protein_8c5017bc6b1a22ef2380283d8a527e9eef02b86c9e3f79f15d45e21ce0477d42_single_sequence_seed20260919/model.cif
peptide_1d87a877d262c1b0c60fc8ddef97de260cbd6f38e6020cb598156da2fbeb80c6	1d87a877d262c1b0c60fc8ddef97de260cbd6f38e6020cb598156da2fbeb80c6	Cux1:Cmtm7	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF25398.2	True		not_probability_sample	232	True	47.81196212768555	0.5775862068965517	0.0	23.63795280456543	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	53.109474182128906	collected/chrna-expand-1026-3/models/protein_1d87a877d262c1b0c60fc8ddef97de260cbd6f38e6020cb598156da2fbeb80c6_single_sequence_seed20260919/model.cif
control_1df3c3affc13da72176abc6aab27ee715c073fd7e4b5197f6d44f9051ed23c58	1df3c3affc13da72176abc6aab27ee715c073fd7e4b5197f6d44f9051ed23c58	Dnase2a:Kdm3b	control	matched_parent_fragment_control	parent_fragment				matched_control	238	True	29.603008270263672	0.9789915966386554	0.0	22.5556640625	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919		collected/chrna-expand-1026-3/models/protein_1df3c3affc13da72176abc6aab27ee715c073fd7e4b5197f6d44f9051ed23c58_single_sequence_seed20260919/model.cif
peptide_2406d806134d43f5e537c5dfe952740541e8a2ba91e30f0c94820e1e70759f8a	2406d806134d43f5e537c5dfe952740541e8a2ba91e30f0c94820e1e70759f8a	Ufsp2:Oas1g	sensitivity	representative_stratified_random	junction_within_candidate_domain	PF20908.3;PF10421.15	True		0.4020100502512563	251	True	34.931461334228516	0.9561752988047809	0.0	22.24372673034668	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	37.56613540649414	collected/chrna-expand-1026-3/models/protein_2406d806134d43f5e537c5dfe952740541e8a2ba91e30f0c94820e1e70759f8a_single_sequence_seed20260919/model.cif
peptide_d89febda573436f7d00b03f3bea0d917b780a8a4bce1015c074fe00931bfd8a5	d89febda573436f7d00b03f3bea0d917b780a8a4bce1015c074fe00931bfd8a5	Ncstn:Setdb1	sensitivity	representative_stratified_random	junction_within_candidate_domain	PF18266.9;PF00856.34	True		0.4020100502512563	261	True	29.200634002685547	0.9731800766283525	0.0	22.835662841796875	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	28.132246017456055	collected/chrna-expand-1026-3/models/protein_d89febda573436f7d00b03f3bea0d917b780a8a4bce1015c074fe00931bfd8a5_single_sequence_seed20260919/model.cif
peptide_d125d41db8dcdd46f86cd5ebe2ae6376bd9ebf2b702728d636a4e1b155fb35ec	d125d41db8dcdd46f86cd5ebe2ae6376bd9ebf2b702728d636a4e1b155fb35ec	Hexa:Clk3	sensitivity	domain_diversity_enriched	junction_within_candidate_domain	PF14845.12;PF00069.32;PF07714.24	True		not_probability_sample	276	True	51.051605224609375	0.5688405797101449	0.21014492753623187	19.623165130615234	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	58.00260925292969	collected/chrna-expand-1026-3/models/protein_d125d41db8dcdd46f86cd5ebe2ae6376bd9ebf2b702728d636a4e1b155fb35ec_single_sequence_seed20260919/model.cif
peptide_841a7dec41668a8823e77f00cd9cd6770a4d34a6b2ca9b937362cbabdef4ec83	841a7dec41668a8823e77f00cd9cd6770a4d34a6b2ca9b937362cbabdef4ec83	Foxo3:Copz1	sensitivity	domain_diversity_enriched	multiple_domain_hits	PF00250.25;PF01217.27	True		not_probability_sample	284	True	36.297367095947266	0.8873239436619719	0.0	25.280092239379883	chrna-expand-1026-3		boltz2_2.2.1_single_sequence_batch8	20260919	31.767383575439453	collected/chrna-expand-1026-3/models/protein_841a7dec41668a8823e77f00cd9cd6770a4d34a6b2ca9b937362cbabdef4ec83_single_sequence_seed20260919/model.cif
